weather_id,timestamp,state,district,latitude,longitude,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3day_mm,temperature_c,humidity_percent,wind_speed_kmph,pressure_hpa,weather_condition
W001698,2025-09-17 22:48:00,Manipur,Bishnupur,24.5645,93.8029,16.3,66.6,126.7,327.8,27.1,94,37.6,940.0,HEAVY_RAIN
W001699,2025-09-18 01:12:00,Manipur,Senapati,25.328,94.1307,26.6,117.7,143.0,419.1,27.0,89,40.0,885.2,TORRENTIAL_RAIN
W001700,2025-09-18 03:36:00,Mizoram,Aizawl,23.7429,92.8662,28.3,129.1,152.7,290.9,24.3,86,15.8,907.5,TORRENTIAL_RAIN
W001701,2025-09-18 06:00:00,Mizoram,Kolasib,24.3039,92.653,38.0,87.9,125.7,370.0,23.9,88,17.7,957.2,HEAVY_RAIN
W001702,2025-09-18 08:24:00,Mizoram,Lunglei,22.8687,92.612,30.6,72.2,96.2,218.3,25.8,88,21.0,910.5,HEAVY_RAIN
W001703,2025-09-18 10:48:00,Tripura,West Tripura,23.7846,91.2566,13.0,26.9,38.4,92.6,34.0,91,9.7,1011.2,MODERATE_RAIN
W001704,2025-09-18 13:12:00,Tripura,Sipahijala,23.5194,91.4371,25.8,91.7,119.4,271.6,29.4,96,10.6,1011.2,HEAVY_RAIN
W001705,2025-09-18 15:36:00,Tripura,Dhalai,23.8384,91.7248,31.3,53.1,89.6,222.8,26.4,86,29.5,997.1,HEAVY_RAIN
W001706,2025-09-18 18:00:00,Arunachal Pradesh,Tawang,27.4782,91.9555,48.9,75.9,168.5,363.2,9.8,86,19.5,724.4,CLOUD_BURST
W001707,2025-09-18 20:24:00,Arunachal Pradesh,West Kameng,27.2966,92.3191,12.1,41.3,50.8,122.2,9.4,96,26.0,802.0,HEAVY_RAIN
W001708,2025-09-18 22:48:00,Arunachal Pradesh,Papum Pare,26.9737,93.6957,40.7,103.0,206.5,460.0,24.6,90,32.8,979.3,TORRENTIAL_RAIN
W001709,2025-09-19 01:12:00,Arunachal Pradesh,East Siang,27.9694,95.3903,9.8,34.7,41.2,115.2,34.0,89,22.7,992.7,MODERATE_RAIN
W001710,2025-09-19 03:36:00,Arunachal Pradesh,Lower Subansiri,27.609,93.931,33.3,85.5,172.2,494.2,7.6,90,24.1,856.1,TORRENTIAL_RAIN
W001711,2025-09-19 06:00:00,Assam,Kamrup Metropolitan,26.1925,91.617,7.1,30.8,53.0,159.3,26.0,87,10.9,1005.1,HEAVY_RAIN
W001712,2025-09-19 08:24:00,Assam,Kamrup Rural,26.0364,91.6437,16.0,78.9,109.0,313.4,24.1,93,28.7,1003.8,HEAVY_RAIN
W001713,2025-09-19 10:48:00,Assam,Darrang,26.5746,91.941,18.3,55.2,98.0,296.6,24.8,92,20.3,1011.2,HEAVY_RAIN
W001714,2025-09-19 13:12:00,Assam,Sonitpur,26.5849,92.7002,40.9,85.3,124.9,346.1,25.7,87,18.9,1003.1,HEAVY_RAIN
W001715,2025-09-19 15:36:00,Assam,Dibrugarh,27.3518,95.0126,4.5,15.8,30.8,91.3,23.4,89,9.5,1000.2,MODERATE_RAIN
W001716,2025-09-19 18:00:00,Assam,Cachar,24.808,92.6612,12.1,26.2,37.0,109.3,27.7,98,25.5,1011.2,MODERATE_RAIN
W001717,2025-09-19 20:24:00,Assam,Nagaon,26.3826,92.8143,21.3,70.2,100.3,272.4,31.0,87,14.3,1007.9,HEAVY_RAIN
W001718,2025-09-19 22:48:00,Meghalaya,East Khasi Hills,25.4929,91.8503,31.8,152.8,213.8,552.8,30.7,98,40.4,870.9,TORRENTIAL_RAIN
W001719,2025-09-20 01:12:00,Meghalaya,West Khasi Hills,25.3636,91.1738,45.6,132.9,237.6,679.3,23.6,97,18.7,890.9,CLOUD_BURST
W001720,2025-09-20 03:36:00,Meghalaya,Ri-Bhoi,25.945,91.8407,60.8,143.6,213.0,412.8,23.2,87,25.6,964.4,CLOUD_BURST
W001721,2025-09-20 06:00:00,Meghalaya,West Jaintia Hills,25.5303,92.1999,39.3,137.3,231.2,726.7,28.9,87,40.8,887.5,TORRENTIAL_RAIN
W001722,2025-09-20 08:24:00,Sikkim,East Sikkim,27.4656,88.6273,16.9,56.9,69.1,232.1,14.9,87,32.7,854.2,HEAVY_RAIN
W001723,2025-09-20 10:48:00,Sikkim,North Sikkim,27.6444,88.6089,23.0,67.1,129.2,321.7,16.1,93,42.0,770.6,HEAVY_RAIN
W001724,2025-09-20 13:12:00,Sikkim,South Sikkim,27.0599,88.2526,17.9,29.5,51.3,169.6,34.6,97,13.4,882.2,HEAVY_RAIN
W001725,2025-09-20 15:36:00,Nagaland,Kohima,25.7806,94.1032,22.7,47.7,102.5,263.7,27.0,89,12.6,873.8,HEAVY_RAIN
W001726,2025-09-20 18:00:00,Nagaland,Dimapur,25.8915,93.7308,25.5,130.5,154.0,508.3,30.6,95,24.8,990.8,TORRENTIAL_RAIN
W001727,2025-09-20 20:24:00,Nagaland,Mokokchung,26.4715,94.4398,41.0,91.9,125.3,409.1,25.9,98,31.8,882.1,HEAVY_RAIN
W001728,2025-09-20 22:48:00,Manipur,Imphal West,24.7379,93.9153,35.4,120.0,150.9,303.7,27.8,89,35.0,939.1,TORRENTIAL_RAIN
W001729,2025-09-21 01:12:00,Manipur,Bishnupur,24.5948,93.7035,19.0,78.6,143.8,320.4,22.5,96,37.1,941.8,TORRENTIAL_RAIN
W001730,2025-09-21 03:36:00,Manipur,Senapati,25.1814,94.0776,8.9,25.1,32.5,90.9,33.2,98,12.9,891.1,MODERATE_RAIN
W001731,2025-09-21 06:00:00,Mizoram,Aizawl,23.6605,92.7607,42.0,69.6,137.8,319.0,27.6,89,10.2,898.8,HEAVY_RAIN
W001732,2025-09-21 08:24:00,Mizoram,Kolasib,24.1945,92.7738,35.7,86.5,130.6,379.6,29.7,91,36.7,949.9,HEAVY_RAIN
W001733,2025-09-21 10:48:00,Mizoram,Lunglei,22.8294,92.6627,44.6,96.6,131.6,296.2,29.2,94,15.5,912.4,HEAVY_RAIN
W001734,2025-09-21 13:12:00,Tripura,West Tripura,23.978,91.3772,36.2,61.5,118.8,391.1,29.5,97,30.0,1006.9,HEAVY_RAIN
W001735,2025-09-21 15:36:00,Tripura,Sipahijala,23.5994,91.2585,42.5,122.5,161.0,416.8,30.5,92,24.3,1010.5,TORRENTIAL_RAIN
W001736,2025-09-21 18:00:00,Tripura,Dhalai,23.8475,91.9861,53.9,91.1,162.8,468.2,25.0,97,23.5,1004.8,CLOUD_BURST
W001737,2025-09-21 20:24:00,Arunachal Pradesh,Tawang,27.4974,91.7369,21.2,106.5,153.2,375.5,9.2,96,32.7,727.5,TORRENTIAL_RAIN
W001738,2025-09-21 22:48:00,Arunachal Pradesh,West Kameng,27.1758,92.4181,40.7,114.2,158.6,456.2,10.2,89,23.9,798.2,TORRENTIAL_RAIN
W001739,2025-09-22 01:12:00,Arunachal Pradesh,Papum Pare,27.1669,93.5401,6.0,31.3,49.0,155.9,30.5,91,20.7,985.6,MODERATE_RAIN
W001740,2025-09-22 03:36:00,Arunachal Pradesh,East Siang,28.0889,95.4663,41.0,126.1,165.9,389.3,25.7,93,28.8,1001.4,TORRENTIAL_RAIN
W001741,2025-09-22 06:00:00,Arunachal Pradesh,Lower Subansiri,27.424,93.9718,33.0,117.3,199.2,491.4,27.4,98,12.3,861.3,TORRENTIAL_RAIN
W001742,2025-09-22 08:24:00,Assam,Kamrup Metropolitan,26.1213,91.769,9.7,18.0,39.5,94.3,29.5,86,34.6,1008.3,MODERATE_RAIN
W001743,2025-09-22 10:48:00,Assam,Kamrup Rural,26.2731,91.4179,11.9,38.4,64.7,195.5,24.1,90,19.3,1008.7,HEAVY_RAIN
W001744,2025-09-22 13:12:00,Assam,Darrang,26.5739,91.9711,13.4,34.0,43.6,129.1,31.7,93,19.9,1007.3,MODERATE_RAIN
W001745,2025-09-22 15:36:00,Assam,Sonitpur,26.561,92.7817,9.2,30.7,43.0,104.6,34.0,94,39.2,1005.8,MODERATE_RAIN
W001746,2025-09-22 18:00:00,Assam,Dibrugarh,27.4671,94.862,7.2,19.2,33.5,69.0,25.0,97,39.7,999.6,MODERATE_RAIN
W001747,2025-09-22 20:24:00,Assam,Cachar,24.7402,92.6328,17.9,45.3,61.0,116.8,33.1,95,16.6,1010.4,HEAVY_RAIN
W001748,2025-09-22 22:48:00,Assam,Nagaon,26.3166,92.6587,22.6,78.8,96.3,203.5,25.1,86,37.4,1007.9,HEAVY_RAIN
W001749,2025-09-23 01:12:00,Meghalaya,East Khasi Hills,25.5757,91.9356,34.9,114.8,148.4,475.3,34.5,98,14.8,865.7,TORRENTIAL_RAIN
W001750,2025-09-23 03:36:00,Meghalaya,West Khasi Hills,25.6577,91.1473,68.0,132.3,246.5,773.6,23.5,92,23.0,882.0,CLOUD_BURST
W001751,2025-09-23 06:00:00,Meghalaya,Ri-Bhoi,25.8809,91.8066,74.5,180.2,232.1,668.6,29.4,88,40.1,953.8,CLOUD_BURST
W001752,2025-09-23 08:24:00,Meghalaya,West Jaintia Hills,25.5127,92.2405,24.6,80.1,110.8,335.0,33.4,98,12.1,884.1,HEAVY_RAIN
W001753,2025-09-23 10:48:00,Sikkim,East Sikkim,27.4669,88.6772,33.6,87.6,151.9,421.1,9.3,96,38.3,854.3,TORRENTIAL_RAIN
W001754,2025-09-23 13:12:00,Sikkim,North Sikkim,27.4584,88.612,8.3,41.1,59.4,197.9,9.2,98,38.5,778.7,HEAVY_RAIN
W001755,2025-09-23 15:36:00,Sikkim,South Sikkim,27.0984,88.3366,38.8,84.7,164.5,372.0,32.6,95,19.4,883.2,TORRENTIAL_RAIN
W001756,2025-09-23 18:00:00,Nagaland,Kohima,25.6986,94.1574,52.3,115.9,161.1,312.5,25.1,97,11.2,876.0,CLOUD_BURST
W001757,2025-09-23 20:24:00,Nagaland,Dimapur,25.9501,93.8526,24.3,85.2,138.2,376.0,26.8,86,9.3,995.1,HEAVY_RAIN
W001758,2025-09-23 22:48:00,Nagaland,Mokokchung,26.1991,94.643,4.9,18.4,36.0,72.5,25.3,92,23.2,878.7,MODERATE_RAIN
W001759,2025-09-24 01:12:00,Manipur,Imphal West,24.7429,93.8775,8.7,29.8,48.2,122.3,29.2,92,29.8,935.5,MODERATE_RAIN
W001760,2025-09-24 03:36:00,Manipur,Bishnupur,24.5748,93.738,18.7,54.9,115.4,317.6,29.5,97,37.0,932.6,HEAVY_RAIN
W001761,2025-09-24 06:00:00,Manipur,Senapati,25.1428,94.0318,8.7,26.7,58.3,127.2,26.0,91,15.2,886.6,HEAVY_RAIN
W001762,2025-09-24 08:24:00,Mizoram,Aizawl,23.8017,92.8466,11.0,28.4,57.7,145.2,22.9,85,8.7,903.4,HEAVY_RAIN
W001763,2025-09-24 10:48:00,Mizoram,Kolasib,24.1205,92.6775,17.3,65.4,143.9,336.5,24.6,88,20.5,958.1,TORRENTIAL_RAIN
W001764,2025-09-24 13:12:00,Mizoram,Lunglei,22.8875,92.7864,35.9,91.2,159.6,314.6,28.1,98,13.0,910.0,TORRENTIAL_RAIN
W001765,2025-09-24 15:36:00,Tripura,West Tripura,23.7374,91.1771,33.7,84.0,121.9,296.9,31.8,98,23.8,1009.6,HEAVY_RAIN
W001766,2025-09-24 18:00:00,Tripura,Sipahijala,23.6202,91.4063,27.6,91.1,118.7,239.2,28.8,95,38.3,1011.2,HEAVY_RAIN
W001767,2025-09-24 20:24:00,Tripura,Dhalai,23.9428,91.7576,26.8,68.4,105.5,288.1,33.0,91,22.4,994.1,HEAVY_RAIN
W001768,2025-09-24 22:48:00,Arunachal Pradesh,Tawang,27.71,91.7422,55.7,133.8,168.1,374.3,12.0,94,12.4,726.9,CLOUD_BURST
W001769,2025-09-25 01:12:00,Arunachal Pradesh,West Kameng,27.2278,92.3489,18.6,50.7,76.4,210.9,13.6,94,35.2,799.3,HEAVY_RAIN
W001770,2025-09-25 03:36:00,Arunachal Pradesh,Papum Pare,27.096,93.6948,11.0,25.0,46.3,107.1,23.5,88,19.6,987.6,MODERATE_RAIN
W001771,2025-09-25 06:00:00,Arunachal Pradesh,East Siang,27.9182,95.3507,42.4,98.2,127.0,257.4,31.6,91,32.6,1003.4,HEAVY_RAIN
W001772,2025-09-25 08:24:00,Arunachal Pradesh,Lower Subansiri,27.4022,93.8609,21.5,71.4,88.2,171.6,34.5,93,21.7,856.7,HEAVY_RAIN
W001773,2025-09-25 10:48:00,Assam,Kamrup Metropolitan,26.2216,91.7675,19.9,39.6,72.1,205.5,23.4,97,35.4,1009.5,HEAVY_RAIN
W001774,2025-09-25 13:12:00,Assam,Kamrup Rural,26.3348,91.6571,26.0,80.4,98.8,203.4,34.8,93,16.1,1001.6,HEAVY_RAIN
W001775,2025-09-25 15:36:00,Assam,Darrang,26.4852,92.1736,12.6,49.3,82.8,192.0,26.0,87,16.0,1003.1,HEAVY_RAIN
W001776,2025-09-25 18:00:00,Assam,Sonitpur,26.6209,92.8521,7.6,36.9,54.7,124.6,34.3,88,18.7,1002.4,HEAVY_RAIN
W001777,2025-09-25 20:24:00,Assam,Dibrugarh,27.3305,94.7989,19.5,43.9,86.8,172.0,28.1,93,34.1,1001.9,HEAVY_RAIN
W001778,2025-09-25 22:48:00,Assam,Cachar,24.9278,92.7394,14.1,31.8,56.6,112.2,33.6,90,30.1,1008.9,HEAVY_RAIN
W001779,2025-09-26 01:12:00,Assam,Nagaon,26.3497,92.7321,37.3,91.4,127.1,292.4,34.2,96,23.3,1011.2,HEAVY_RAIN
W001780,2025-09-26 03:36:00,Meghalaya,East Khasi Hills,25.6726,91.7483,58.0,167.0,243.0,612.3,28.1,98,37.7,868.6,CLOUD_BURST
W001781,2025-09-26 06:00:00,Meghalaya,West Khasi Hills,25.5807,91.3134,48.5,130.6,159.1,341.6,31.3,95,41.1,890.8,CLOUD_BURST
W001782,2025-09-26 08:24:00,Meghalaya,Ri-Bhoi,25.9338,91.7544,63.1,98.8,213.7,418.4,32.1,94,8.3,959.9,CLOUD_BURST
W001783,2025-09-26 10:48:00,Meghalaya,West Jaintia Hills,25.4428,92.2475,31.0,72.9,104.5,276.1,34.6,98,34.6,880.0,HEAVY_RAIN
W001784,2025-09-26 13:12:00,Sikkim,East Sikkim,27.2771,88.515,10.1,43.8,69.8,202.6,12.7,85,40.1,855.6,HEAVY_RAIN
W001785,2025-09-26 15:36:00,Sikkim,North Sikkim,27.5855,88.615,13.9,35.6,42.8,144.6,12.8,90,10.8,778.6,MODERATE_RAIN
W001786,2025-09-26 18:00:00,Sikkim,South Sikkim,27.1104,88.4019,29.3,44.1,86.5,220.6,32.0,89,40.2,884.8,HEAVY_RAIN
W001787,2025-09-26 20:24:00,Nagaland,Kohima,25.794,94.2451,27.2,65.6,97.2,245.1,23.1,96,41.3,872.0,HEAVY_RAIN
W001788,2025-09-26 22:48:00,Nagaland,Dimapur,25.8203,93.8035,22.2,44.5,97.8,221.3,26.2,95,31.6,991.7,HEAVY_RAIN
W001789,2025-09-27 01:12:00,Nagaland,Mokokchung,26.473,94.3788,20.4,89.5,119.0,308.8,23.7,96,30.4,878.2,HEAVY_RAIN
W001790,2025-09-27 03:36:00,Manipur,Imphal West,24.8969,93.8529,33.6,93.4,134.3,352.4,33.6,93,35.6,939.0,HEAVY_RAIN
W001791,2025-09-27 06:00:00,Manipur,Bishnupur,24.6836,93.8141,6.4,29.0,38.1,87.3,34.5,92,11.4,932.1,MODERATE_RAIN
W001792,2025-09-27 08:24:00,Manipur,Senapati,25.1371,94.0675,24.4,74.2,92.6,245.4,29.7,86,21.7,885.7,HEAVY_RAIN
W001793,2025-09-27 10:48:00,Mizoram,Aizawl,23.8543,92.587,19.9,49.3,107.4,341.8,23.6,98,31.1,904.1,HEAVY_RAIN
W001794,2025-09-27 13:12:00,Mizoram,Kolasib,24.2908,92.6445,9.0,28.8,38.0,88.6,23.8,86,17.0,951.3,MODERATE_RAIN
W001795,2025-09-27 15:36:00,Mizoram,Lunglei,22.8611,92.66,16.2,46.8,78.2,208.4,23.6,91,28.2,915.9,HEAVY_RAIN
W001796,2025-09-27 18:00:00,Tripura,West Tripura,23.7082,91.359,34.6,69.3,151.2,348.8,33.7,91,14.7,1004.0,TORRENTIAL_RAIN
W001797,2025-09-27 20:24:00,Tripura,Sipahijala,23.6569,91.2002,29.0,86.6,143.8,420.5,25.8,98,35.0,1011.2,TORRENTIAL_RAIN
W001798,2025-09-27 22:48:00,Tripura,Dhalai,23.7005,91.7186,26.6,81.6,135.6,321.8,33.4,94,15.0,998.7,HEAVY_RAIN
W001799,2025-09-28 01:12:00,Arunachal Pradesh,Tawang,27.5632,91.9408,10.2,25.6,51.8,103.6,13.3,97,8.9,724.9,HEAVY_RAIN
W001800,2025-09-28 03:36:00,Arunachal Pradesh,West Kameng,27.2704,92.4464,13.1,40.8,63.1,143.3,11.1,93,9.8,800.7,HEAVY_RAIN
W001801,2025-09-28 06:00:00,Arunachal Pradesh,Papum Pare,27.2061,93.5614,14.4,23.3,44.8,150.8,26.0,87,37.4,977.5,MODERATE_RAIN
W001802,2025-09-28 08:24:00,Arunachal Pradesh,East Siang,28.0659,95.3127,39.0,149.2,176.6,400.3,31.8,96,27.1,996.4,TORRENTIAL_RAIN
W001803,2025-09-28 10:48:00,Arunachal Pradesh,Lower Subansiri,27.6547,93.9283,30.2,97.0,156.5,326.4,27.3,98,18.6,865.8,TORRENTIAL_RAIN
W001804,2025-09-28 13:12:00,Assam,Kamrup Metropolitan,26.2916,91.6232,33.5,92.5,133.2,307.1,23.8,96,10.9,1003.1,HEAVY_RAIN
W001805,2025-09-28 15:36:00,Assam,Kamrup Rural,26.2836,91.5605,20.8,38.7,67.2,171.9,32.1,97,26.2,1004.6,HEAVY_RAIN
W001806,2025-09-28 18:00:00,Assam,Darrang,26.5451,91.9268,12.3,37.5,50.8,144.1,22.8,86,37.0,1005.1,HEAVY_RAIN
W001807,2025-09-28 20:24:00,Assam,Sonitpur,26.7269,92.8527,34.2,62.2,108.4,211.1,32.4,86,19.8,1010.8,HEAVY_RAIN
W001808,2025-09-28 22:48:00,Assam,Dibrugarh,27.5798,94.9802,13.8,47.1,80.0,158.7,24.7,94,39.7,1004.8,HEAVY_RAIN
W001809,2025-09-29 01:12:00,Assam,Cachar,24.9379,92.9262,20.1,49.0,75.0,145.9,22.4,96,18.7,1009.8,HEAVY_RAIN
W001810,2025-09-29 03:36:00,Assam,Nagaon,26.3372,92.6385,42.1,96.6,147.8,410.7,33.5,93,23.3,1007.9,TORRENTIAL_RAIN
W001811,2025-09-29 06:00:00,Meghalaya,East Khasi Hills,25.5137,91.9522,16.3,69.6,90.8,212.7,23.7,87,31.9,870.7,HEAVY_RAIN
W001812,2025-09-29 08:24:00,Meghalaya,West Khasi Hills,25.3892,91.207,33.8,80.2,145.6,446.7,25.6,90,35.0,883.7,TORRENTIAL_RAIN
W001813,2025-09-29 10:48:00,Meghalaya,Ri-Bhoi,26.0049,91.9429,18.6,55.1,97.8,193.6,27.7,90,26.1,959.5,HEAVY_RAIN
W001814,2025-09-29 13:12:00,Meghalaya,West Jaintia Hills,25.4326,92.1947,23.2,87.3,153.4,391.4,34.5,94,20.4,877.6,TORRENTIAL_RAIN
W001815,2025-09-29 15:36:00,Sikkim,East Sikkim,27.4134,88.6771,13.3,50.3,79.3,177.8,33.5,98,20.0,857.3,HEAVY_RAIN
W001816,2025-09-29 18:00:00,Sikkim,North Sikkim,27.3806,88.6356,22.0,91.0,118.0,227.9,7.7,86,38.1,768.3,HEAVY_RAIN
W001817,2025-09-29 20:24:00,Sikkim,South Sikkim,27.1481,88.4525,14.6,51.1,64.3,146.6,34.7,95,28.5,880.1,HEAVY_RAIN
W001818,2025-09-29 22:48:00,Nagaland,Kohima,25.6673,94.2421,10.5,17.0,35.9,113.1,30.0,98,15.6,876.5,MODERATE_RAIN
W001819,2025-09-30 01:12:00,Nagaland,Dimapur,25.9348,93.8684,41.8,91.6,143.7,367.9,23.9,98,20.3,992.1,TORRENTIAL_RAIN
W001820,2025-09-30 03:36:00,Nagaland,Mokokchung,26.2106,94.489,47.4,114.8,156.6,367.2,23.6,90,9.9,886.0,CLOUD_BURST
W001821,2025-09-30 06:00:00,Manipur,Imphal West,24.8628,93.8994,6.4,37.3,47.8,144.6,34.7,95,18.1,933.5,MODERATE_RAIN
W001822,2025-09-30 08:24:00,Manipur,Bishnupur,24.5093,93.7536,31.1,99.7,121.0,276.8,25.5,87,26.9,933.4,HEAVY_RAIN
W001823,2025-09-30 10:48:00,Manipur,Senapati,25.306,93.9702,21.7,42.8,78.3,159.4,33.1,93,17.0,895.1,HEAVY_RAIN
W001824,2025-09-30 13:12:00,Mizoram,Aizawl,23.7695,92.8401,15.5,70.5,85.9,202.7,31.1,97,32.2,905.6,HEAVY_RAIN
W001825,2025-09-30 15:36:00,Mizoram,Kolasib,24.2418,92.6121,17.5,50.8,77.8,161.4,27.8,87,11.7,950.0,HEAVY_RAIN
W001826,2025-09-30 18:00:00,Mizoram,Lunglei,22.8452,92.89,23.4,93.2,125.8,363.3,23.9,95,26.0,910.4,HEAVY_RAIN
W001827,2025-09-30 20:24:00,Tripura,West Tripura,23.7113,91.1558,7.3,34.6,47.9,155.8,24.1,93,15.1,1004.3,MODERATE_RAIN
W001828,2025-09-30 22:48:00,Tripura,Sipahijala,23.6066,91.3722,48.4,93.8,146.4,300.6,27.3,96,32.2,1011.0,CLOUD_BURST
W001829,2025-10-01 01:12:00,Tripura,Dhalai,23.9437,91.8466,2.0,5.0,10.7,32.0,27.1,67,11.4,998.9,LIGHT_RAIN
W001830,2025-10-01 03:36:00,Arunachal Pradesh,Tawang,27.6817,91.9049,0.5,1.5,2.3,7.7,17.6,58,39.9,725.5,LIGHT_RAIN
W001831,2025-10-01 06:00:00,Arunachal Pradesh,West Kameng,27.3838,92.3201,3.0,6.6,9.9,27.8,6.9,71,17.9,796.0,LIGHT_RAIN
W001832,2025-10-01 08:24:00,Arunachal Pradesh,Papum Pare,27.0846,93.5609,2.3,4.6,8.9,29.5,28.8,69,12.6,987.2,LIGHT_RAIN
W001833,2025-10-01 10:48:00,Arunachal Pradesh,East Siang,27.9644,95.3447,3.6,7.1,10.9,33.7,24.4,66,18.8,993.3,LIGHT_RAIN
W001834,2025-10-01 13:12:00,Arunachal Pradesh,Lower Subansiri,27.4374,93.7696,1.2,2.0,3.7,10.6,33.4,53,34.8,859.4,LIGHT_RAIN
W001835,2025-10-01 15:36:00,Assam,Kamrup Metropolitan,26.1919,91.6607,2.4,5.4,10.0,25.3,31.7,53,36.0,1011.2,LIGHT_RAIN
W001836,2025-10-01 18:00:00,Assam,Kamrup Rural,26.2698,91.6097,0.6,2.4,4.8,9.1,27.7,52,16.8,1007.9,LIGHT_RAIN
W001837,2025-10-01 20:24:00,Assam,Darrang,26.3959,92.1542,3.3,10.4,12.5,36.8,27.0,74,30.7,1009.6,LIGHT_RAIN
W001838,2025-10-01 22:48:00,Assam,Sonitpur,26.6902,92.8414,1.6,4.2,5.4,12.0,28.5,58,20.1,1010.9,LIGHT_RAIN
W001839,2025-10-02 01:12:00,Assam,Dibrugarh,27.4127,95.0118,1.2,2.1,3.5,6.7,29.4,53,26.9,1006.8,LIGHT_RAIN
W001840,2025-10-02 03:36:00,Assam,Cachar,24.791,92.6674,0.8,2.1,3.1,7.6,28.2,54,15.9,1008.9,LIGHT_RAIN
W001841,2025-10-02 06:00:00,Assam,Nagaon,26.2734,92.7289,2.0,3.4,6.3,21.3,30.0,77,38.2,1010.8,LIGHT_RAIN
W001842,2025-10-02 08:24:00,Meghalaya,East Khasi Hills,25.5051,91.8709,0.5,2.2,3.9,9.4,33.6,71,31.3,864.4,LIGHT_RAIN
W001843,2025-10-02 10:48:00,Meghalaya,West Khasi Hills,25.5489,91.1908,2.1,3.8,6.4,18.3,33.6,48,13.1,885.7,LIGHT_RAIN
W001844,2025-10-02 13:12:00,Meghalaya,Ri-Bhoi,25.8616,91.9272,0.9,5.3,7.6,19.8,24.2,64,29.4,954.9,LIGHT_RAIN
W001845,2025-10-02 15:36:00,Meghalaya,West Jaintia Hills,25.5465,92.1449,0.2,0.9,1.2,3.2,33.0,77,19.8,878.9,LIGHT_RAIN
W001846,2025-10-02 18:00:00,Sikkim,East Sikkim,27.37,88.4798,1.2,2.5,3.4,9.4,15.4,51,15.1,855.9,LIGHT_RAIN
W001847,2025-10-02 20:24:00,Sikkim,North Sikkim,27.472,88.4988,3.5,9.2,11.4,36.9,12.4,61,19.9,777.9,LIGHT_RAIN
W001848,2025-10-02 22:48:00,Sikkim,South Sikkim,27.102,88.4607,1.4,4.5,6.4,14.1,24.6,72,26.7,888.9,LIGHT_RAIN
W001849,2025-10-03 01:12:00,Nagaland,Kohima,25.8189,94.0253,2.3,6.0,7.5,24.2,25.7,50,19.4,876.7,LIGHT_RAIN
W001850,2025-10-03 03:36:00,Nagaland,Dimapur,25.9147,93.8402,0.7,1.3,2.4,8.0,34.1,49,25.5,992.6,LIGHT_RAIN
W001851,2025-10-03 06:00:00,Nagaland,Mokokchung,26.3337,94.5801,1.8,4.5,7.6,22.4,28.3,58,26.4,878.9,LIGHT_RAIN
W001852,2025-10-03 08:24:00,Manipur,Imphal West,24.6967,93.8012,1.6,7.8,13.3,40.3,25.9,49,29.0,938.2,LIGHT_RAIN
W001853,2025-10-03 10:48:00,Manipur,Bishnupur,24.586,93.8369,2.0,7.0,12.7,32.0,25.8,59,23.1,933.8,LIGHT_RAIN
W001854,2025-10-03 13:12:00,Manipur,Senapati,25.3649,94.0031,2.4,3.5,7.0,22.9,25.7,68,9.3,895.0,LIGHT_RAIN
W001855,2025-10-03 15:36:00,Mizoram,Aizawl,23.7911,92.7649,3.7,7.9,11.1,25.6,30.6,75,31.2,906.6,LIGHT_RAIN
W001856,2025-10-03 18:00:00,Mizoram,Kolasib,24.0859,92.7476,3.2,4.9,9.6,25.3,27.0,67,39.6,954.7,LIGHT_RAIN
W001857,2025-10-03 20:24:00,Mizoram,Lunglei,22.9126,92.802,1.4,5.8,8.5,19.8,27.5,74,40.2,916.9,LIGHT_RAIN
W001858,2025-10-03 22:48:00,Tripura,West Tripura,23.8221,91.2228,2.2,5.8,10.5,20.5,29.2,68,30.8,1010.4,LIGHT_RAIN
W001859,2025-10-04 01:12:00,Tripura,Sipahijala,23.7621,91.2306,2.4,7.2,9.7,31.0,31.1,73,20.2,1008.0,LIGHT_RAIN
W001860,2025-10-04 03:36:00,Tripura,Dhalai,23.822,91.7938,0.8,2.1,4.4,13.3,22.7,67,39.9,1004.3,LIGHT_RAIN
W001861,2025-10-04 06:00:00,Arunachal Pradesh,Tawang,27.5081,91.7375,1.0,4.0,6.4,21.3,12.3,66,30.2,727.7,LIGHT_RAIN
W001862,2025-10-04 08:24:00,Arunachal Pradesh,West Kameng,27.2807,92.4138,1.6,3.6,6.3,16.3,7.1,77,17.5,792.6,LIGHT_RAIN
W001863,2025-10-04 10:48:00,Arunachal Pradesh,Papum Pare,27.1535,93.7463,0.9,1.9,3.0,6.9,30.8,65,41.9,986.1,LIGHT_RAIN
W001864,2025-10-04 13:12:00,Arunachal Pradesh,East Siang,28.2154,95.4424,2.3,7.1,13.0,43.0,29.1,56,8.1,995.2,LIGHT_RAIN
W001865,2025-10-04 15:36:00,Arunachal Pradesh,Lower Subansiri,27.4571,93.9294,0.1,0.3,0.5,1.2,32.4,73,20.7,866.2,CLEAR
W001866,2025-10-04 18:00:00,Assam,Kamrup Metropolitan,26.2194,91.6595,1.8,6.9,11.0,32.4,29.7,70,36.3,1004.5,LIGHT_RAIN
