network_id,timestamp,state,district,latitude,longitude,operator,network_type,availability_percent,signal_dbm,download_mbps,upload_mbps,latency_ms,packet_loss_percent,call_drop_percent,status,confidence
N001198,2026-06-20 19:51:00,Nagaland,Kohima,25.5276,93.979,Jio,3G,78,-92,15.3,2.1,126,5.5,3.0,POOR,0.97
N001199,2026-06-20 19:54:00,Nagaland,Dimapur,25.8906,93.6433,Airtel,5G,94,-66,38.4,31.9,45,0.9,0.5,GOOD,0.93
N001200,2026-06-20 19:57:00,Nagaland,Mokokchung,26.3608,94.3871,Jio,2G,72,-79,9.0,3.4,128,2.0,1.1,POOR,0.87
N001201,2026-06-20 20:00:00,Manipur,Imphal West,24.9521,93.9782,BSNL,2G,76,-87,5.2,1.6,95,4.8,2.6,POOR,0.92
N001202,2026-06-20 20:03:00,Manipur,Bishnupur,24.6638,93.7273,Jio,2G,89,-82,9.2,2.5,102,2.3,1.3,POOR,0.88
N001203,2026-06-20 20:06:00,Manipur,Senapati,25.4001,94.1288,BSNL,3G,77,-87,13.1,2.3,96,4.0,2.2,POOR,0.94
N001204,2026-06-20 20:09:00,Mizoram,Aizawl,23.7752,92.5903,Airtel,2G,73,-86,15.9,1.7,117,2.8,1.5,POOR,0.95
N001205,2026-06-20 20:12:00,Mizoram,Kolasib,24.1981,92.801,Airtel,4G,95,-76,39.2,11.1,37,1.4,0.8,GOOD,0.89
N001206,2026-06-20 20:15:00,Mizoram,Lunglei,22.9642,92.6732,Airtel,2G,82,-92,15.1,2.4,100,2.1,1.2,POOR,0.87
N001207,2026-06-20 20:18:00,Tripura,West Tripura,23.6995,91.4235,BSNL,4G,97,-73,54.0,17.3,22,0.6,0.3,GOOD,0.92
N001208,2026-06-20 20:21:00,Tripura,Sipahijala,23.7788,91.2222,Airtel,4G,94,-74,127.4,9.3,27,0.5,0.3,GOOD,0.94
N001209,2026-06-20 20:24:00,Tripura,Dhalai,23.7432,91.9306,Jio,4G,99,-71,79.8,15.2,22,0.9,0.5,GOOD,0.97
N001210,2026-06-20 20:27:00,Arunachal Pradesh,Tawang,27.5686,91.7871,Jio,2G,22,-99,1.36,0.46,383,30.3,16.7,POOR,0.91
N001211,2026-06-20 20:30:00,Arunachal Pradesh,West Kameng,27.1897,92.3997,Airtel,NO_SERVICE,16,-115,1.33,0.33,435,27.2,15.0,NO_NETWORK,0.92
N001212,2026-06-20 20:33:00,Arunachal Pradesh,Papum Pare,26.9507,93.478,Jio,5G,99,-74,42.8,40.4,40,0.2,0.1,GOOD,0.96
N001213,2026-06-20 20:36:00,Arunachal Pradesh,East Siang,28.1874,95.3484,BSNL,4G,96,-52,54.4,10.4,19,0.5,0.3,GOOD,0.94
N001214,2026-06-20 20:39:00,Arunachal Pradesh,Lower Subansiri,27.5434,93.8012,Airtel,2G,86,-96,5.9,1.8,118,3.2,1.8,POOR,0.98
N001215,2026-06-20 20:42:00,Assam,Kamrup Metropolitan,26.1565,91.5872,Airtel,5G,94,-62,58.3,19.2,39,0.9,0.5,GOOD,0.9
N001216,2026-06-20 20:45:00,Assam,Kamrup Rural,26.2052,91.6925,Airtel,5G,95,-60,59.1,23.0,26,1.3,0.7,GOOD,0.93
N001217,2026-06-20 20:48:00,Assam,Darrang,26.3186,92.1801,Airtel,5G,97,-72,48.3,24.6,38,0.5,0.3,GOOD,0.87
N001218,2026-06-20 20:51:00,Assam,Sonitpur,26.7721,92.6667,BSNL,4G,99,-52,34.4,18.5,26,0.4,0.2,GOOD,0.89
N001219,2026-06-20 20:54:00,Assam,Dibrugarh,27.3837,94.9283,Jio,4G,98,-67,41.7,10.3,28,0.4,0.2,GOOD,0.97
N001220,2026-06-20 20:57:00,Assam,Cachar,24.8003,92.6609,Jio,4G,100,-59,62.5,27.9,21,1.1,0.6,GOOD,0.96
N001221,2026-06-20 21:00:00,Assam,Nagaon,26.385,92.7546,BSNL,5G,96,-69,76.1,31.6,26,0.5,0.3,GOOD,0.93
N001222,2026-06-20 21:03:00,Meghalaya,East Khasi Hills,25.7277,91.8148,Jio,2G,71,-88,12.5,4.1,78,2.4,1.3,POOR,0.96
N001223,2026-06-20 21:06:00,Meghalaya,West Khasi Hills,25.4523,91.2702,Airtel,4G,82,-97,13.8,1.8,75,6.0,3.3,OK,0.86
N001224,2026-06-20 21:09:00,Meghalaya,Ri-Bhoi,25.7549,91.8318,Jio,5G,99,-52,70.8,20.8,20,1.1,0.6,GOOD,0.92
N001225,2026-06-20 21:12:00,Meghalaya,West Jaintia Hills,25.3355,92.2921,Airtel,2G,85,-95,4.4,4.2,141,4.2,2.3,POOR,0.96
N001226,2026-06-20 21:15:00,Sikkim,East Sikkim,27.45,88.6175,Airtel,4G,78,-94,7.9,4.3,129,2.2,1.2,OK,0.98
N001227,2026-06-20 21:18:00,Sikkim,North Sikkim,27.3611,88.4425,Jio,NO_SERVICE,49,-96,0.99,0.39,565,15.4,8.5,NO_NETWORK,0.85
N001228,2026-06-20 21:21:00,Sikkim,South Sikkim,27.2055,88.2728,Jio,2G,66,-89,7.3,2.1,136,5.9,3.2,POOR,0.86
N001229,2026-06-20 21:24:00,Nagaland,Kohima,25.5401,94.0508,Jio,3G,75,-85,10.2,3.7,105,5.8,3.2,POOR,0.93
N001230,2026-06-20 21:27:00,Nagaland,Dimapur,26.0074,93.5967,Jio,5G,95,-72,106.6,39.9,24,0.6,0.3,GOOD,0.95
N001231,2026-06-20 21:30:00,Nagaland,Mokokchung,26.4148,94.4362,BSNL,3G,83,-90,12.2,2.8,111,5.1,2.8,POOR,0.97
N001232,2026-06-20 21:33:00,Manipur,Imphal West,24.9178,94.0082,Airtel,5G,96,-65,81.3,26.3,19,0.7,0.4,GOOD,0.88
N001233,2026-06-20 21:36:00,Manipur,Bishnupur,24.6552,93.6557,Jio,3G,67,-79,8.9,3.7,144,5.0,2.8,POOR,0.96
N001234,2026-06-20 21:39:00,Manipur,Senapati,25.1237,93.912,Jio,4G,84,-85,5.5,1.9,81,2.0,1.1,OK,0.93
N001235,2026-06-20 21:42:00,Mizoram,Aizawl,23.7016,92.7765,Jio,3G,79,-94,15.8,4.6,108,5.5,3.0,POOR,0.91
N001236,2026-06-20 21:45:00,Mizoram,Kolasib,24.2446,92.57,Airtel,5G,92,-52,29.3,27.1,19,0.7,0.4,GOOD,0.97
N001237,2026-06-20 21:48:00,Mizoram,Lunglei,22.9633,92.5947,BSNL,2G,69,-93,5.7,1.7,104,4.2,2.3,POOR,0.93
N001238,2026-06-20 21:51:00,Tripura,West Tripura,23.9593,91.3488,Airtel,5G,100,-61,117.5,25.7,34,1.2,0.7,GOOD,0.97
N001239,2026-06-20 21:54:00,Tripura,Sipahijala,23.7272,91.3938,Airtel,4G,97,-75,51.8,22.1,33,1.4,0.8,GOOD,0.9
N001240,2026-06-20 21:57:00,Tripura,Dhalai,23.7813,91.8351,Jio,5G,95,-55,117.2,38.3,44,0.3,0.2,GOOD,0.92
N001241,2026-06-20 22:00:00,Arunachal Pradesh,Tawang,27.4474,91.7634,Jio,NO_SERVICE,50,-111,1.49,0.12,546,29.9,16.4,NO_NETWORK,0.94
N001242,2026-06-20 22:03:00,Arunachal Pradesh,West Kameng,27.3624,92.3563,BSNL,3G,31,-97,1.23,0.44,336,15.6,8.6,POOR,0.88
N001243,2026-06-20 22:06:00,Arunachal Pradesh,Papum Pare,26.9857,93.6257,Jio,4G,94,-60,125.7,15.5,37,0.5,0.3,GOOD,0.97
N001244,2026-06-20 22:09:00,Arunachal Pradesh,East Siang,28.212,95.3283,BSNL,4G,100,-75,50.5,10.6,22,0.6,0.3,GOOD,0.93
N001245,2026-06-20 22:12:00,Arunachal Pradesh,Lower Subansiri,27.4829,93.7381,BSNL,4G,74,-86,7.7,2.2,125,5.5,3.0,OK,0.91
N001246,2026-06-20 22:15:00,Assam,Kamrup Metropolitan,26.2679,91.7355,BSNL,4G,96,-66,40.4,26.7,30,0.8,0.4,GOOD,0.94
N001247,2026-06-20 22:18:00,Assam,Kamrup Rural,26.2285,91.4975,BSNL,5G,95,-58,45.0,23.5,30,0.5,0.3,GOOD,0.94
N001248,2026-06-20 22:21:00,Assam,Darrang,26.569,92.0169,Airtel,4G,97,-65,126.0,35.9,44,1.0,0.6,GOOD,0.93
N001249,2026-06-20 22:24:00,Assam,Sonitpur,26.5366,92.8782,Airtel,5G,97,-52,60.8,39.2,18,1.3,0.7,GOOD,0.95
N001250,2026-06-20 22:27:00,Assam,Dibrugarh,27.3934,94.8954,Airtel,5G,99,-59,122.1,40.9,33,1.2,0.7,GOOD,0.86
N001251,2026-06-20 22:30:00,Assam,Cachar,24.8864,92.7266,Airtel,4G,99,-60,33.7,15.6,45,0.4,0.2,GOOD,0.96
N001252,2026-06-20 22:33:00,Assam,Nagaon,26.2663,92.6578,Airtel,4G,95,-60,92.2,15.9,24,1.0,0.6,GOOD,0.93
N001253,2026-06-20 22:36:00,Meghalaya,East Khasi Hills,25.5701,91.8886,BSNL,3G,88,-82,14.4,3.0,99,2.9,1.6,POOR,0.93
N001254,2026-06-20 22:39:00,Meghalaya,West Khasi Hills,25.5428,91.1634,Airtel,3G,86,-82,11.4,3.2,95,3.6,2.0,POOR,0.95
N001255,2026-06-20 22:42:00,Meghalaya,Ri-Bhoi,25.9396,92.0227,BSNL,5G,97,-62,28.7,39.9,19,1.0,0.6,GOOD,0.89
N001256,2026-06-20 22:45:00,Meghalaya,West Jaintia Hills,25.4706,92.1342,Jio,4G,81,-81,10.2,3.8,114,5.0,2.8,OK,0.93
N001257,2026-06-20 22:48:00,Sikkim,East Sikkim,27.2403,88.5596,Jio,4G,67,-91,11.0,4.6,100,2.6,1.4,OK,0.9
N001258,2026-06-20 22:51:00,Sikkim,North Sikkim,27.5884,88.6858,Airtel,2G,31,-101,0.7,0.48,519,27.3,15.0,POOR,0.92
N001259,2026-06-20 22:54:00,Sikkim,South Sikkim,27.2765,88.2259,Jio,3G,67,-86,4.7,4.9,123,4.4,2.4,POOR,0.95
N001260,2026-06-20 22:57:00,Nagaland,Kohima,25.59,94.1006,Airtel,3G,84,-84,7.1,1.7,119,3.3,1.8,POOR,0.96
N001261,2026-06-20 23:00:00,Nagaland,Dimapur,25.9777,93.6515,BSNL,5G,93,-69,69.8,13.8,19,0.5,0.3,GOOD,0.86
N001262,2026-06-20 23:03:00,Nagaland,Mokokchung,26.4532,94.6539,BSNL,4G,89,-82,13.6,2.8,81,2.9,1.6,OK,0.97
N001263,2026-06-20 23:06:00,Manipur,Imphal West,24.9611,93.7988,BSNL,5G,98,-73,78.9,28.2,19,0.4,0.2,GOOD,0.87
N001264,2026-06-20 23:09:00,Manipur,Bishnupur,24.6101,93.7328,BSNL,3G,80,-78,14.4,4.0,139,4.9,2.7,POOR,0.87
N001265,2026-06-20 23:12:00,Manipur,Senapati,25.2457,93.9322,BSNL,3G,71,-96,4.6,2.3,111,2.5,1.4,POOR,0.93
N001266,2026-06-20 23:15:00,Mizoram,Aizawl,23.6991,92.633,BSNL,4G,76,-92,11.4,1.8,67,6.3,3.5,OK,0.97
N001267,2026-06-20 23:18:00,Mizoram,Kolasib,24.0972,92.6739,BSNL,5G,95,-59,87.3,13.3,39,0.3,0.2,GOOD,0.88
N001268,2026-06-20 23:21:00,Mizoram,Lunglei,22.9011,92.7651,BSNL,4G,66,-92,10.0,4.5,94,4.7,2.6,OK,0.86
N001269,2026-06-20 23:24:00,Tripura,West Tripura,23.8924,91.1923,BSNL,4G,94,-68,102.2,18.1,41,0.6,0.3,GOOD,0.87
N001270,2026-06-20 23:27:00,Tripura,Sipahijala,23.675,91.4201,Jio,4G,100,-57,95.7,13.1,40,0.3,0.2,GOOD,0.87
N001271,2026-06-20 23:30:00,Tripura,Dhalai,23.8593,91.789,Airtel,4G,95,-76,33.3,32.5,37,0.3,0.2,GOOD,0.95
N001272,2026-06-20 23:33:00,Arunachal Pradesh,Tawang,27.5988,91.9477,Jio,NO_SERVICE,20,-108,1.77,0.18,331,29.5,16.2,NO_NETWORK,0.94
N001273,2026-06-20 23:36:00,Arunachal Pradesh,West Kameng,27.2152,92.5456,Jio,2G,47,-114,1.45,0.48,348,16.9,9.3,POOR,0.96
N001274,2026-06-20 23:39:00,Arunachal Pradesh,Papum Pare,27.2168,93.4999,Airtel,4G,100,-61,124.2,14.6,40,1.3,0.7,GOOD,0.93
N001275,2026-06-20 23:42:00,Arunachal Pradesh,East Siang,28.0259,95.3705,Airtel,5G,96,-69,123.6,17.5,39,0.3,0.2,GOOD,0.95
N001276,2026-06-20 23:45:00,Arunachal Pradesh,Lower Subansiri,27.4614,93.9744,BSNL,2G,88,-96,9.7,3.1,79,6.2,3.4,POOR,0.87
N001277,2026-06-20 23:48:00,Assam,Kamrup Metropolitan,26.2157,91.8119,Airtel,4G,99,-71,70.3,30.5,28,0.7,0.4,GOOD,0.85
N001278,2026-06-20 23:51:00,Assam,Kamrup Rural,26.2585,91.4796,Jio,5G,96,-74,118.0,22.5,45,0.5,0.3,GOOD,0.94
N001279,2026-06-20 23:54:00,Assam,Darrang,26.4289,91.8973,Airtel,4G,93,-71,120.5,21.4,21,0.3,0.2,GOOD,0.88
N001280,2026-06-20 23:57:00,Assam,Sonitpur,26.6418,92.6794,Airtel,5G,98,-53,125.7,19.6,48,0.8,0.4,GOOD,0.85
N001281,2026-06-21 00:00:00,Assam,Dibrugarh,27.5926,94.8976,BSNL,4G,93,-52,98.6,35.0,26,0.6,0.3,GOOD,0.9
N001282,2026-06-21 00:03:00,Assam,Cachar,24.9259,92.9112,BSNL,4G,97,-63,53.2,24.3,37,0.3,0.2,GOOD,0.95
N001283,2026-06-21 00:06:00,Assam,Nagaon,26.2214,92.6512,BSNL,4G,100,-57,111.8,35.5,23,0.9,0.5,GOOD,0.87
N001284,2026-06-21 00:09:00,Meghalaya,East Khasi Hills,25.4616,91.8261,BSNL,4G,79,-86,9.3,1.3,135,4.5,2.5,OK,0.9
N001285,2026-06-21 00:12:00,Meghalaya,West Khasi Hills,25.4213,91.3956,Jio,4G,87,-87,13.3,3.1,80,2.7,1.5,OK,0.94
N001286,2026-06-21 00:15:00,Meghalaya,Ri-Bhoi,25.9124,91.7696,BSNL,5G,94,-55,40.3,21.3,42,1.3,0.7,GOOD,0.98
N001287,2026-06-21 00:18:00,Meghalaya,West Jaintia Hills,25.3064,92.1067,Jio,2G,84,-80,7.0,1.2,129,4.0,2.2,POOR,0.88
N001288,2026-06-21 00:21:00,Sikkim,East Sikkim,27.4731,88.6499,Airtel,3G,82,-96,10.3,1.3,73,2.3,1.3,POOR,0.98
N001289,2026-06-21 00:24:00,Sikkim,North Sikkim,27.586,88.5458,Airtel,3G,39,-111,0.22,0.35,677,25.5,14.0,POOR,0.91
N001290,2026-06-21 00:27:00,Sikkim,South Sikkim,27.1536,88.2912,Airtel,4G,88,-94,10.9,4.7,125,3.1,1.7,OK,0.9
N001291,2026-06-21 00:30:00,Nagaland,Kohima,25.7619,94.0266,BSNL,2G,79,-83,10.1,1.9,138,5.5,3.0,POOR,0.86
N001292,2026-06-21 00:33:00,Nagaland,Dimapur,25.771,93.6834,Airtel,5G,96,-54,83.5,21.1,32,0.5,0.3,GOOD,0.85
N001293,2026-06-21 00:36:00,Nagaland,Mokokchung,26.2232,94.5306,Jio,3G,80,-89,5.0,2.9,105,3.4,1.9,POOR,0.89
N001294,2026-06-21 00:39:00,Manipur,Imphal West,24.8749,93.9867,BSNL,4G,95,-68,43.6,32.5,42,0.6,0.3,GOOD,0.9
N001295,2026-06-21 00:42:00,Manipur,Bishnupur,24.7805,93.7869,Airtel,5G,100,-66,88.7,22.9,36,0.9,0.5,GOOD,0.94
N001296,2026-06-21 00:45:00,Manipur,Senapati,25.2787,93.8704,BSNL,2G,77,-93,6.4,1.9,141,2.5,1.4,POOR,0.87
N001297,2026-06-21 00:48:00,Mizoram,Aizawl,23.7116,92.8602,Jio,2G,73,-94,4.2,4.3,109,2.5,1.4,POOR,0.91
N001298,2026-06-21 00:51:00,Mizoram,Kolasib,24.1914,92.6798,Airtel,5G,93,-75,95.2,36.1,32,0.4,0.2,GOOD,0.88
N001299,2026-06-21 00:54:00,Mizoram,Lunglei,22.7768,92.881,BSNL,4G,80,-89,5.2,3.7,108,4.4,2.4,OK,0.97
N001300,2026-06-21 00:57:00,Tripura,West Tripura,23.8931,91.279,BSNL,4G,99,-52,117.7,16.7,19,0.3,0.2,GOOD,0.95
N001301,2026-06-21 01:00:00,Tripura,Sipahijala,23.7832,91.3621,BSNL,4G,94,-52,113.6,12.4,35,1.1,0.6,GOOD,0.92
N001302,2026-06-21 01:03:00,Tripura,Dhalai,23.8326,91.9067,BSNL,4G,99,-75,52.7,37.3,25,0.2,0.1,GOOD,0.85
N001303,2026-06-21 01:06:00,Arunachal Pradesh,Tawang,27.6395,91.7445,BSNL,3G,43,-104,1.26,0.17,636,31.4,17.3,POOR,0.95
N001304,2026-06-21 01:09:00,Arunachal Pradesh,West Kameng,27.2483,92.2936,BSNL,3G,44,-102,0.61,0.33,624,22.5,12.4,POOR,0.86
N001305,2026-06-21 01:12:00,Arunachal Pradesh,Papum Pare,27.1083,93.701,Jio,4G,94,-72,124.4,29.7,19,0.9,0.5,GOOD,0.97
N001306,2026-06-21 01:15:00,Arunachal Pradesh,East Siang,28.0775,95.3096,Jio,4G,99,-61,117.5,35.7,23,0.1,0.1,GOOD,0.96
N001307,2026-06-21 01:18:00,Arunachal Pradesh,Lower Subansiri,27.5183,93.8271,Airtel,2G,87,-88,6.8,4.2,132,5.2,2.9,POOR,0.93
N001308,2026-06-21 01:21:00,Assam,Kamrup Metropolitan,26.267,91.6945,BSNL,4G,95,-68,60.0,32.6,48,0.4,0.2,GOOD,0.92
N001309,2026-06-21 01:24:00,Assam,Kamrup Rural,26.1508,91.4157,Airtel,5G,99,-59,77.9,23.9,20,0.3,0.2,GOOD,0.95
N001310,2026-06-21 01:27:00,Assam,Darrang,26.5643,91.9073,Jio,4G,93,-53,118.9,21.2,38,0.1,0.1,GOOD,0.93
N001311,2026-06-21 01:30:00,Assam,Sonitpur,26.6085,92.7754,Airtel,4G,92,-53,110.1,15.4,30,0.6,0.3,GOOD,0.86
N001312,2026-06-21 01:33:00,Assam,Dibrugarh,27.4499,95.0309,Jio,5G,94,-61,54.4,38.4,32,1.3,0.7,GOOD,0.96
N001313,2026-06-21 01:36:00,Assam,Cachar,24.7264,92.7199,BSNL,4G,96,-61,65.2,24.0,31,0.3,0.2,GOOD,0.93
N001314,2026-06-21 01:39:00,Assam,Nagaon,26.4751,92.7112,Jio,5G,97,-63,96.8,21.0,40,0.9,0.5,GOOD,0.97
N001315,2026-06-21 01:42:00,Meghalaya,East Khasi Hills,25.7031,91.8677,Jio,3G,68,-82,5.3,4.4,65,2.0,1.1,POOR,0.9
N001316,2026-06-21 01:45:00,Meghalaya,West Khasi Hills,25.6345,91.1698,Jio,2G,76,-88,15.2,1.4,97,1.9,1.0,POOR,0.95
N001317,2026-06-21 01:48:00,Meghalaya,Ri-Bhoi,25.7627,91.9779,Jio,5G,95,-56,82.1,14.2,39,0.7,0.4,GOOD,0.85
N001318,2026-06-21 01:51:00,Meghalaya,West Jaintia Hills,25.522,92.1174,BSNL,3G,87,-79,6.6,2.5,87,3.1,1.7,POOR,0.88
N001319,2026-06-21 01:54:00,Sikkim,East Sikkim,27.4757,88.7068,Jio,3G,69,-81,7.0,1.8,140,1.9,1.0,POOR,0.95
N001320,2026-06-21 01:57:00,Sikkim,North Sikkim,27.4363,88.4538,Airtel,2G,27,-103,0.88,0.56,672,28.5,15.7,POOR,0.87
N001321,2026-06-21 02:00:00,Sikkim,South Sikkim,27.0558,88.2832,Jio,2G,72,-80,10.5,3.4,108,5.4,3.0,POOR,0.87
N001322,2026-06-21 02:03:00,Nagaland,Kohima,25.6692,94.0894,BSNL,3G,87,-83,12.3,1.7,136,3.1,1.7,POOR,0.96
N001323,2026-06-21 02:06:00,Nagaland,Dimapur,25.9651,93.6134,BSNL,4G,92,-52,116.6,27.2,34,0.7,0.4,GOOD,0.85
N001324,2026-06-21 02:09:00,Nagaland,Mokokchung,26.2529,94.5445,BSNL,2G,83,-96,6.4,1.6,124,2.8,1.5,POOR,0.88
N001325,2026-06-21 02:12:00,Manipur,Imphal West,24.7076,93.8358,Airtel,4G,97,-73,33.3,22.7,22,0.3,0.2,GOOD,0.88
N001326,2026-06-21 02:15:00,Manipur,Bishnupur,24.7689,93.6291,Jio,5G,97,-55,126.7,33.7,36,1.1,0.6,GOOD,0.95
N001327,2026-06-21 02:18:00,Manipur,Senapati,25.2642,94.0899,BSNL,4G,88,-81,11.4,2.1,90,2.8,1.5,OK,0.94
N001328,2026-06-21 02:21:00,Mizoram,Aizawl,23.6272,92.6644,Jio,4G,75,-91,12.9,1.4,135,2.6,1.4,OK,0.93
N001329,2026-06-21 02:24:00,Mizoram,Kolasib,24.1603,92.7356,BSNL,4G,100,-58,34.9,40.5,35,0.1,0.1,GOOD,0.97
N001330,2026-06-21 02:27:00,Mizoram,Lunglei,22.8355,92.6331,Jio,4G,75,-87,8.9,2.2,103,2.4,1.3,OK,0.98
N001331,2026-06-21 02:30:00,Tripura,West Tripura,23.827,91.2389,Airtel,4G,92,-70,31.8,16.9,27,0.7,0.4,GOOD,0.89
N001332,2026-06-21 02:33:00,Tripura,Sipahijala,23.636,91.4115,BSNL,4G,96,-75,113.1,26.5,38,0.2,0.1,GOOD,0.89
N001333,2026-06-21 02:36:00,Tripura,Dhalai,23.9494,91.8577,BSNL,5G,94,-57,91.3,38.8,26,0.7,0.4,GOOD,0.88
N001334,2026-06-21 02:39:00,Arunachal Pradesh,Tawang,27.6769,91.8346,BSNL,3G,46,-101,1.39,0.34,442,23.2,12.8,POOR,0.97
N001335,2026-06-21 02:42:00,Arunachal Pradesh,West Kameng,27.3915,92.4098,Jio,2G,30,-112,1.51,0.12,552,21.7,11.9,POOR,0.85
N001336,2026-06-21 02:45:00,Arunachal Pradesh,Papum Pare,27.083,93.7629,Jio,5G,93,-58,103.2,28.6,32,0.1,0.1,GOOD,0.89
N001337,2026-06-21 02:48:00,Arunachal Pradesh,East Siang,28.129,95.1846,BSNL,4G,93,-70,30.1,10.7,23,0.7,0.4,GOOD,0.86
N001338,2026-06-21 02:51:00,Arunachal Pradesh,Lower Subansiri,27.6083,93.8864,Airtel,3G,70,-93,14.9,2.6,131,3.1,1.7,POOR,0.98
N001339,2026-06-21 02:54:00,Assam,Kamrup Metropolitan,26.0181,91.7934,Airtel,5G,94,-72,41.7,12.9,44,1.0,0.6,GOOD,0.92
N001340,2026-06-21 02:57:00,Assam,Kamrup Rural,26.1803,91.5414,BSNL,5G,98,-59,72.2,10.0,33,0.1,0.1,GOOD,0.95
N001341,2026-06-21 03:00:00,Assam,Darrang,26.456,91.8988,Airtel,4G,94,-61,106.4,11.9,31,0.8,0.4,GOOD,0.95
N001342,2026-06-21 03:03:00,Assam,Sonitpur,26.5743,92.6457,BSNL,4G,95,-65,102.1,27.7,34,1.4,0.8,GOOD,0.86
N001343,2026-06-21 03:06:00,Assam,Dibrugarh,27.3844,95.0324,Airtel,4G,96,-70,29.0,16.3,33,1.2,0.7,GOOD,0.92
N001344,2026-06-21 03:09:00,Assam,Cachar,24.727,92.8528,BSNL,5G,100,-75,34.7,10.7,41,0.9,0.5,GOOD,0.97
N001345,2026-06-21 03:12:00,Assam,Nagaon,26.2434,92.6842,Airtel,4G,98,-65,64.5,37.7,36,1.0,0.6,GOOD,0.96
N001346,2026-06-21 03:15:00,Meghalaya,East Khasi Hills,25.4493,91.9892,BSNL,4G,79,-86,14.0,4.4,106,5.8,3.2,OK,0.95
N001347,2026-06-21 03:18:00,Meghalaya,West Khasi Hills,25.4175,91.1946,BSNL,3G,75,-94,12.7,3.5,75,3.9,2.1,POOR,0.92
N001348,2026-06-21 03:21:00,Meghalaya,Ri-Bhoi,25.9676,92.0073,Airtel,5G,93,-61,60.4,37.8,32,0.4,0.2,GOOD,0.96
N001349,2026-06-21 03:24:00,Meghalaya,West Jaintia Hills,25.4099,92.2268,BSNL,4G,78,-94,6.4,4.1,132,6.3,3.5,OK,0.86
N001350,2026-06-21 03:27:00,Sikkim,East Sikkim,27.4393,88.7509,Jio,4G,82,-86,4.8,4.1,135,5.7,3.1,OK,0.89
N001351,2026-06-21 03:30:00,Sikkim,North Sikkim,27.3839,88.6954,Airtel,NO_SERVICE,21,-99,0.05,0.22,472,25.6,14.1,NO_NETWORK,0.89
N001352,2026-06-21 03:33:00,Sikkim,South Sikkim,27.1687,88.3084,Airtel,3G,85,-84,10.4,2.6,87,2.1,1.2,POOR,0.87
N001353,2026-06-21 03:36:00,Nagaland,Kohima,25.6235,93.9933,BSNL,4G,89,-78,11.6,3.0,115,2.2,1.2,OK,0.98
N001354,2026-06-21 03:39:00,Nagaland,Dimapur,25.9629,93.8298,Jio,5G,97,-75,74.7,27.8,37,0.8,0.4,GOOD,0.88
N001355,2026-06-21 03:42:00,Nagaland,Mokokchung,26.4316,94.4266,Jio,4G,80,-93,12.5,3.6,79,1.9,1.0,OK,0.91
N001356,2026-06-21 03:45:00,Manipur,Imphal West,24.9487,93.897,Jio,4G,92,-66,69.4,34.2,25,0.1,0.1,GOOD,0.94
N001357,2026-06-21 03:48:00,Manipur,Bishnupur,24.514,93.7459,Airtel,5G,100,-63,104.4,35.1,38,0.3,0.2,GOOD,0.87
N001358,2026-06-21 03:51:00,Manipur,Senapati,25.2284,94.0685,Jio,4G,85,-98,7.5,1.8,100,4.0,2.2,OK,0.96
N001359,2026-06-21 03:54:00,Mizoram,Aizawl,23.6277,92.6767,Jio,4G,74,-82,10.0,2.4,74,2.7,1.5,OK,0.91
N001360,2026-06-21 03:57:00,Mizoram,Kolasib,24.3672,92.5668,Jio,4G,100,-76,90.8,13.6,19,1.2,0.7,GOOD,0.92
N001361,2026-06-21 04:00:00,Mizoram,Lunglei,22.9594,92.8198,BSNL,2G,86,-81,13.9,2.9,83,2.1,1.2,POOR,0.92
N001362,2026-06-21 04:03:00,Tripura,West Tripura,23.8746,91.2569,Airtel,4G,96,-57,56.2,21.4,25,0.2,0.1,GOOD,0.87
N001363,2026-06-21 04:06:00,Tripura,Sipahijala,23.7813,91.3154,Airtel,5G,99,-76,72.4,20.3,34,0.4,0.2,GOOD,0.9
N001364,2026-06-21 04:09:00,Tripura,Dhalai,23.7752,91.8492,Airtel,4G,98,-60,41.9,26.2,37,0.3,0.2,GOOD,0.93
N001365,2026-06-21 04:12:00,Arunachal Pradesh,Tawang,27.6574,91.9585,Jio,3G,31,-109,1.0,0.1,449,23.4,12.9,POOR,0.91
N001366,2026-06-21 04:15:00,Arunachal Pradesh,West Kameng,27.2293,92.4697,Airtel,NO_SERVICE,15,-99,0.21,0.21,368,22.4,12.3,NO_NETWORK,0.9
N001367,2026-06-21 04:18:00,Arunachal Pradesh,Papum Pare,27.1785,93.6649,Jio,4G,95,-75,93.8,41.9,46,0.9,0.5,GOOD,0.94
N001368,2026-06-21 04:21:00,Arunachal Pradesh,East Siang,27.9766,95.3746,BSNL,5G,99,-65,47.5,23.1,41,0.1,0.1,GOOD,0.98
N001369,2026-06-21 04:24:00,Arunachal Pradesh,Lower Subansiri,27.6428,93.8422,BSNL,3G,65,-81,5.4,1.3,91,4.5,2.5,POOR,0.98
N001370,2026-06-21 04:27:00,Assam,Kamrup Metropolitan,26.1236,91.8607,BSNL,5G,99,-54,102.4,31.1,32,0.6,0.3,GOOD,0.98
N001371,2026-06-21 04:30:00,Assam,Kamrup Rural,26.1678,91.4228,Jio,4G,92,-67,85.0,27.4,28,1.2,0.7,GOOD,0.88
