road_id,road_name,state,district,start_lat,start_lon,end_lat,end_lon,length_km,road_type,surface_type,one_way,bridge,tunnel,elevation_m,slope_percent,river_crossing,road_condition,current_system_score
NH-06,Guwahati-Shillong Expressway Sec-9,Meghalaya,Ri-Bhoi,25.9727,92.0265,25.9932,92.0649,15.6,NH,Asphalt,0,0,0,586,15.0,0,FAIR,0.324
NH-06,Jowai Bypass Sec-10,Meghalaya,West Jaintia Hills,25.5864,92.1818,25.6102,92.201,17.6,NH,Asphalt,0,0,0,1348,25.9,0,POOR,0.498
NH-10,Sevoke-Gangtok Hwy Sec-11,Sikkim,East Sikkim,27.3262,88.5305,27.3533,88.5623,17.2,NH,Asphalt,0,1,0,1641,43.4,1,CRITICAL,0.871
NH-310,Mangan-Chungthang Road Sec-12,Sikkim,North Sikkim,27.5973,88.6161,27.6245,88.6521,17.9,NH,Asphalt,0,1,1,2440,49.1,0,CRITICAL,0.795
NH-510,Namchi-Jorethang Rd Sec-13,Sikkim,South Sikkim,27.1981,88.3576,27.2273,88.3845,6.1,NH,Asphalt,0,1,0,1352,37.2,1,POOR,0.494
NH-29,Dimapur-Kohima Corridor Sec-14,Nagaland,Kohima,25.5579,94.0957,25.5958,94.1399,4.9,NH,Asphalt,0,0,0,1492,33.5,0,POOR,0.658
NH-29,Dimapur Gateway Sec-15,Nagaland,Dimapur,25.9124,93.6962,25.9407,93.7337,8.7,NH,Asphalt,0,0,0,229,1.5,0,GOOD,0.09
NH-02,Mokokchung-Amguri Rd Sec-16,Nagaland,Mokokchung,26.4045,94.6588,26.4478,94.6955,11.5,NH,Asphalt,0,0,0,1284,30.0,0,POOR,0.456
NH-02,Imphal Ring Road Sec-17,Manipur,Imphal West,24.7584,94.0351,24.78,94.0702,12.6,NH,Asphalt,0,1,0,784,0.5,0,GOOD,0.054
NH-02,Imphal-Churachandpur Hwy Sec-18,Manipur,Bishnupur,24.7581,93.8215,24.784,93.8438,17.3,NH,Asphalt,0,1,0,825,1.7,0,GOOD,0.174
NH-02,Mao-Maram Highway Sec-19,Manipur,Senapati,25.2455,94.0768,25.2647,94.1187,14.7,NH,Asphalt,0,0,0,1204,27.9,0,POOR,0.602
NH-54,Silchar-Aizawl Hwy Sec-20,Mizoram,Aizawl,23.8454,92.7315,23.8855,92.7759,15.7,NH,Asphalt,0,0,0,1120,32.6,0,POOR,0.522
NH-54,Vairengte-Kolasib Corridor Sec-1,Mizoram,Kolasib,24.1237,92.7071,24.1656,92.7509,16.5,NH,Asphalt,0,0,0,641,26.5,0,POOR,0.524
NH-54,Aizawl-Lunglei Road Sec-2,Mizoram,Lunglei,22.7571,92.6872,22.7756,92.7065,13.9,NH,Asphalt,0,0,0,1043,33.5,0,POOR,0.528
NH-08,Assam-Agartala National Hwy Sec-3,Tripura,West Tripura,23.897,91.1739,23.9303,91.1991,11.9,NH,Asphalt,0,0,0,20,3.1,0,GOOD,0.186
NH-08,Agartala-Udaipur Hwy Sec-4,Tripura,Sipahijala,23.5106,91.3742,23.53,91.4069,9.3,NH,Asphalt,0,0,0,65,4.5,0,GOOD,0.062
NH-08,Ambassa Corridor Sec-5,Tripura,Dhalai,23.9849,91.8136,24.0129,91.8366,15.1,NH,Asphalt,0,0,0,128,9.7,0,GOOD,0.236
NH-13,Bhalukpong-Tawang Hwy Sec-6,Arunachal Pradesh,Tawang,27.5367,91.9708,27.563,91.998,5.5,NH,Asphalt,0,0,1,2950,42.8,0,CRITICAL,0.749
NH-13,Trans-Arunachal Hwy Sec-7,Arunachal Pradesh,West Kameng,27.1682,92.4795,27.2081,92.4949,11.0,NH,Asphalt,0,0,0,2193,37.0,0,POOR,0.68
NH-415,Itanagar-Naharlagun Corridor Sec-8,Arunachal Pradesh,Papum Pare,27.2387,93.5532,27.2665,93.5884,13.8,NH,Asphalt,0,0,0,283,16.6,0,FAIR,0.284
NH-515,Pasighat Corridor Sec-9,Arunachal Pradesh,East Siang,27.9769,95.3628,27.9963,95.3835,11.6,NH,Asphalt,0,1,0,127,6.8,0,GOOD,0.204
NH-13,Ziro-Yachuli Road Sec-10,Arunachal Pradesh,Lower Subansiri,27.5496,93.9222,27.594,93.9597,7.9,NH,Asphalt,0,0,0,1577,34.3,0,POOR,0.501
NH-27,East-West Corridor Sec-11,Assam,Kamrup Metropolitan,26.1712,91.7289,26.192,91.7519,11.8,NH,Concrete,0,0,0,47,0.9,0,GOOD,0.066
NH-27,Amingaon-Rangia Hwy Sec-12,Assam,Kamrup Rural,26.037,91.6767,26.0613,91.707,13.0,NH,Concrete,1,1,0,33,1.5,0,GOOD,0.225
NH-15,North Bank Hwy Sec-13,Assam,Darrang,26.5496,91.8957,26.5934,91.9251,7.5,NH,Concrete,0,1,0,20,0.4,1,GOOD,0.222
NH-15,Tezpur-Biswanath Hwy Sec-14,Assam,Sonitpur,26.5274,92.6523,26.568,92.6803,9.8,NH,Asphalt,0,1,0,91,3.8,0,GOOD,0.131
NH-37,Upper Assam Hwy Sec-15,Assam,Dibrugarh,27.5989,94.7767,27.6158,94.7934,15.8,NH,Asphalt,0,1,0,101,3.3,1,GOOD,0.19
NH-37,Silchar-Badarpur Corridor Sec-16,Assam,Cachar,24.7686,92.8272,24.7987,92.8445,13.5,NH,Asphalt,0,1,0,54,2.3,0,GOOD,0.161
NH-27,Kaziranga Bypass Sec-17,Assam,Nagaon,26.2484,92.6706,26.2734,92.7147,16.0,NH,Concrete,1,1,0,78,0.4,0,GOOD,0.221
NH-206,Shillong-Dawki Hwy Sec-18,Meghalaya,East Khasi Hills,25.6594,91.8401,25.6902,91.8735,8.3,NH,Asphalt,0,0,0,1544,29.9,0,POOR,0.522
NH-127B,Nongstoin Road Sec-19,Meghalaya,West Khasi Hills,25.4882,91.2751,25.512,91.3083,16.1,NH,Asphalt,0,0,0,1257,27.9,0,POOR,0.57
NH-06,Guwahati-Shillong Expressway Sec-20,Meghalaya,Ri-Bhoi,26.0078,91.8288,26.0324,91.8574,14.9,NH,Asphalt,0,0,0,542,16.6,0,FAIR,0.347
NH-06,Jowai Bypass Sec-1,Meghalaya,West Jaintia Hills,25.4836,92.0828,25.5245,92.1135,16.3,NH,Asphalt,0,0,0,1363,28.4,0,POOR,0.531
NH-10,Sevoke-Gangtok Hwy Sec-2,Sikkim,East Sikkim,27.2152,88.6737,27.2587,88.708,13.0,NH,Asphalt,0,1,0,1667,44.2,0,CRITICAL,0.896
NH-310,Mangan-Chungthang Road Sec-3,Sikkim,North Sikkim,27.4362,88.5827,27.4527,88.6088,13.1,NH,Asphalt,0,1,1,2430,47.3,0,CRITICAL,0.736
NH-510,Namchi-Jorethang Rd Sec-4,Sikkim,South Sikkim,27.207,88.4781,27.2301,88.52,10.4,NH,Asphalt,0,1,0,1318,36.5,0,POOR,0.484
NH-29,Dimapur-Kohima Corridor Sec-5,Nagaland,Kohima,25.7147,94.1064,25.7477,94.1331,5.3,NH,Asphalt,0,0,0,1403,37.7,0,POOR,0.583
NH-29,Dimapur Gateway Sec-6,Nagaland,Dimapur,25.8439,93.6356,25.8872,93.6772,14.3,NH,Asphalt,0,0,0,150,1.4,0,GOOD,0.181
NH-02,Mokokchung-Amguri Rd Sec-7,Nagaland,Mokokchung,26.2104,94.6244,26.2483,94.6517,6.3,NH,Asphalt,0,0,0,1362,31.6,0,POOR,0.495
NH-02,Imphal Ring Road Sec-8,Manipur,Imphal West,24.6806,93.8917,24.6997,93.9073,15.3,NH,Asphalt,0,1,0,828,2.9,1,GOOD,0.128
NH-02,Imphal-Churachandpur Hwy Sec-9,Manipur,Bishnupur,24.5428,93.699,24.5802,93.7288,12.9,NH,Asphalt,0,1,0,811,1.3,1,GOOD,0.239
NH-02,Mao-Maram Highway Sec-10,Manipur,Senapati,25.275,94.0901,25.3042,94.1166,5.1,NH,Asphalt,0,0,0,1204,30.4,0,POOR,0.507
NH-54,Silchar-Aizawl Hwy Sec-11,Mizoram,Aizawl,23.7944,92.7524,23.8142,92.7884,12.6,NH,Asphalt,0,0,0,1073,34.7,0,POOR,0.604
NH-54,Vairengte-Kolasib Corridor Sec-12,Mizoram,Kolasib,24.3201,92.8067,24.3582,92.8296,9.9,NH,Asphalt,0,0,0,611,26.6,0,POOR,0.62
NH-54,Aizawl-Lunglei Road Sec-13,Mizoram,Lunglei,22.9237,92.7344,22.9544,92.7654,5.4,NH,Asphalt,0,0,0,1040,31.3,0,POOR,0.553
NH-08,Assam-Agartala National Hwy Sec-14,Tripura,West Tripura,23.9503,91.2755,23.9712,91.2966,7.6,NH,Asphalt,0,0,0,79,1.7,0,GOOD,0.238
NH-08,Agartala-Udaipur Hwy Sec-15,Tripura,Sipahijala,23.7355,91.2518,23.7791,91.2762,14.2,NH,Concrete,0,0,0,64,3.9,0,GOOD,0.197
NH-08,Ambassa Corridor Sec-16,Tripura,Dhalai,23.7056,91.8732,23.7309,91.917,6.0,NH,Asphalt,0,0,0,122,13.5,0,FAIR,0.342
NH-13,Bhalukpong-Tawang Hwy Sec-17,Arunachal Pradesh,Tawang,27.5422,92.0003,27.5596,92.0156,16.0,NH,Asphalt,0,0,1,2875,46.2,0,CRITICAL,0.825
NH-13,Trans-Arunachal Hwy Sec-18,Arunachal Pradesh,West Kameng,27.2271,92.4262,27.2691,92.4461,5.9,NH,Asphalt,0,0,0,2161,38.4,0,CRITICAL,0.852
NH-415,Itanagar-Naharlagun Corridor Sec-19,Arunachal Pradesh,Papum Pare,27.129,93.726,27.1621,93.741,6.0,NH,Asphalt,0,0,0,356,17.5,0,FAIR,0.368
NH-515,Pasighat Corridor Sec-20,Arunachal Pradesh,East Siang,28.129,95.2574,28.1665,95.2795,11.4,NH,Asphalt,0,1,0,106,9.2,1,GOOD,0.226
NH-13,Ziro-Yachuli Road Sec-1,Arunachal Pradesh,Lower Subansiri,27.5356,93.9652,27.5546,93.9951,12.2,NH,Asphalt,0,0,0,1527,32.5,0,POOR,0.532
NH-27,East-West Corridor Sec-2,Assam,Kamrup Metropolitan,26.1068,91.5974,26.1321,91.616,7.4,NH,Concrete,0,0,0,20,3.3,0,GOOD,0.11
NH-27,Amingaon-Rangia Hwy Sec-3,Assam,Kamrup Rural,26.0425,91.5568,26.0664,91.5797,5.2,NH,Asphalt,0,1,0,62,0.4,0,GOOD,0.093
NH-15,North Bank Hwy Sec-4,Assam,Darrang,26.447,92.1432,26.4717,92.1624,9.8,NH,Asphalt,0,1,0,31,2.5,1,POOR,0.459
NH-15,Tezpur-Biswanath Hwy Sec-5,Assam,Sonitpur,26.7453,92.8892,26.7895,92.907,8.2,NH,Asphalt,0,0,0,138,2.2,0,GOOD,0.059
NH-37,Upper Assam Hwy Sec-6,Assam,Dibrugarh,27.3844,94.773,27.4065,94.7941,7.9,NH,Concrete,0,1,0,97,1.9,0,GOOD,0.224
NH-37,Silchar-Badarpur Corridor Sec-7,Assam,Cachar,24.6845,92.9086,24.7136,92.9268,6.4,NH,Asphalt,0,1,0,52,3.5,0,GOOD,0.186
NH-27,Kaziranga Bypass Sec-8,Assam,Nagaon,26.2952,92.8008,26.3339,92.8358,6.8,NH,Concrete,1,0,0,20,1.1,0,GOOD,0.182
NH-206,Shillong-Dawki Hwy Sec-9,Meghalaya,East Khasi Hills,25.5225,91.9166,25.5423,91.9344,11.1,NH,Asphalt,0,0,0,1469,31.2,0,POOR,0.591
NH-127B,Nongstoin Road Sec-10,Meghalaya,West Khasi Hills,25.4202,91.196,25.4598,91.2271,7.0,NH,Asphalt,0,0,0,1288,27.1,0,POOR,0.645
NH-06,Guwahati-Shillong Expressway Sec-11,Meghalaya,Ri-Bhoi,25.7853,91.7748,25.8191,91.7976,17.1,NH,Asphalt,0,0,0,525,14.6,0,FAIR,0.346
NH-06,Jowai Bypass Sec-12,Meghalaya,West Jaintia Hills,25.4679,92.0807,25.4955,92.1129,9.1,NH,Asphalt,0,0,0,1339,25.3,0,POOR,0.65
NH-10,Sevoke-Gangtok Hwy Sec-13,Sikkim,East Sikkim,27.2314,88.6678,27.2713,88.7063,13.8,NH,Asphalt,0,1,0,1626,42.4,1,CRITICAL,0.779
NH-310,Mangan-Chungthang Road Sec-14,Sikkim,North Sikkim,27.4434,88.6677,27.4715,88.7054,16.2,NH,Asphalt,0,1,1,2459,48.2,1,CRITICAL,0.904
NH-510,Namchi-Jorethang Rd Sec-15,Sikkim,South Sikkim,27.1612,88.4026,27.1831,88.4423,7.8,NH,Asphalt,0,1,0,1253,35.6,1,POOR,0.611
NH-29,Dimapur-Kohima Corridor Sec-16,Nagaland,Kohima,25.6427,94.17,25.6611,94.2005,11.8,NH,Asphalt,0,0,0,1494,36.3,0,POOR,0.509
NH-29,Dimapur Gateway Sec-17,Nagaland,Dimapur,25.9666,93.7624,26.0115,93.7897,9.1,NH,Asphalt,0,1,0,174,3.0,0,GOOD,0.163
NH-02,Mokokchung-Amguri Rd Sec-18,Nagaland,Mokokchung,26.4025,94.6128,26.4347,94.6413,14.5,NH,Asphalt,0,0,0,1270,33.4,0,POOR,0.573
NH-02,Imphal Ring Road Sec-19,Manipur,Imphal West,24.8067,93.8263,24.8365,93.8624,11.9,NH,Asphalt,0,1,0,829,3.7,0,GOOD,0.078
NH-02,Imphal-Churachandpur Hwy Sec-20,Manipur,Bishnupur,24.5116,93.7076,24.5457,93.7347,17.0,NH,Asphalt,0,1,0,792,4.6,0,GOOD,0.168
NH-02,Mao-Maram Highway Sec-1,Manipur,Senapati,25.1795,93.9271,25.1981,93.9564,5.3,NH,Asphalt,0,0,0,1300,31.5,0,POOR,0.522
NH-54,Silchar-Aizawl Hwy Sec-2,Mizoram,Aizawl,23.6861,92.6226,23.7269,92.6525,16.7,NH,Asphalt,0,0,0,1187,33.8,0,POOR,0.462
NH-54,Vairengte-Kolasib Corridor Sec-3,Mizoram,Kolasib,24.3347,92.666,24.3652,92.7052,16.1,NH,Asphalt,0,0,0,553,22.3,0,FAIR,0.44
NH-54,Aizawl-Lunglei Road Sec-4,Mizoram,Lunglei,22.8736,92.8437,22.8891,92.8816,9.6,NH,Asphalt,0,0,0,996,32.8,0,POOR,0.598
NH-08,Assam-Agartala National Hwy Sec-5,Tripura,West Tripura,23.7197,91.1677,23.739,91.2025,6.8,NH,Concrete,0,0,0,79,3.2,0,GOOD,0.225
NH-08,Agartala-Udaipur Hwy Sec-6,Tripura,Sipahijala,23.6518,91.1833,23.6773,91.2185,5.7,NH,Asphalt,0,0,0,20,3.2,0,GOOD,0.185
NH-08,Ambassa Corridor Sec-7,Tripura,Dhalai,23.824,91.8863,23.8652,91.9123,15.0,NH,Asphalt,0,0,0,150,10.3,0,FAIR,0.321
NH-13,Bhalukpong-Tawang Hwy Sec-8,Arunachal Pradesh,Tawang,27.4559,91.7719,27.4871,91.8003,5.9,NH,Asphalt,0,0,1,2928,45.0,0,CRITICAL,0.813
NH-13,Trans-Arunachal Hwy Sec-9,Arunachal Pradesh,West Kameng,27.2451,92.5021,27.268,92.5342,14.4,NH,Asphalt,0,0,1,2209,39.0,0,CRITICAL,0.849
NH-415,Itanagar-Naharlagun Corridor Sec-10,Arunachal Pradesh,Papum Pare,27.1513,93.6884,27.182,93.7265,6.9,NH,Asphalt,0,0,0,351,18.9,0,FAIR,0.442
NH-515,Pasighat Corridor Sec-11,Arunachal Pradesh,East Siang,28.0936,95.3149,28.1381,95.3341,12.2,NH,Asphalt,0,1,0,166,7.2,0,GOOD,0.101
NH-13,Ziro-Yachuli Road Sec-12,Arunachal Pradesh,Lower Subansiri,27.4924,93.8017,27.5365,93.8393,17.4,NH,Asphalt,0,0,0,1576,30.4,0,POOR,0.651
NH-27,East-West Corridor Sec-13,Assam,Kamrup Metropolitan,26.2259,91.6999,26.2576,91.7309,13.7,NH,Concrete,0,1,0,58,1.9,0,GOOD,0.235
NH-27,Amingaon-Rangia Hwy Sec-14,Assam,Kamrup Rural,26.1003,91.4537,26.1316,91.4922,16.2,NH,Asphalt,1,1,0,72,2.9,0,GOOD,0.184
NH-15,North Bank Hwy Sec-15,Assam,Darrang,26.3021,91.925,26.3447,91.9655,15.3,NH,Asphalt,0,1,0,20,0.9,1,POOR,0.664
NH-15,Tezpur-Biswanath Hwy Sec-16,Assam,Sonitpur,26.6685,92.7767,26.7043,92.7986,15.9,NH,Asphalt,0,1,0,44,3.0,0,GOOD,0.13
NH-37,Upper Assam Hwy Sec-17,Assam,Dibrugarh,27.4939,95.036,27.5305,95.0725,7.9,NH,Asphalt,0,1,0,86,2.9,0,GOOD,0.241
NH-37,Silchar-Badarpur Corridor Sec-18,Assam,Cachar,24.8986,92.9034,24.9331,92.9273,12.7,NH,Asphalt,0,1,0,20,2.2,0,GOOD,0.191
NH-27,Kaziranga Bypass Sec-19,Assam,Nagaon,26.3483,92.7883,26.3816,92.8199,5.4,NH,Concrete,1,1,0,113,0.4,0,GOOD,0.058
NH-206,Shillong-Dawki Hwy Sec-20,Meghalaya,East Khasi Hills,25.5935,91.7592,25.6273,91.7894,17.5,NH,Asphalt,0,0,0,1520,30.8,0,POOR,0.659
NH-127B,Nongstoin Road Sec-1,Meghalaya,West Khasi Hills,25.3929,91.1947,25.4304,91.2108,13.3,NH,Asphalt,0,0,0,1223,26.7,0,POOR,0.561
NH-06,Guwahati-Shillong Expressway Sec-2,Meghalaya,Ri-Bhoi,25.8683,91.8254,25.886,91.8681,7.7,NH,Asphalt,0,0,0,538,16.0,0,FAIR,0.342
NH-06,Jowai Bypass Sec-3,Meghalaya,West Jaintia Hills,25.3634,92.102,25.3947,92.1304,10.9,NH,Asphalt,0,0,0,1287,24.4,0,POOR,0.58
NH-10,Sevoke-Gangtok Hwy Sec-4,Sikkim,East Sikkim,27.4662,88.7085,27.4974,88.7527,7.0,NH,Asphalt,0,1,0,1609,40.9,0,CRITICAL,0.733
NH-310,Mangan-Chungthang Road Sec-5,Sikkim,North Sikkim,27.3877,88.4035,27.4307,88.4321,9.6,NH,Asphalt,0,1,1,2472,46.1,0,CRITICAL,0.803
NH-510,Namchi-Jorethang Rd Sec-6,Sikkim,South Sikkim,27.166,88.331,27.1833,88.3644,14.2,NH,Asphalt,0,1,0,1257,34.1,0,POOR,0.641
NH-29,Dimapur-Kohima Corridor Sec-7,Nagaland,Kohima,25.6499,94.0954,25.6848,94.1242,12.7,NH,Asphalt,0,0,0,1480,36.8,0,POOR,0.454
NH-29,Dimapur Gateway Sec-8,Nagaland,Dimapur,25.9438,93.7138,25.9736,93.7451,16.1,NH,Asphalt,0,0,0,189,4.1,0,GOOD,0.105
NH-02,Mokokchung-Amguri Rd Sec-9,Nagaland,Mokokchung,26.2816,94.4257,26.3138,94.4538,11.2,NH,Asphalt,0,0,0,1337,28.5,0,POOR,0.451
NH-02,Imphal Ring Road Sec-10,Manipur,Imphal West,24.8863,94.0004,24.9267,94.0405,6.2,NH,Asphalt,0,1,0,759,1.8,0,GOOD,0.133
NH-02,Imphal-Churachandpur Hwy Sec-11,Manipur,Bishnupur,24.5925,93.908,24.623,93.9289,17.9,NH,Asphalt,0,1,0,782,3.4,1,GOOD,0.196
NH-02,Mao-Maram Highway Sec-12,Manipur,Senapati,25.2841,94.1485,25.3002,94.1828,8.8,NH,Asphalt,0,0,0,1200,27.7,0,POOR,0.634
NH-54,Silchar-Aizawl Hwy Sec-13,Mizoram,Aizawl,23.8722,92.8627,23.9029,92.8897,7.0,NH,Asphalt,0,0,0,1169,31.9,0,POOR,0.667
NH-54,Vairengte-Kolasib Corridor Sec-14,Mizoram,Kolasib,24.227,92.713,24.2608,92.7351,5.2,NH,Asphalt,0,0,0,581,24.4,0,POOR,0.59
NH-54,Aizawl-Lunglei Road Sec-15,Mizoram,Lunglei,23.0181,92.6134,23.0412,92.6293,16.6,NH,Asphalt,0,0,0,1041,31.7,0,POOR,0.509
NH-08,Assam-Agartala National Hwy Sec-16,Tripura,West Tripura,23.8654,91.4079,23.8912,91.4527,9.6,NH,Asphalt,0,0,0,43,3.5,0,GOOD,0.235
NH-08,Agartala-Udaipur Hwy Sec-17,Tripura,Sipahijala,23.6388,91.3028,23.6744,91.3349,4.9,NH,Concrete,0,0,0,65,2.2,0,GOOD,0.205
NH-08,Ambassa Corridor Sec-18,Tripura,Dhalai,23.9933,91.7884,24.0167,91.8197,15.0,NH,Asphalt,0,0,0,101,9.7,0,GOOD,0.165
NH-13,Bhalukpong-Tawang Hwy Sec-19,Arunachal Pradesh,Tawang,27.6609,91.9275,27.6871,91.95,17.1,NH,Asphalt,0,0,1,2912,43.3,0,CRITICAL,0.853
NH-13,Trans-Arunachal Hwy Sec-20,Arunachal Pradesh,West Kameng,27.2879,92.4378,27.3147,92.4706,7.1,NH,Asphalt,0,0,1,2224,40.5,0,CRITICAL,0.903
NH-415,Itanagar-Naharlagun Corridor Sec-1,Arunachal Pradesh,Papum Pare,27.1377,93.5526,27.1633,93.5921,8.5,NH,Asphalt,0,0,0,270,16.6,0,FAIR,0.392
NH-515,Pasighat Corridor Sec-2,Arunachal Pradesh,East Siang,28.1511,95.2516,28.1852,95.2856,6.3,NH,Asphalt,0,1,0,173,8.1,0,GOOD,0.124
NH-13,Ziro-Yachuli Road Sec-3,Arunachal Pradesh,Lower Subansiri,27.4043,93.7135,27.4353,93.7458,8.1,NH,Asphalt,0,0,0,1522,34.5,0,POOR,0.614
NH-27,East-West Corridor Sec-4,Assam,Kamrup Metropolitan,26.1922,91.6971,26.2189,91.7381,16.2,NH,Concrete,0,0,0,20,0.4,0,GOOD,0.058
NH-27,Amingaon-Rangia Hwy Sec-5,Assam,Kamrup Rural,26.1805,91.6518,26.2232,91.6948,9.1,NH,Concrete,1,0,0,108,0.4,0,GOOD,0.127
NH-15,North Bank Hwy Sec-6,Assam,Darrang,26.5922,92.0597,26.6276,92.0845,11.7,NH,Asphalt,0,1,0,97,0.4,0,GOOD,0.131
NH-15,Tezpur-Biswanath Hwy Sec-7,Assam,Sonitpur,26.7819,92.8737,26.8266,92.9032,16.8,NH,Asphalt,0,1,0,48,2.9,0,GOOD,0.083
NH-37,Upper Assam Hwy Sec-8,Assam,Dibrugarh,27.373,94.9353,27.393,94.9676,9.9,NH,Asphalt,0,1,0,155,0.4,0,GOOD,0.055
NH-37,Silchar-Badarpur Corridor Sec-9,Assam,Cachar,24.9099,92.6637,24.9426,92.7048,7.5,NH,Asphalt,0,1,0,20,1.6,1,GOOD,0.077
NH-27,Kaziranga Bypass Sec-10,Assam,Nagaon,26.3381,92.8185,26.3766,92.8446,7.5,NH,Asphalt,0,1,0,122,1.2,0,GOOD,0.181
NH-206,Shillong-Dawki Hwy Sec-11,Meghalaya,East Khasi Hills,25.6405,91.8857,25.6723,91.9124,9.4,NH,Asphalt,0,0,0,1448,30.7,0,POOR,0.635
NH-127B,Nongstoin Road Sec-12,Meghalaya,West Khasi Hills,25.4466,91.3492,25.4901,91.3789,8.0,NH,Asphalt,0,0,0,1268,28.9,0,POOR,0.677
NH-06,Guwahati-Shillong Expressway Sec-13,Meghalaya,Ri-Bhoi,25.9549,91.7423,25.9815,91.7828,8.9,NH,Asphalt,0,0,0,607,16.7,0,FAIR,0.319
NH-06,Jowai Bypass Sec-14,Meghalaya,West Jaintia Hills,25.5533,92.2331,25.5866,92.2708,14.9,NH,Asphalt,0,0,0,1353,27.8,0,POOR,0.588
NH-10,Sevoke-Gangtok Hwy Sec-15,Sikkim,East Sikkim,27.269,88.486,27.2926,88.5089,4.6,NH,Asphalt,0,1,0,1673,42.4,1,CRITICAL,0.906
NH-310,Mangan-Chungthang Road Sec-16,Sikkim,North Sikkim,27.5526,88.4725,27.5768,88.5062,16.3,NH,Asphalt,0,1,1,2476,48.9,1,CRITICAL,0.737
NH-510,Namchi-Jorethang Rd Sec-17,Sikkim,South Sikkim,27.1212,88.4071,27.163,88.4468,5.5,NH,Asphalt,0,1,0,1263,35.3,1,POOR,0.615
NH-29,Dimapur-Kohima Corridor Sec-18,Nagaland,Kohima,25.5276,93.979,25.5676,94.0214,12.6,NH,Asphalt,0,0,0,1432,33.8,0,POOR,0.624
NH-29,Dimapur Gateway Sec-19,Nagaland,Dimapur,25.8906,93.6433,25.9105,93.6643,15.7,NH,Asphalt,0,1,0,171,2.6,0,GOOD,0.068
NH-02,Mokokchung-Amguri Rd Sec-20,Nagaland,Mokokchung,26.3608,94.3871,26.3858,94.4092,15.2,NH,Asphalt,0,0,0,1336,31.8,0,POOR,0.648
NH-02,Imphal Ring Road Sec-1,Manipur,Imphal West,24.9521,93.9782,24.9697,94.0041,9.8,NH,Asphalt,0,1,0,815,4.5,1,GOOD,0.213
NH-02,Imphal-Churachandpur Hwy Sec-2,Manipur,Bishnupur,24.6638,93.7273,24.6814,93.7511,6.0,NH,Asphalt,0,1,0,807,5.5,0,GOOD,0.057
NH-02,Mao-Maram Highway Sec-3,Manipur,Senapati,25.4001,94.1288,25.4399,94.1499,7.4,NH,Asphalt,0,0,0,1279,27.9,0,POOR,0.471
NH-54,Silchar-Aizawl Hwy Sec-4,Mizoram,Aizawl,23.7752,92.5903,23.7954,92.6239,7.4,NH,Asphalt,0,0,0,1128,35.1,0,POOR,0.461
NH-54,Vairengte-Kolasib Corridor Sec-5,Mizoram,Kolasib,24.1981,92.801,24.2257,92.8378,17.3,NH,Asphalt,0,0,0,648,25.9,0,POOR,0.527
NH-54,Aizawl-Lunglei Road Sec-6,Mizoram,Lunglei,22.9642,92.6732,22.9821,92.7122,10.5,NH,Asphalt,0,0,0,967,30.9,0,POOR,0.567
NH-08,Assam-Agartala National Hwy Sec-7,Tripura,West Tripura,23.6995,91.4235,23.724,91.439,12.9,NH,Asphalt,0,0,0,20,0.5,0,GOOD,0.156
NH-08,Agartala-Udaipur Hwy Sec-8,Tripura,Sipahijala,23.7788,91.2222,23.7983,91.2631,15.3,NH,Concrete,0,0,0,22,1.4,0,GOOD,0.104
NH-08,Ambassa Corridor Sec-9,Tripura,Dhalai,23.7432,91.9306,23.7813,91.9482,15.0,NH,Concrete,0,0,0,107,12.6,0,FAIR,0.432
NH-13,Bhalukpong-Tawang Hwy Sec-10,Arunachal Pradesh,Tawang,27.5686,91.7871,27.5951,91.818,18.0,NH,Asphalt,0,0,1,2844,42.4,0,CRITICAL,0.781
NH-13,Trans-Arunachal Hwy Sec-11,Arunachal Pradesh,West Kameng,27.1897,92.3997,27.2256,92.4304,12.1,NH,Asphalt,0,0,1,2254,38.0,0,CRITICAL,0.71
NH-415,Itanagar-Naharlagun Corridor Sec-12,Arunachal Pradesh,Papum Pare,26.9507,93.478,26.9839,93.518,14.7,NH,Asphalt,0,0,0,309,17.3,0,FAIR,0.31
NH-515,Pasighat Corridor Sec-13,Arunachal Pradesh,East Siang,28.1874,95.3484,28.2026,95.3742,7.7,NH,Asphalt,0,1,0,160,10.2,0,FAIR,0.356
NH-13,Ziro-Yachuli Road Sec-14,Arunachal Pradesh,Lower Subansiri,27.5434,93.8012,27.5738,93.8329,14.9,NH,Asphalt,0,0,0,1593,33.8,0,POOR,0.544
NH-27,East-West Corridor Sec-15,Assam,Kamrup Metropolitan,26.1565,91.5872,26.1836,91.6289,17.1,NH,Asphalt,0,0,0,83,2.8,0,GOOD,0.105
NH-27,Amingaon-Rangia Hwy Sec-16,Assam,Kamrup Rural,26.2052,91.6925,26.2435,91.72,17.4,NH,Asphalt,0,1,0,43,0.4,0,GOOD,0.076
NH-15,North Bank Hwy Sec-17,Assam,Darrang,26.3186,92.1801,26.3461,92.2177,11.8,NH,Concrete,0,1,0,74,0.4,0,GOOD,0.214
NH-15,Tezpur-Biswanath Hwy Sec-18,Assam,Sonitpur,26.7721,92.6667,26.813,92.6858,14.0,NH,Asphalt,0,1,0,76,3.4,0,GOOD,0.249
