state,district,subdistrict,village,latitude,longitude,geometry
Arunachal Pradesh,East Siang,East Siang Sub-Division,Rangia Ward-19,28.212,95.3283,POINT(95.3283 28.212)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Dirang Ward-20,27.4829,93.7381,POINT(93.7381 27.4829)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Sipajhar Ward-21,26.2679,91.7355,POINT(91.7355 26.2679)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Hnahthial Ward-22,26.2285,91.4975,POINT(91.4975 26.2285)
Assam,Darrang,Darrang Sub-Division,Dirang Ward-23,26.569,92.0169,POINT(92.0169 26.569)
Assam,Sonitpur,Sonitpur Sub-Division,Gyalshing Ward-24,26.5366,92.8782,POINT(92.8782 26.5366)
Assam,Dibrugarh,Dibrugarh Sub-Division,Cherrapunji Ward-25,27.3934,94.8954,POINT(94.8954 27.3934)
Assam,Cachar,Cachar Sub-Division,Tenga Ward-1,24.8864,92.7266,POINT(92.7266 24.8864)
Assam,Nagaon,Nagaon Sub-Division,Ambassa Ward-2,26.2663,92.6578,POINT(92.6578 26.2663)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Hnahthial Ward-3,25.5701,91.8886,POINT(91.8886 25.5701)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Cherrapunji Ward-4,25.5428,91.1634,POINT(91.1634 25.5428)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Ambassa Ward-5,25.9396,92.0227,POINT(92.0227 25.9396)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Chumukedima Ward-6,25.4706,92.1342,POINT(92.1342 25.4706)
Sikkim,East Sikkim,East Sikkim Sub-Division,Dirang Ward-7,27.2403,88.5596,POINT(88.5596 27.2403)
Sikkim,North Sikkim,North Sikkim Sub-Division,Jang Ward-8,27.5884,88.6858,POINT(88.6858 27.5884)
Sikkim,South Sikkim,South Sikkim Sub-Division,Mangan Ward-9,27.2765,88.2259,POINT(88.2259 27.2765)
Nagaland,Kohima,Kohima Sub-Division,Mangan Ward-10,25.59,94.1006,POINT(94.1006 25.59)
Nagaland,Dimapur,Dimapur Sub-Division,Dirang Ward-11,25.9777,93.6515,POINT(93.6515 25.9777)
Nagaland,Mokokchung,Mokokchung Sub-Division,Chumukedima Ward-12,26.4532,94.6539,POINT(94.6539 26.4532)
Manipur,Imphal West,Imphal West Sub-Division,Nambol Ward-13,24.9611,93.7988,POINT(93.7988 24.9611)
Manipur,Bishnupur,Bishnupur Sub-Division,Dirang Ward-14,24.6101,93.7328,POINT(93.7328 24.6101)
Manipur,Senapati,Senapati Sub-Division,Rangia Ward-15,25.2457,93.9322,POINT(93.9322 25.2457)
Mizoram,Aizawl,Aizawl Sub-Division,Serchhip Ward-16,23.6991,92.633,POINT(92.633 23.6991)
Mizoram,Kolasib,Kolasib Sub-Division,Tseminyu Ward-17,24.0972,92.6739,POINT(92.6739 24.0972)
Mizoram,Lunglei,Lunglei Sub-Division,Dirang Ward-18,22.9011,92.7651,POINT(92.7651 22.9011)
Tripura,West Tripura,West Tripura Sub-Division,Gyalshing Ward-19,23.8924,91.1923,POINT(91.1923 23.8924)
Tripura,Sipahijala,Sipahijala Sub-Division,Moirang Ward-20,23.675,91.4201,POINT(91.4201 23.675)
Tripura,Dhalai,Dhalai Sub-Division,Rupa Ward-21,23.8593,91.789,POINT(91.789 23.8593)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Rangia Ward-22,27.5988,91.9477,POINT(91.9477 27.5988)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Ambassa Ward-23,27.2152,92.5456,POINT(92.5456 27.2152)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Bishalgarh Ward-24,27.2168,93.4999,POINT(93.4999 27.2168)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Rupa Ward-25,28.0259,95.3705,POINT(95.3705 28.0259)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Singtam Ward-1,27.4614,93.9744,POINT(93.9744 27.4614)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Tenga Ward-2,26.2157,91.8119,POINT(91.8119 26.2157)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Nongpoh Ward-3,26.2585,91.4796,POINT(91.4796 26.2585)
Assam,Darrang,Darrang Sub-Division,Teliamura Ward-4,26.4289,91.8973,POINT(91.8973 26.4289)
Assam,Sonitpur,Sonitpur Sub-Division,Nambol Ward-5,26.6418,92.6794,POINT(92.6794 26.6418)
Assam,Dibrugarh,Dibrugarh Sub-Division,Dirang Ward-6,27.5926,94.8976,POINT(94.8976 27.5926)
Assam,Cachar,Cachar Sub-Division,Lumla Ward-7,24.9259,92.9112,POINT(92.9112 24.9259)
Assam,Nagaon,Nagaon Sub-Division,Moirang Ward-8,26.2214,92.6512,POINT(92.6512 26.2214)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Hnahthial Ward-9,25.4616,91.8261,POINT(91.8261 25.4616)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Nambol Ward-10,25.4213,91.3956,POINT(91.3956 25.4213)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Rangia Ward-11,25.9124,91.7696,POINT(91.7696 25.9124)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Mangan Ward-12,25.3064,92.1067,POINT(92.1067 25.3064)
Sikkim,East Sikkim,East Sikkim Sub-Division,Mairang Ward-13,27.4731,88.6499,POINT(88.6499 27.4731)
Sikkim,North Sikkim,North Sikkim Sub-Division,Dirang Ward-14,27.586,88.5458,POINT(88.5458 27.586)
Sikkim,South Sikkim,South Sikkim Sub-Division,Dirang Ward-15,27.1536,88.2912,POINT(88.2912 27.1536)
Nagaland,Kohima,Kohima Sub-Division,Kalaigaon Ward-16,25.7619,94.0266,POINT(94.0266 25.7619)
Nagaland,Dimapur,Dimapur Sub-Division,Serchhip Ward-17,25.771,93.6834,POINT(93.6834 25.771)
Nagaland,Mokokchung,Mokokchung Sub-Division,Nambol Ward-18,26.2232,94.5306,POINT(94.5306 26.2232)
Manipur,Imphal West,Imphal West Sub-Division,Rupa Ward-19,24.8749,93.9867,POINT(93.9867 24.8749)
Manipur,Bishnupur,Bishnupur Sub-Division,Cherrapunji Ward-20,24.7805,93.7869,POINT(93.7869 24.7805)
Manipur,Senapati,Senapati Sub-Division,Singtam Ward-21,25.2787,93.8704,POINT(93.8704 25.2787)
Mizoram,Aizawl,Aizawl Sub-Division,Moirang Ward-22,23.7116,92.8602,POINT(92.8602 23.7116)
Mizoram,Kolasib,Kolasib Sub-Division,Sipajhar Ward-23,24.1914,92.6798,POINT(92.6798 24.1914)
Mizoram,Lunglei,Lunglei Sub-Division,Nongpoh Ward-24,22.7768,92.881,POINT(92.881 22.7768)
Tripura,West Tripura,West Tripura Sub-Division,Sipajhar Ward-25,23.8931,91.279,POINT(91.279 23.8931)
Tripura,Sipahijala,Sipahijala Sub-Division,Chaygaon Ward-1,23.7832,91.3621,POINT(91.3621 23.7832)
Tripura,Dhalai,Dhalai Sub-Division,Gyalshing Ward-2,23.8326,91.9067,POINT(91.9067 23.8326)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Lumla Ward-3,27.6395,91.7445,POINT(91.7445 27.6395)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Bishalgarh Ward-4,27.2483,92.2936,POINT(92.2936 27.2483)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Lumla Ward-5,27.1083,93.701,POINT(93.701 27.1083)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Sipajhar Ward-6,28.0775,95.3096,POINT(95.3096 28.0775)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Mairang Ward-7,27.5183,93.8271,POINT(93.8271 27.5183)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Hnahthial Ward-8,26.267,91.6945,POINT(91.6945 26.267)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Lumla Ward-9,26.1508,91.4157,POINT(91.4157 26.1508)
Assam,Darrang,Darrang Sub-Division,Sipajhar Ward-10,26.5643,91.9073,POINT(91.9073 26.5643)
Assam,Sonitpur,Sonitpur Sub-Division,Nambol Ward-11,26.6085,92.7754,POINT(92.7754 26.6085)
Assam,Dibrugarh,Dibrugarh Sub-Division,Cherrapunji Ward-12,27.4499,95.0309,POINT(95.0309 27.4499)
Assam,Cachar,Cachar Sub-Division,Teliamura Ward-13,24.7264,92.7199,POINT(92.7199 24.7264)
Assam,Nagaon,Nagaon Sub-Division,Serchhip Ward-14,26.4751,92.7112,POINT(92.7112 26.4751)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Jang Ward-15,25.7031,91.8677,POINT(91.8677 25.7031)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Chumukedima Ward-16,25.6345,91.1698,POINT(91.1698 25.6345)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Ambassa Ward-17,25.7627,91.9779,POINT(91.9779 25.7627)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Chaygaon Ward-18,25.522,92.1174,POINT(92.1174 25.522)
Sikkim,East Sikkim,East Sikkim Sub-Division,Singtam Ward-19,27.4757,88.7068,POINT(88.7068 27.4757)
Sikkim,North Sikkim,North Sikkim Sub-Division,Moirang Ward-20,27.4363,88.4538,POINT(88.4538 27.4363)
Sikkim,South Sikkim,South Sikkim Sub-Division,Lumla Ward-21,27.0558,88.2832,POINT(88.2832 27.0558)
Nagaland,Kohima,Kohima Sub-Division,Mangan Ward-22,25.6692,94.0894,POINT(94.0894 25.6692)
Nagaland,Dimapur,Dimapur Sub-Division,Jang Ward-23,25.9651,93.6134,POINT(93.6134 25.9651)
Nagaland,Mokokchung,Mokokchung Sub-Division,Tenga Ward-24,26.2529,94.5445,POINT(94.5445 26.2529)
Manipur,Imphal West,Imphal West Sub-Division,Jang Ward-25,24.7076,93.8358,POINT(93.8358 24.7076)
Manipur,Bishnupur,Bishnupur Sub-Division,Mangan Ward-1,24.7689,93.6291,POINT(93.6291 24.7689)
Manipur,Senapati,Senapati Sub-Division,Tseminyu Ward-2,25.2642,94.0899,POINT(94.0899 25.2642)
Mizoram,Aizawl,Aizawl Sub-Division,Tseminyu Ward-3,23.6272,92.6644,POINT(92.6644 23.6272)
Mizoram,Kolasib,Kolasib Sub-Division,Teliamura Ward-4,24.1603,92.7356,POINT(92.7356 24.1603)
Mizoram,Lunglei,Lunglei Sub-Division,Sipajhar Ward-5,22.8355,92.6331,POINT(92.6331 22.8355)
Tripura,West Tripura,West Tripura Sub-Division,Gyalshing Ward-6,23.827,91.2389,POINT(91.2389 23.827)
Tripura,Sipahijala,Sipahijala Sub-Division,Rupa Ward-7,23.636,91.4115,POINT(91.4115 23.636)
Tripura,Dhalai,Dhalai Sub-Division,Cherrapunji Ward-8,23.9494,91.8577,POINT(91.8577 23.9494)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Chumukedima Ward-9,27.6769,91.8346,POINT(91.8346 27.6769)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Rupa Ward-10,27.3915,92.4098,POINT(92.4098 27.3915)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Chaygaon Ward-11,27.083,93.7629,POINT(93.7629 27.083)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Tenga Ward-12,28.129,95.1846,POINT(95.1846 28.129)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Singtam Ward-13,27.6083,93.8864,POINT(93.8864 27.6083)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Serchhip Ward-14,26.0181,91.7934,POINT(91.7934 26.0181)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Rangia Ward-15,26.1803,91.5414,POINT(91.5414 26.1803)
Assam,Darrang,Darrang Sub-Division,Nongpoh Ward-16,26.456,91.8988,POINT(91.8988 26.456)
Assam,Sonitpur,Sonitpur Sub-Division,Chumukedima Ward-17,26.5743,92.6457,POINT(92.6457 26.5743)
Assam,Dibrugarh,Dibrugarh Sub-Division,Lumla Ward-18,27.3844,95.0324,POINT(95.0324 27.3844)
Assam,Cachar,Cachar Sub-Division,Lumla Ward-19,24.727,92.8528,POINT(92.8528 24.727)
Assam,Nagaon,Nagaon Sub-Division,Jang Ward-20,26.2434,92.6842,POINT(92.6842 26.2434)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Kalaigaon Ward-21,25.4493,91.9892,POINT(91.9892 25.4493)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Mairang Ward-22,25.4175,91.1946,POINT(91.1946 25.4175)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Lumla Ward-23,25.9676,92.0073,POINT(92.0073 25.9676)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Gyalshing Ward-24,25.4099,92.2268,POINT(92.2268 25.4099)
Sikkim,East Sikkim,East Sikkim Sub-Division,Kalaigaon Ward-25,27.4393,88.7509,POINT(88.7509 27.4393)
Sikkim,North Sikkim,North Sikkim Sub-Division,Mairang Ward-1,27.3839,88.6954,POINT(88.6954 27.3839)
Sikkim,South Sikkim,South Sikkim Sub-Division,Nambol Ward-2,27.1687,88.3084,POINT(88.3084 27.1687)
Nagaland,Kohima,Kohima Sub-Division,Mairang Ward-3,25.6235,93.9933,POINT(93.9933 25.6235)
Nagaland,Dimapur,Dimapur Sub-Division,Chumukedima Ward-4,25.9629,93.8298,POINT(93.8298 25.9629)
Nagaland,Mokokchung,Mokokchung Sub-Division,Jang Ward-5,26.4316,94.4266,POINT(94.4266 26.4316)
Manipur,Imphal West,Imphal West Sub-Division,Nongpoh Ward-6,24.9487,93.897,POINT(93.897 24.9487)
Manipur,Bishnupur,Bishnupur Sub-Division,Nongpoh Ward-7,24.514,93.7459,POINT(93.7459 24.514)
Manipur,Senapati,Senapati Sub-Division,Serchhip Ward-8,25.2284,94.0685,POINT(94.0685 25.2284)
Mizoram,Aizawl,Aizawl Sub-Division,Sipajhar Ward-9,23.6277,92.6767,POINT(92.6767 23.6277)
Mizoram,Kolasib,Kolasib Sub-Division,Gyalshing Ward-10,24.3672,92.5668,POINT(92.5668 24.3672)
Mizoram,Lunglei,Lunglei Sub-Division,Singtam Ward-11,22.9594,92.8198,POINT(92.8198 22.9594)
Tripura,West Tripura,West Tripura Sub-Division,Hnahthial Ward-12,23.8746,91.2569,POINT(91.2569 23.8746)
Tripura,Sipahijala,Sipahijala Sub-Division,Sipajhar Ward-13,23.7813,91.3154,POINT(91.3154 23.7813)
Tripura,Dhalai,Dhalai Sub-Division,Rupa Ward-14,23.7752,91.8492,POINT(91.8492 23.7752)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Ambassa Ward-15,27.6574,91.9585,POINT(91.9585 27.6574)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Sipajhar Ward-16,27.2293,92.4697,POINT(92.4697 27.2293)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Rupa Ward-17,27.1785,93.6649,POINT(93.6649 27.1785)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Dirang Ward-18,27.9766,95.3746,POINT(95.3746 27.9766)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Moirang Ward-19,27.6428,93.8422,POINT(93.8422 27.6428)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Cherrapunji Ward-20,26.1236,91.8607,POINT(91.8607 26.1236)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Hnahthial Ward-21,26.1678,91.4228,POINT(91.4228 26.1678)
Assam,Darrang,Darrang Sub-Division,Cherrapunji Ward-22,26.3929,92.0928,POINT(92.0928 26.3929)
Assam,Sonitpur,Sonitpur Sub-Division,Mangan Ward-23,26.6005,92.8718,POINT(92.8718 26.6005)
Assam,Dibrugarh,Dibrugarh Sub-Division,Dirang Ward-24,27.5284,94.9337,POINT(94.9337 27.5284)
Assam,Cachar,Cachar Sub-Division,Nongpoh Ward-25,24.7,92.7079,POINT(92.7079 24.7)
Assam,Nagaon,Nagaon Sub-Division,Nambol Ward-1,26.301,92.8273,POINT(92.8273 26.301)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Nambol Ward-2,25.4673,91.8532,POINT(91.8532 25.4673)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Rupa Ward-3,25.6274,91.2124,POINT(91.2124 25.6274)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Chumukedima Ward-4,25.8736,91.7469,POINT(91.7469 25.8736)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Singtam Ward-5,25.4778,92.3231,POINT(92.3231 25.4778)
Sikkim,East Sikkim,East Sikkim Sub-Division,Cherrapunji Ward-6,27.2398,88.618,POINT(88.618 27.2398)
Sikkim,North Sikkim,North Sikkim Sub-Division,Nongpoh Ward-7,27.5204,88.6704,POINT(88.6704 27.5204)
Sikkim,South Sikkim,South Sikkim Sub-Division,Bishalgarh Ward-8,27.0267,88.295,POINT(88.295 27.0267)
Nagaland,Kohima,Kohima Sub-Division,Hnahthial Ward-9,25.7676,93.9886,POINT(93.9886 25.7676)
Nagaland,Dimapur,Dimapur Sub-Division,Serchhip Ward-10,26.0002,93.7777,POINT(93.7777 26.0002)
Nagaland,Mokokchung,Mokokchung Sub-Division,Nongpoh Ward-11,26.3058,94.5191,POINT(94.5191 26.3058)
Manipur,Imphal West,Imphal West Sub-Division,Rupa Ward-12,24.9221,93.851,POINT(93.851 24.9221)
Manipur,Bishnupur,Bishnupur Sub-Division,Gyalshing Ward-13,24.603,93.6823,POINT(93.6823 24.603)
Manipur,Senapati,Senapati Sub-Division,Chumukedima Ward-14,25.2835,94.0376,POINT(94.0376 25.2835)
Mizoram,Aizawl,Aizawl Sub-Division,Gyalshing Ward-15,23.7197,92.6305,POINT(92.6305 23.7197)
Mizoram,Kolasib,Kolasib Sub-Division,Cherrapunji Ward-16,24.2214,92.62,POINT(92.62 24.2214)
Mizoram,Lunglei,Lunglei Sub-Division,Moirang Ward-17,22.8507,92.7775,POINT(92.7775 22.8507)
Tripura,West Tripura,West Tripura Sub-Division,Jang Ward-18,23.9458,91.3252,POINT(91.3252 23.9458)
Tripura,Sipahijala,Sipahijala Sub-Division,Kalaigaon Ward-19,23.5489,91.4506,POINT(91.4506 23.5489)
Tripura,Dhalai,Dhalai Sub-Division,Lumla Ward-20,23.8914,91.9427,POINT(91.9427 23.8914)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Mangan Ward-21,27.6059,91.8974,POINT(91.8974 27.6059)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Mairang Ward-22,27.1866,92.4898,POINT(92.4898 27.1866)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Moirang Ward-23,27.046,93.7157,POINT(93.7157 27.046)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Mangan Ward-24,27.9961,95.2621,POINT(95.2621 27.9961)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Chaygaon Ward-25,27.5218,93.7141,POINT(93.7141 27.5218)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Gyalshing Ward-1,26.0877,91.7318,POINT(91.7318 26.0877)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Dirang Ward-2,26.0956,91.4938,POINT(91.4938 26.0956)
Assam,Darrang,Darrang Sub-Division,Rangia Ward-3,26.4996,91.9338,POINT(91.9338 26.4996)
Assam,Sonitpur,Sonitpur Sub-Division,Mangan Ward-4,26.7185,92.6592,POINT(92.6592 26.7185)
Assam,Dibrugarh,Dibrugarh Sub-Division,Tenga Ward-5,27.583,95.0322,POINT(95.0322 27.583)
Assam,Cachar,Cachar Sub-Division,Rupa Ward-6,24.949,92.748,POINT(92.748 24.949)
Assam,Nagaon,Nagaon Sub-Division,Mangan Ward-7,26.2288,92.7543,POINT(92.7543 26.2288)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Moirang Ward-8,25.6029,91.9758,POINT(91.9758 25.6029)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Dirang Ward-9,25.4314,91.1467,POINT(91.1467 25.4314)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Chaygaon Ward-10,25.9712,91.9718,POINT(91.9718 25.9712)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Chumukedima Ward-11,25.3433,92.1025,POINT(92.1025 25.3433)
Sikkim,East Sikkim,East Sikkim Sub-Division,Chaygaon Ward-12,27.3657,88.6036,POINT(88.6036 27.3657)
Sikkim,North Sikkim,North Sikkim Sub-Division,Sipajhar Ward-13,27.5137,88.5425,POINT(88.5425 27.5137)
Sikkim,South Sikkim,South Sikkim Sub-Division,Mangan Ward-14,27.3011,88.3089,POINT(88.3089 27.3011)
Nagaland,Kohima,Kohima Sub-Division,Nambol Ward-15,25.7187,94.2302,POINT(94.2302 25.7187)
Nagaland,Dimapur,Dimapur Sub-Division,Hnahthial Ward-16,26.0391,93.7847,POINT(93.7847 26.0391)
Nagaland,Mokokchung,Mokokchung Sub-Division,Nongpoh Ward-17,26.2904,94.5617,POINT(94.5617 26.2904)
Manipur,Imphal West,Imphal West Sub-Division,Teliamura Ward-18,24.7036,94.0469,POINT(94.0469 24.7036)
Manipur,Bishnupur,Bishnupur Sub-Division,Singtam Ward-19,24.7706,93.8928,POINT(93.8928 24.7706)
Manipur,Senapati,Senapati Sub-Division,Moirang Ward-20,25.3568,93.9306,POINT(93.9306 25.3568)
Mizoram,Aizawl,Aizawl Sub-Division,Dirang Ward-21,23.7088,92.6628,POINT(92.6628 23.7088)
Mizoram,Kolasib,Kolasib Sub-Division,Cherrapunji Ward-22,24.0802,92.7899,POINT(92.7899 24.0802)
Mizoram,Lunglei,Lunglei Sub-Division,Nongpoh Ward-23,22.9511,92.8679,POINT(92.8679 22.9511)
Tripura,West Tripura,West Tripura Sub-Division,Hnahthial Ward-24,23.9276,91.3841,POINT(91.3841 23.9276)
Tripura,Sipahijala,Sipahijala Sub-Division,Bishalgarh Ward-25,23.6113,91.3808,POINT(91.3808 23.6113)
Tripura,Dhalai,Dhalai Sub-Division,Singtam Ward-1,23.7082,91.7156,POINT(91.7156 23.7082)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Kalaigaon Ward-2,27.6284,91.7103,POINT(91.7103 27.6284)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Mairang Ward-3,27.1392,92.3132,POINT(92.3132 27.1392)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Teliamura Ward-4,27.1452,93.5056,POINT(93.5056 27.1452)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Chaygaon Ward-5,28.0118,95.3195,POINT(95.3195 28.0118)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Rupa Ward-6,27.5779,93.7783,POINT(93.7783 27.5779)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Mairang Ward-7,26.0491,91.8491,POINT(91.8491 26.0491)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Kalaigaon Ward-8,26.0412,91.4189,POINT(91.4189 26.0412)
Assam,Darrang,Darrang Sub-Division,Dirang Ward-9,26.5741,92.1732,POINT(92.1732 26.5741)
Assam,Sonitpur,Sonitpur Sub-Division,Mairang Ward-10,26.4987,92.828,POINT(92.828 26.4987)
Assam,Dibrugarh,Dibrugarh Sub-Division,Sipajhar Ward-11,27.4332,95.0462,POINT(95.0462 27.4332)
Assam,Cachar,Cachar Sub-Division,Bishalgarh Ward-12,24.9153,92.9074,POINT(92.9074 24.9153)
Assam,Nagaon,Nagaon Sub-Division,Tseminyu Ward-13,26.4093,92.5912,POINT(92.5912 26.4093)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Mangan Ward-14,25.6527,91.8579,POINT(91.8579 25.6527)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Kalaigaon Ward-15,25.6586,91.1949,POINT(91.1949 25.6586)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Chumukedima Ward-16,25.9877,91.7386,POINT(91.7386 25.9877)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Gyalshing Ward-17,25.3745,92.2249,POINT(92.2249 25.3745)
Sikkim,East Sikkim,East Sikkim Sub-Division,Rangia Ward-18,27.2289,88.5535,POINT(88.5535 27.2289)
Sikkim,North Sikkim,North Sikkim Sub-Division,Cherrapunji Ward-19,27.465,88.527,POINT(88.527 27.465)
Sikkim,South Sikkim,South Sikkim Sub-Division,Sipajhar Ward-20,27.0376,88.2999,POINT(88.2999 27.0376)
Nagaland,Kohima,Kohima Sub-Division,Ambassa Ward-21,25.707,94.1598,POINT(94.1598 25.707)
Nagaland,Dimapur,Dimapur Sub-Division,Serchhip Ward-22,25.7705,93.6536,POINT(93.6536 25.7705)
Nagaland,Mokokchung,Mokokchung Sub-Division,Hnahthial Ward-23,26.3764,94.4097,POINT(94.4097 26.3764)
Manipur,Imphal West,Imphal West Sub-Division,Rangia Ward-24,24.7451,93.9379,POINT(93.9379 24.7451)
Manipur,Bishnupur,Bishnupur Sub-Division,Teliamura Ward-25,24.5093,93.8276,POINT(93.8276 24.5093)
Manipur,Senapati,Senapati Sub-Division,Nambol Ward-1,25.1232,93.8984,POINT(93.8984 25.1232)
Mizoram,Aizawl,Aizawl Sub-Division,Rupa Ward-2,23.6853,92.6966,POINT(92.6966 23.6853)
Mizoram,Kolasib,Kolasib Sub-Division,Bishalgarh Ward-3,24.2985,92.6091,POINT(92.6091 24.2985)
Mizoram,Lunglei,Lunglei Sub-Division,Nongpoh Ward-4,22.9511,92.7374,POINT(92.7374 22.9511)
Tripura,West Tripura,West Tripura Sub-Division,Mangan Ward-5,23.8725,91.2688,POINT(91.2688 23.8725)
Tripura,Sipahijala,Sipahijala Sub-Division,Serchhip Ward-6,23.4958,91.2401,POINT(91.2401 23.4958)
Tripura,Dhalai,Dhalai Sub-Division,Mangan Ward-7,23.9686,91.8485,POINT(91.8485 23.9686)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Tseminyu Ward-8,27.5817,91.8573,POINT(91.8573 27.5817)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Cherrapunji Ward-9,27.2194,92.327,POINT(92.327 27.2194)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Rupa Ward-10,27.103,93.5484,POINT(93.5484 27.103)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Jang Ward-11,28.2154,95.1772,POINT(95.1772 28.2154)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Singtam Ward-12,27.4231,93.9105,POINT(93.9105 27.4231)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Chumukedima Ward-13,26.0798,91.8806,POINT(91.8806 26.0798)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Kalaigaon Ward-14,26.3204,91.6631,POINT(91.6631 26.3204)
Assam,Darrang,Darrang Sub-Division,Nambol Ward-15,26.5143,92.025,POINT(92.025 26.5143)
Assam,Sonitpur,Sonitpur Sub-Division,Tenga Ward-16,26.4855,92.9335,POINT(92.9335 26.4855)
Assam,Dibrugarh,Dibrugarh Sub-Division,Ambassa Ward-17,27.607,95.0619,POINT(95.0619 27.607)
Assam,Cachar,Cachar Sub-Division,Tseminyu Ward-18,24.7467,92.6435,POINT(92.6435 24.7467)
