terrain_id,state,district,latitude,longitude,elevation_m,slope_percent,aspect,terrain_type,river_distance_km
TR001258,Sikkim,North Sikkim,27.5884,88.6858,2505,46.8,EAST,HIGH_ALPINE,0.68
TR001259,Sikkim,South Sikkim,27.2765,88.2259,1349,36.3,NORTH_WEST,VALLEY_GORGE,0.71
TR001260,Nagaland,Kohima,25.59,94.1006,1439,34.7,NORTH_EAST,DISSECTED_HILLS,2.02
TR001261,Nagaland,Dimapur,25.9777,93.6515,176,3.5,NORTH_EAST,PLAINS,0.79
TR001262,Nagaland,Mokokchung,26.4532,94.6539,1376,31.4,WEST,DISSECTED_HILLS,1.85
TR001263,Manipur,Imphal West,24.9611,93.7988,785,3.4,SOUTH,RIVER_VALLEY,0.58
TR001264,Manipur,Bishnupur,24.6101,93.7328,813,5.0,NORTH_WEST,RIVER_VALLEY,0.58
TR001265,Manipur,Senapati,25.2457,93.9322,1261,30.8,SOUTH_EAST,DISSECTED_HILLS,1.6
TR001266,Mizoram,Aizawl,23.6991,92.633,1115,32.0,SOUTH_EAST,RIDGE_SLOPE,2.17
TR001267,Mizoram,Kolasib,24.0972,92.6739,589,22.8,NORTH_WEST,DISSECTED_HILLS,1.25
TR001268,Mizoram,Lunglei,22.9011,92.7651,1018,31.3,SOUTH_EAST,RIDGE_SLOPE,2.34
TR001269,Tripura,West Tripura,23.8924,91.1923,86,1.5,EAST,ROLLING_PLAINS,1.25
TR001270,Tripura,Sipahijala,23.675,91.4201,20,2.4,NORTH,ROLLING_PLAINS,3.0
TR001271,Tripura,Dhalai,23.8593,91.789,176,10.8,EAST,LOW_HILLS,1.96
TR001272,Arunachal Pradesh,Tawang,27.5988,91.9477,2940,45.4,SOUTH_WEST,HIGH_ALPINE,5.35
TR001273,Arunachal Pradesh,West Kameng,27.2152,92.5456,2205,40.2,SOUTH_EAST,STEEP_MOUNTAIN,4.69
TR001274,Arunachal Pradesh,Papum Pare,27.2168,93.4999,306,18.3,SOUTH_WEST,DISSECTED_HILLS,0.98
TR001275,Arunachal Pradesh,East Siang,28.0259,95.3705,185,7.0,SOUTH_EAST,RIVER_VALLEY,0.61
TR001276,Arunachal Pradesh,Lower Subansiri,27.4614,93.9744,1530,32.6,WEST,STEEP_MOUNTAIN,2.97
TR001277,Assam,Kamrup Metropolitan,26.2157,91.8119,106,3.5,SOUTH_WEST,PLAINS,0.69
TR001278,Assam,Kamrup Rural,26.2585,91.4796,43,2.9,SOUTH,PLAINS,0.68
TR001279,Assam,Darrang,26.4289,91.8973,39,0.4,NORTH,FLOOD_BASIN,0.37
TR001280,Assam,Sonitpur,26.6418,92.6794,108,2.3,EAST,RIVER_VALLEY,0.79
TR001281,Assam,Dibrugarh,27.5926,94.8976,95,2.3,NORTH_WEST,FLOOD_BASIN,0.76
TR001282,Assam,Cachar,24.9259,92.9112,20,0.4,WEST,FLOOD_BASIN,0.52
TR001283,Assam,Nagaon,26.2214,92.6512,26,0.4,SOUTH_WEST,PLAINS,1.07
TR001284,Meghalaya,East Khasi Hills,25.4616,91.8261,1519,28.7,WEST,PLATEAU_ESCARPMENT,2.05
TR001285,Meghalaya,West Khasi Hills,25.4213,91.3956,1222,27.0,NORTH,PLATEAU_ESCARPMENT,2.18
TR001286,Meghalaya,Ri-Bhoi,25.9124,91.7696,534,16.1,NORTH_WEST,DISSECTED_HILLS,1.73
TR001287,Meghalaya,West Jaintia Hills,25.3064,92.1067,1272,27.9,SOUTH,DISSECTED_HILLS,1.0
TR001288,Sikkim,East Sikkim,27.4731,88.6499,1642,42.4,NORTH_EAST,VALLEY_GORGE,0.28
TR001289,Sikkim,North Sikkim,27.586,88.5458,2475,49.5,WEST,HIGH_ALPINE,0.6
TR001290,Sikkim,South Sikkim,27.1536,88.2912,1256,38.2,NORTH_EAST,VALLEY_GORGE,0.35
TR001291,Nagaland,Kohima,25.7619,94.0266,1427,38.2,NORTH_EAST,DISSECTED_HILLS,2.05
TR001292,Nagaland,Dimapur,25.771,93.6834,193,6.1,SOUTH_EAST,PLAINS,1.05
TR001293,Nagaland,Mokokchung,26.2232,94.5306,1283,33.4,SOUTH,DISSECTED_HILLS,2.4
TR001294,Manipur,Imphal West,24.8749,93.9867,744,0.5,WEST,RIVER_VALLEY,0.33
TR001295,Manipur,Bishnupur,24.7805,93.7869,766,2.3,SOUTH,RIVER_VALLEY,0.17
TR001296,Manipur,Senapati,25.2787,93.8704,1230,31.9,NORTH_EAST,DISSECTED_HILLS,1.25
TR001297,Mizoram,Aizawl,23.7116,92.8602,1138,32.0,SOUTH_WEST,RIDGE_SLOPE,2.35
TR001298,Mizoram,Kolasib,24.1914,92.6798,568,26.7,SOUTH_WEST,DISSECTED_HILLS,1.55
TR001299,Mizoram,Lunglei,22.7768,92.881,1029,33.9,SOUTH_EAST,RIDGE_SLOPE,2.47
TR001300,Tripura,West Tripura,23.8931,91.279,20,4.4,SOUTH_EAST,ROLLING_PLAINS,1.44
TR001301,Tripura,Sipahijala,23.7832,91.3621,74,3.3,NORTH_EAST,ROLLING_PLAINS,3.14
TR001302,Tripura,Dhalai,23.8326,91.9067,173,11.9,NORTH_WEST,LOW_HILLS,1.38
TR001303,Arunachal Pradesh,Tawang,27.6395,91.7445,2843,44.0,SOUTH_WEST,HIGH_ALPINE,5.5
TR001304,Arunachal Pradesh,West Kameng,27.2483,92.2936,2147,38.5,NORTH,STEEP_MOUNTAIN,4.38
TR001305,Arunachal Pradesh,Papum Pare,27.1083,93.701,358,17.4,NORTH,DISSECTED_HILLS,0.96
TR001306,Arunachal Pradesh,East Siang,28.0775,95.3096,180,11.5,SOUTH_WEST,RIVER_VALLEY,0.78
TR001307,Arunachal Pradesh,Lower Subansiri,27.5183,93.8271,1577,32.9,WEST,STEEP_MOUNTAIN,3.16
TR001308,Assam,Kamrup Metropolitan,26.267,91.6945,20,2.3,NORTH_EAST,PLAINS,0.83
TR001309,Assam,Kamrup Rural,26.1508,91.4157,42,0.4,SOUTH,PLAINS,0.99
TR001310,Assam,Darrang,26.5643,91.9073,85,3.0,NORTH,FLOOD_BASIN,0.53
TR001311,Assam,Sonitpur,26.6085,92.7754,38,3.6,NORTH_EAST,RIVER_VALLEY,0.88
TR001312,Assam,Dibrugarh,27.4499,95.0309,65,2.5,SOUTH_EAST,FLOOD_BASIN,0.54
TR001313,Assam,Cachar,24.7264,92.7199,76,1.9,SOUTH,FLOOD_BASIN,0.17
TR001314,Assam,Nagaon,26.4751,92.7112,52,0.4,SOUTH_EAST,PLAINS,0.72
TR001315,Meghalaya,East Khasi Hills,25.7031,91.8677,1501,30.3,SOUTH,PLATEAU_ESCARPMENT,2.32
TR001316,Meghalaya,West Khasi Hills,25.6345,91.1698,1326,27.4,SOUTH_EAST,PLATEAU_ESCARPMENT,1.91
TR001317,Meghalaya,Ri-Bhoi,25.7627,91.9779,596,16.9,NORTH_WEST,DISSECTED_HILLS,1.57
TR001318,Meghalaya,West Jaintia Hills,25.522,92.1174,1371,23.5,NORTH_EAST,DISSECTED_HILLS,1.02
TR001319,Sikkim,East Sikkim,27.4757,88.7068,1650,40.1,SOUTH_EAST,VALLEY_GORGE,0.28
TR001320,Sikkim,North Sikkim,27.4363,88.4538,2506,49.4,SOUTH,HIGH_ALPINE,0.21
TR001321,Sikkim,South Sikkim,27.0558,88.2832,1248,36.7,SOUTH,VALLEY_GORGE,0.39
TR001322,Nagaland,Kohima,25.6692,94.0894,1413,36.4,SOUTH_EAST,DISSECTED_HILLS,1.86
TR001323,Nagaland,Dimapur,25.9651,93.6134,200,5.0,NORTH_EAST,PLAINS,0.66
TR001324,Nagaland,Mokokchung,26.2529,94.5445,1278,30.1,SOUTH_WEST,DISSECTED_HILLS,2.42
TR001325,Manipur,Imphal West,24.7076,93.8358,759,1.5,SOUTH_EAST,RIVER_VALLEY,0.66
TR001326,Manipur,Bishnupur,24.7689,93.6291,747,3.6,WEST,RIVER_VALLEY,0.66
TR001327,Manipur,Senapati,25.2642,94.0899,1213,30.8,NORTH_WEST,DISSECTED_HILLS,1.54
TR001328,Mizoram,Aizawl,23.6272,92.6644,1110,34.6,SOUTH_WEST,RIDGE_SLOPE,2.2
TR001329,Mizoram,Kolasib,24.1603,92.7356,638,23.8,SOUTH_EAST,DISSECTED_HILLS,1.3
TR001330,Mizoram,Lunglei,22.8355,92.6331,977,31.6,SOUTH_WEST,RIDGE_SLOPE,2.49
TR001331,Tripura,West Tripura,23.827,91.2389,91,0.4,SOUTH,ROLLING_PLAINS,1.09
TR001332,Tripura,Sipahijala,23.636,91.4115,73,5.0,WEST,ROLLING_PLAINS,2.95
TR001333,Tripura,Dhalai,23.9494,91.8577,148,13.1,SOUTH,LOW_HILLS,1.81
TR001334,Arunachal Pradesh,Tawang,27.6769,91.8346,2957,42.4,SOUTH_WEST,HIGH_ALPINE,5.48
TR001335,Arunachal Pradesh,West Kameng,27.3915,92.4098,2179,39.0,NORTH_WEST,STEEP_MOUNTAIN,4.34
TR001336,Arunachal Pradesh,Papum Pare,27.083,93.7629,326,19.8,SOUTH_WEST,DISSECTED_HILLS,1.17
TR001337,Arunachal Pradesh,East Siang,28.129,95.1846,199,7.3,EAST,RIVER_VALLEY,0.23
TR001338,Arunachal Pradesh,Lower Subansiri,27.6083,93.8864,1539,30.5,WEST,STEEP_MOUNTAIN,2.63
TR001339,Assam,Kamrup Metropolitan,26.0181,91.7934,95,0.4,EAST,PLAINS,0.56
TR001340,Assam,Kamrup Rural,26.1803,91.5414,23,0.4,NORTH_EAST,PLAINS,0.87
TR001341,Assam,Darrang,26.456,91.8988,20,3.1,SOUTH_EAST,FLOOD_BASIN,0.08
TR001342,Assam,Sonitpur,26.5743,92.6457,30,3.5,SOUTH_EAST,RIVER_VALLEY,0.85
TR001343,Assam,Dibrugarh,27.3844,95.0324,71,1.7,NORTH_WEST,FLOOD_BASIN,0.17
TR001344,Assam,Cachar,24.727,92.8528,20,4.0,WEST,FLOOD_BASIN,0.18
TR001345,Assam,Nagaon,26.2434,92.6842,97,1.6,NORTH,PLAINS,0.78
TR001346,Meghalaya,East Khasi Hills,25.4493,91.9892,1527,28.1,EAST,PLATEAU_ESCARPMENT,2.09
TR001347,Meghalaya,West Khasi Hills,25.4175,91.1946,1335,29.3,NORTH,PLATEAU_ESCARPMENT,1.55
TR001348,Meghalaya,Ri-Bhoi,25.9676,92.0073,607,16.5,SOUTH,DISSECTED_HILLS,1.71
TR001349,Meghalaya,West Jaintia Hills,25.4099,92.2268,1326,26.9,NORTH_EAST,DISSECTED_HILLS,0.92
TR001350,Sikkim,East Sikkim,27.4393,88.7509,1644,40.6,SOUTH_WEST,VALLEY_GORGE,0.05
TR001351,Sikkim,North Sikkim,27.3839,88.6954,2405,48.3,SOUTH_WEST,HIGH_ALPINE,0.39
TR001352,Sikkim,South Sikkim,27.1687,88.3084,1276,36.5,SOUTH_EAST,VALLEY_GORGE,0.18
TR001353,Nagaland,Kohima,25.6235,93.9933,1416,35.6,NORTH,DISSECTED_HILLS,2.03
TR001354,Nagaland,Dimapur,25.9629,93.8298,163,4.1,NORTH_EAST,PLAINS,0.84
TR001355,Nagaland,Mokokchung,26.4316,94.4266,1268,33.0,NORTH_EAST,DISSECTED_HILLS,2.37
TR001356,Manipur,Imphal West,24.9487,93.897,726,4.7,WEST,RIVER_VALLEY,0.57
TR001357,Manipur,Bishnupur,24.514,93.7459,794,4.4,SOUTH,RIVER_VALLEY,0.13
TR001358,Manipur,Senapati,25.2284,94.0685,1203,30.7,WEST,DISSECTED_HILLS,1.73
TR001359,Mizoram,Aizawl,23.6277,92.6767,1095,32.2,SOUTH_EAST,RIDGE_SLOPE,2.14
TR001360,Mizoram,Kolasib,24.3672,92.5668,657,24.1,NORTH_EAST,DISSECTED_HILLS,1.27
TR001361,Mizoram,Lunglei,22.9594,92.8198,1035,30.4,EAST,RIDGE_SLOPE,2.76
TR001362,Tripura,West Tripura,23.8746,91.2569,35,2.9,NORTH_EAST,ROLLING_PLAINS,1.57
TR001363,Tripura,Sipahijala,23.7813,91.3154,20,4.3,EAST,ROLLING_PLAINS,2.62
TR001364,Tripura,Dhalai,23.7752,91.8492,160,14.2,SOUTH_EAST,LOW_HILLS,1.37
TR001365,Arunachal Pradesh,Tawang,27.6574,91.9585,2903,45.4,SOUTH_EAST,HIGH_ALPINE,5.58
TR001366,Arunachal Pradesh,West Kameng,27.2293,92.4697,2159,37.0,NORTH_EAST,STEEP_MOUNTAIN,4.66
TR001367,Arunachal Pradesh,Papum Pare,27.1785,93.6649,326,19.8,NORTH,DISSECTED_HILLS,1.47
TR001368,Arunachal Pradesh,East Siang,27.9766,95.3746,157,9.2,NORTH,RIVER_VALLEY,0.5
TR001369,Arunachal Pradesh,Lower Subansiri,27.6428,93.8422,1502,34.7,WEST,STEEP_MOUNTAIN,2.57
TR001370,Assam,Kamrup Metropolitan,26.1236,91.8607,44,1.0,EAST,PLAINS,1.1
TR001371,Assam,Kamrup Rural,26.1678,91.4228,20,1.2,SOUTH_WEST,PLAINS,0.91
TR001372,Assam,Darrang,26.3929,92.0928,54,0.8,NORTH_EAST,FLOOD_BASIN,0.25
TR001373,Assam,Sonitpur,26.6005,92.8718,90,3.0,EAST,RIVER_VALLEY,0.68
TR001374,Assam,Dibrugarh,27.5284,94.9337,108,1.1,SOUTH,FLOOD_BASIN,0.25
TR001375,Assam,Cachar,24.7,92.7079,40,4.2,NORTH,FLOOD_BASIN,0.35
TR001376,Assam,Nagaon,26.301,92.8273,45,0.4,EAST,PLAINS,0.83
TR001377,Meghalaya,East Khasi Hills,25.4673,91.8532,1533,31.7,NORTH_EAST,PLATEAU_ESCARPMENT,1.97
TR001378,Meghalaya,West Khasi Hills,25.6274,91.2124,1232,27.6,NORTH,PLATEAU_ESCARPMENT,2.19
TR001379,Meghalaya,Ri-Bhoi,25.8736,91.7469,521,15.2,NORTH,DISSECTED_HILLS,1.67
TR001380,Meghalaya,West Jaintia Hills,25.4778,92.3231,1278,27.8,NORTH,DISSECTED_HILLS,0.92
TR001381,Sikkim,East Sikkim,27.2398,88.618,1594,41.8,NORTH_EAST,VALLEY_GORGE,0.41
TR001382,Sikkim,North Sikkim,27.5204,88.6704,2424,46.1,SOUTH_EAST,HIGH_ALPINE,0.36
TR001383,Sikkim,South Sikkim,27.0267,88.295,1313,35.7,EAST,VALLEY_GORGE,0.52
TR001384,Nagaland,Kohima,25.7676,93.9886,1466,34.3,SOUTH_WEST,DISSECTED_HILLS,1.87
TR001385,Nagaland,Dimapur,26.0002,93.7777,156,4.4,SOUTH_EAST,PLAINS,0.89
TR001386,Nagaland,Mokokchung,26.3058,94.5191,1368,33.4,NORTH_EAST,DISSECTED_HILLS,1.9
TR001387,Manipur,Imphal West,24.9221,93.851,758,0.4,NORTH_EAST,RIVER_VALLEY,0.9
TR001388,Manipur,Bishnupur,24.603,93.6823,805,5.8,EAST,RIVER_VALLEY,0.52
TR001389,Manipur,Senapati,25.2835,94.0376,1224,27.3,NORTH,DISSECTED_HILLS,1.67
TR001390,Mizoram,Aizawl,23.7197,92.6305,1171,30.9,SOUTH,RIDGE_SLOPE,2.29
TR001391,Mizoram,Kolasib,24.2214,92.62,634,24.7,NORTH_WEST,DISSECTED_HILLS,1.08
TR001392,Mizoram,Lunglei,22.8507,92.7775,1018,32.4,EAST,RIDGE_SLOPE,2.61
TR001393,Tripura,West Tripura,23.9458,91.3252,41,3.9,NORTH_WEST,ROLLING_PLAINS,1.32
TR001394,Tripura,Sipahijala,23.5489,91.4506,67,5.2,NORTH,ROLLING_PLAINS,2.72
TR001395,Tripura,Dhalai,23.8914,91.9427,189,13.3,NORTH,LOW_HILLS,1.63
TR001396,Arunachal Pradesh,Tawang,27.6059,91.8974,2906,43.0,SOUTH_EAST,HIGH_ALPINE,5.25
TR001397,Arunachal Pradesh,West Kameng,27.1866,92.4898,2237,37.0,NORTH_EAST,STEEP_MOUNTAIN,4.53
TR001398,Arunachal Pradesh,Papum Pare,27.046,93.7157,268,19.2,SOUTH_WEST,DISSECTED_HILLS,1.5
TR001399,Arunachal Pradesh,East Siang,27.9961,95.2621,115,8.0,NORTH_EAST,RIVER_VALLEY,0.54
TR001400,Arunachal Pradesh,Lower Subansiri,27.5218,93.7141,1524,30.0,SOUTH_EAST,STEEP_MOUNTAIN,3.07
TR001401,Assam,Kamrup Metropolitan,26.0877,91.7318,50,0.8,EAST,PLAINS,1.14
TR001402,Assam,Kamrup Rural,26.0956,91.4938,20,0.4,SOUTH_WEST,PLAINS,0.87
TR001403,Assam,Darrang,26.4996,91.9338,101,0.4,NORTH,FLOOD_BASIN,0.52
TR001404,Assam,Sonitpur,26.7185,92.6592,132,0.4,SOUTH_WEST,RIVER_VALLEY,0.64
TR001405,Assam,Dibrugarh,27.583,95.0322,100,2.8,SOUTH_EAST,FLOOD_BASIN,0.59
TR001406,Assam,Cachar,24.949,92.748,72,2.9,NORTH,FLOOD_BASIN,0.05
TR001407,Assam,Nagaon,26.2288,92.7543,123,0.4,SOUTH_EAST,PLAINS,0.88
TR001408,Meghalaya,East Khasi Hills,25.6029,91.9758,1497,29.3,SOUTH,PLATEAU_ESCARPMENT,2.52
TR001409,Meghalaya,West Khasi Hills,25.4314,91.1467,1323,27.1,WEST,PLATEAU_ESCARPMENT,2.09
TR001410,Meghalaya,Ri-Bhoi,25.9712,91.9718,585,15.2,SOUTH_WEST,DISSECTED_HILLS,1.52
TR001411,Meghalaya,West Jaintia Hills,25.3433,92.1025,1305,25.7,SOUTH_WEST,DISSECTED_HILLS,1.02
TR001412,Sikkim,East Sikkim,27.3657,88.6036,1637,43.0,SOUTH_WEST,VALLEY_GORGE,0.05
TR001413,Sikkim,North Sikkim,27.5137,88.5425,2421,50.8,SOUTH_WEST,HIGH_ALPINE,0.62
TR001414,Sikkim,South Sikkim,27.3011,88.3089,1331,35.5,NORTH,VALLEY_GORGE,0.35
TR001415,Nagaland,Kohima,25.7187,94.2302,1384,37.5,EAST,DISSECTED_HILLS,1.98
TR001416,Nagaland,Dimapur,26.0391,93.7847,235,4.7,SOUTH,PLAINS,0.81
TR001417,Nagaland,Mokokchung,26.2904,94.5617,1349,30.3,SOUTH_EAST,DISSECTED_HILLS,2.38
TR001418,Manipur,Imphal West,24.7036,94.0469,834,1.9,WEST,RIVER_VALLEY,0.26
TR001419,Manipur,Bishnupur,24.7706,93.8928,827,2.3,NORTH,RIVER_VALLEY,0.11
TR001420,Manipur,Senapati,25.3568,93.9306,1216,31.3,SOUTH,DISSECTED_HILLS,1.25
TR001421,Mizoram,Aizawl,23.7088,92.6628,1173,34.3,NORTH_EAST,RIDGE_SLOPE,2.01
TR001422,Mizoram,Kolasib,24.0802,92.7899,655,25.9,NORTH_EAST,DISSECTED_HILLS,1.27
TR001423,Mizoram,Lunglei,22.9511,92.8679,1002,32.6,NORTH,RIDGE_SLOPE,2.82
TR001424,Tripura,West Tripura,23.9276,91.3841,64,0.9,SOUTH_EAST,ROLLING_PLAINS,0.99
TR001425,Tripura,Sipahijala,23.6113,91.3808,42,4.2,NORTH_WEST,ROLLING_PLAINS,2.84
TR001426,Tripura,Dhalai,23.7082,91.7156,162,10.4,SOUTH,LOW_HILLS,1.64
TR001427,Arunachal Pradesh,Tawang,27.6284,91.7103,2865,45.1,NORTH,HIGH_ALPINE,5.15
TR001428,Arunachal Pradesh,West Kameng,27.1392,92.3132,2206,39.1,WEST,STEEP_MOUNTAIN,4.75
TR001429,Arunachal Pradesh,Papum Pare,27.1452,93.5056,336,19.4,NORTH,DISSECTED_HILLS,1.47
TR001430,Arunachal Pradesh,East Siang,28.0118,95.3195,189,7.4,NORTH,RIVER_VALLEY,0.26
TR001431,Arunachal Pradesh,Lower Subansiri,27.5779,93.7783,1536,30.9,SOUTH,STEEP_MOUNTAIN,2.82
TR001432,Assam,Kamrup Metropolitan,26.0491,91.8491,115,2.9,SOUTH_WEST,PLAINS,0.92
TR001433,Assam,Kamrup Rural,26.0412,91.4189,69,1.6,NORTH_EAST,PLAINS,0.76
TR001434,Assam,Darrang,26.5741,92.1732,20,0.4,EAST,FLOOD_BASIN,0.6
TR001435,Assam,Sonitpur,26.4987,92.828,94,0.9,WEST,RIVER_VALLEY,0.31
TR001436,Assam,Dibrugarh,27.4332,95.0462,63,0.4,WEST,FLOOD_BASIN,0.49
TR001437,Assam,Cachar,24.9153,92.9074,70,2.7,SOUTH,FLOOD_BASIN,0.05
TR001438,Assam,Nagaon,26.4093,92.5912,114,2.6,NORTH_WEST,PLAINS,0.62
TR001439,Meghalaya,East Khasi Hills,25.6527,91.8579,1485,32.3,SOUTH,PLATEAU_ESCARPMENT,2.34
TR001440,Meghalaya,West Khasi Hills,25.6586,91.1949,1306,26.4,SOUTH,PLATEAU_ESCARPMENT,1.67
TR001441,Meghalaya,Ri-Bhoi,25.9877,91.7386,523,15.2,SOUTH_EAST,DISSECTED_HILLS,1.54
TR001442,Meghalaya,West Jaintia Hills,25.3745,92.2249,1352,25.8,NORTH_WEST,DISSECTED_HILLS,0.86
TR001443,Sikkim,East Sikkim,27.2289,88.5535,1678,41.5,WEST,VALLEY_GORGE,0.05
TR001444,Sikkim,North Sikkim,27.465,88.527,2466,47.3,NORTH_EAST,HIGH_ALPINE,0.11
TR001445,Sikkim,South Sikkim,27.0376,88.2999,1270,36.1,NORTH,VALLEY_GORGE,0.38
TR001446,Nagaland,Kohima,25.707,94.1598,1482,36.3,EAST,DISSECTED_HILLS,2.04
TR001447,Nagaland,Dimapur,25.7705,93.6536,214,3.2,SOUTH_WEST,PLAINS,1.29
TR001448,Nagaland,Mokokchung,26.3764,94.4097,1374,31.3,SOUTH,DISSECTED_HILLS,2.23
TR001449,Manipur,Imphal West,24.7451,93.9379,844,1.4,SOUTH,RIVER_VALLEY,0.55
TR001450,Manipur,Bishnupur,24.5093,93.8276,765,1.7,SOUTH_WEST,RIVER_VALLEY,0.13
TR001451,Manipur,Senapati,25.1232,93.8984,1301,31.9,EAST,DISSECTED_HILLS,1.33
TR001452,Mizoram,Aizawl,23.6853,92.6966,1185,34.9,NORTH_WEST,RIDGE_SLOPE,2.15
TR001453,Mizoram,Kolasib,24.2985,92.6091,590,24.2,NORTH_EAST,DISSECTED_HILLS,1.06
TR001454,Mizoram,Lunglei,22.9511,92.7374,979,31.8,SOUTH,RIDGE_SLOPE,2.85
TR001455,Tripura,West Tripura,23.8725,91.2688,20,0.4,NORTH_EAST,ROLLING_PLAINS,1.1
TR001456,Tripura,Sipahijala,23.4958,91.2401,62,2.8,SOUTH_EAST,ROLLING_PLAINS,2.63
TR001457,Tripura,Dhalai,23.9686,91.8485,136,11.3,SOUTH,LOW_HILLS,1.81
TR001458,Arunachal Pradesh,Tawang,27.5817,91.8573,2948,45.6,NORTH_EAST,HIGH_ALPINE,5.05
TR001459,Arunachal Pradesh,West Kameng,27.2194,92.327,2176,36.4,SOUTH_WEST,STEEP_MOUNTAIN,4.36
TR001460,Arunachal Pradesh,Papum Pare,27.103,93.5484,374,19.3,NORTH_WEST,DISSECTED_HILLS,1.09
TR001461,Arunachal Pradesh,East Siang,28.2154,95.1772,193,9.6,NORTH_EAST,RIVER_VALLEY,0.42
TR001462,Arunachal Pradesh,Lower Subansiri,27.4231,93.9105,1586,30.4,EAST,STEEP_MOUNTAIN,2.76
TR001463,Assam,Kamrup Metropolitan,26.0798,91.8806,20,0.7,NORTH_EAST,PLAINS,0.93
TR001464,Assam,Kamrup Rural,26.3204,91.6631,20,0.4,EAST,PLAINS,0.65
TR001465,Assam,Darrang,26.5143,92.025,72,3.4,WEST,FLOOD_BASIN,0.44
TR001466,Assam,Sonitpur,26.4855,92.9335,101,2.7,SOUTH,RIVER_VALLEY,0.54
TR001467,Assam,Dibrugarh,27.607,95.0619,164,3.1,NORTH_WEST,FLOOD_BASIN,0.52
TR001468,Assam,Cachar,24.7467,92.6435,47,0.7,NORTH_EAST,FLOOD_BASIN,0.47
TR001469,Assam,Nagaon,26.4183,92.6981,81,0.4,WEST,PLAINS,0.71
TR001470,Meghalaya,East Khasi Hills,25.4822,92.0328,1540,30.0,NORTH_WEST,PLATEAU_ESCARPMENT,1.96
TR001471,Meghalaya,West Khasi Hills,25.4225,91.2266,1271,26.9,NORTH_EAST,PLATEAU_ESCARPMENT,2.04
TR001472,Meghalaya,Ri-Bhoi,25.9462,91.7662,552,18.0,NORTH_EAST,DISSECTED_HILLS,1.73
TR001473,Meghalaya,West Jaintia Hills,25.5765,92.3211,1347,24.2,NORTH,DISSECTED_HILLS,1.28
TR001474,Sikkim,East Sikkim,27.4385,88.6103,1652,41.7,NORTH,VALLEY_GORGE,0.1
TR001475,Sikkim,North Sikkim,27.4305,88.5801,2401,49.8,NORTH_WEST,HIGH_ALPINE,0.58
TR001476,Sikkim,South Sikkim,27.2042,88.3302,1294,34.2,SOUTH_WEST,VALLEY_GORGE,0.48
TR001477,Nagaland,Kohima,25.8171,94.1615,1462,36.7,NORTH_EAST,DISSECTED_HILLS,1.65
TR001478,Nagaland,Dimapur,25.9054,93.7664,202,1.7,EAST,PLAINS,0.95
TR001479,Nagaland,Mokokchung,26.1988,94.6105,1298,29.2,NORTH_EAST,DISSECTED_HILLS,1.93
TR001480,Manipur,Imphal West,24.9379,94.0393,791,1.8,NORTH,RIVER_VALLEY,0.62
TR001481,Manipur,Bishnupur,24.6477,93.8897,775,1.5,SOUTH,RIVER_VALLEY,0.33
TR001482,Manipur,Senapati,25.1383,94.0583,1262,31.1,SOUTH_EAST,DISSECTED_HILLS,1.38
TR001483,Mizoram,Aizawl,23.7528,92.7982,1072,31.1,WEST,RIDGE_SLOPE,2.18
TR001484,Mizoram,Kolasib,24.1239,92.5847,600,22.2,EAST,DISSECTED_HILLS,1.22
TR001485,Mizoram,Lunglei,22.9413,92.6842,1052,31.3,NORTH_WEST,RIDGE_SLOPE,2.69
TR001486,Tripura,West Tripura,23.8686,91.2163,92,4.0,NORTH_EAST,ROLLING_PLAINS,1.07
TR001487,Tripura,Sipahijala,23.5405,91.3861,49,1.8,NORTH_WEST,ROLLING_PLAINS,2.99
TR001488,Tripura,Dhalai,23.8301,91.7054,130,10.1,WEST,LOW_HILLS,1.46
TR001489,Arunachal Pradesh,Tawang,27.5792,91.9169,2951,45.3,SOUTH_EAST,HIGH_ALPINE,5.43
TR001490,Arunachal Pradesh,West Kameng,27.3323,92.3567,2244,40.4,SOUTH,STEEP_MOUNTAIN,4.48
TR001491,Arunachal Pradesh,Papum Pare,27.1525,93.6737,310,20.0,SOUTH_EAST,DISSECTED_HILLS,1.01
TR001492,Arunachal Pradesh,East Siang,27.9565,95.2332,199,6.8,NORTH_EAST,RIVER_VALLEY,0.78
TR001493,Arunachal Pradesh,Lower Subansiri,27.6577,93.7428,1583,30.6,NORTH_WEST,STEEP_MOUNTAIN,2.71
TR001494,Assam,Kamrup Metropolitan,26.2471,91.8437,63,0.4,SOUTH_WEST,PLAINS,0.75
TR001495,Assam,Kamrup Rural,26.174,91.5542,20,0.4,EAST,PLAINS,0.94
TR001496,Assam,Darrang,26.5236,92.0146,54,1.0,SOUTH_EAST,FLOOD_BASIN,0.61
TR001497,Assam,Sonitpur,26.6594,92.703,90,3.7,NORTH,RIVER_VALLEY,0.5
TR001498,Assam,Dibrugarh,27.423,94.7928,156,1.9,SOUTH_EAST,FLOOD_BASIN,0.79
TR001499,Assam,Cachar,24.9379,92.85,41,3.0,SOUTH_WEST,FLOOD_BASIN,0.6
TR001500,Assam,Nagaon,26.2063,92.6539,69,1.5,EAST,PLAINS,0.85
TR001501,Meghalaya,East Khasi Hills,25.6324,91.9883,1492,29.2,WEST,PLATEAU_ESCARPMENT,1.99
