flood_id,date,state,district,latitude,longitude,rainfall_24h_mm,river_level_m,river_distance_km,elevation_m,flood_occurred,severity,road_blocked,duration_hours,current_system_score
FL001380,2025-08-17,Meghalaya,West Jaintia Hills,25.4778,92.3231,142.1,5.86,0.92,1278,0,NONE,0,0.0,0.233
FL001381,2025-08-17,Sikkim,East Sikkim,27.2398,88.618,40.8,3.67,0.41,1594,0,NONE,0,0.0,0.079
FL001382,2025-08-17,Sikkim,North Sikkim,27.5204,88.6704,86.8,4.78,0.36,2424,0,NONE,0,0.0,0.161
FL001383,2025-08-17,Sikkim,South Sikkim,27.0267,88.295,83.5,6.5,0.52,1313,0,NONE,0,0.0,0.369
FL001384,2025-08-17,Nagaland,Kohima,25.7676,93.9886,117.2,3.63,1.87,1466,0,NONE,0,0.0,0.113
FL001385,2025-08-17,Nagaland,Dimapur,26.0002,93.7777,121.6,14.96,0.89,156,1,CRITICAL,1,21.2,0.884
FL001386,2025-08-17,Nagaland,Mokokchung,26.3058,94.5191,61.2,3.66,1.9,1368,0,NONE,0,0.0,0.137
FL001387,2025-08-17,Manipur,Imphal West,24.9221,93.851,106.4,6.05,0.9,758,0,NONE,0,0.0,0.298
FL001388,2025-08-17,Manipur,Bishnupur,24.603,93.6823,110.5,2.84,0.52,805,0,NONE,0,0.0,0.067
FL001389,2025-08-18,Manipur,Senapati,25.2835,94.0376,136.4,2.79,1.67,1224,0,NONE,0,0.0,0.369
FL001390,2025-08-18,Mizoram,Aizawl,23.7197,92.6305,99.3,4.33,2.29,1171,0,NONE,0,0.0,0.183
FL001391,2025-08-18,Mizoram,Kolasib,24.2214,92.62,157.6,5.18,1.08,634,0,NONE,0,0.0,0.105
FL001392,2025-08-18,Mizoram,Lunglei,22.8507,92.7775,82.7,3.6,2.61,1018,0,NONE,0,0.0,0.046
FL001393,2025-08-18,Tripura,West Tripura,23.9458,91.3252,153.9,6.37,1.32,41,0,NONE,0,0.0,0.081
FL001394,2025-08-18,Tripura,Sipahijala,23.5489,91.4506,43.0,2.8,2.72,67,0,NONE,0,0.0,0.207
FL001395,2025-08-18,Tripura,Dhalai,23.8914,91.9427,33.1,5.7,1.63,189,0,NONE,0,0.0,0.141
FL001396,2025-08-18,Arunachal Pradesh,Tawang,27.6059,91.8974,174.8,3.98,5.25,2906,0,NONE,0,0.0,0.318
FL001397,2025-08-18,Arunachal Pradesh,West Kameng,27.1866,92.4898,149.6,2.54,4.53,2237,0,NONE,0,0.0,0.175
FL001398,2025-08-18,Arunachal Pradesh,Papum Pare,27.046,93.7157,144.2,2.85,1.5,268,0,NONE,0,0.0,0.11
FL001399,2025-08-19,Arunachal Pradesh,East Siang,27.9961,95.2621,151.1,12.63,0.54,115,1,CRITICAL,1,59.0,0.873
FL001400,2025-08-19,Arunachal Pradesh,Lower Subansiri,27.5218,93.7141,115.4,2.66,3.07,1524,0,NONE,0,0.0,0.274
FL001401,2025-08-19,Assam,Kamrup Metropolitan,26.0877,91.7318,102.8,12.04,1.14,50,1,HIGH,1,78.6,0.747
FL001402,2025-08-19,Assam,Kamrup Rural,26.0956,91.4938,97.7,5.09,0.87,20,0,NONE,0,0.0,0.08
FL001403,2025-08-19,Assam,Darrang,26.4996,91.9338,89.7,10.8,0.52,101,1,HIGH,1,40.1,0.71
FL001404,2025-08-19,Assam,Sonitpur,26.7185,92.6592,97.8,3.83,0.64,132,0,NONE,0,0.0,0.285
FL001405,2025-08-19,Assam,Dibrugarh,27.583,95.0322,73.1,11.5,0.59,100,1,MEDIUM,0,0.0,0.886
FL001406,2025-08-19,Assam,Cachar,24.949,92.748,146.2,12.11,0.05,72,1,CRITICAL,1,30.0,0.833
FL001407,2025-08-19,Assam,Nagaon,26.2288,92.7543,65.8,2.71,0.88,123,0,NONE,0,0.0,0.324
FL001408,2025-08-19,Meghalaya,East Khasi Hills,25.6029,91.9758,255.1,3.12,2.52,1497,0,NONE,0,0.0,0.31
FL001409,2025-08-20,Meghalaya,West Khasi Hills,25.4314,91.1467,47.6,3.87,2.09,1323,0,NONE,0,0.0,0.231
FL001410,2025-08-20,Meghalaya,Ri-Bhoi,25.9712,91.9718,235.8,3.42,1.52,585,0,NONE,0,0.0,0.333
FL001411,2025-08-20,Meghalaya,West Jaintia Hills,25.3433,92.1025,237.8,4.05,1.02,1305,0,NONE,0,0.0,0.094
FL001412,2025-08-20,Sikkim,East Sikkim,27.3657,88.6036,36.0,2.92,0.05,1637,0,NONE,0,0.0,0.06
FL001413,2025-08-20,Sikkim,North Sikkim,27.5137,88.5425,136.5,3.84,0.62,2421,0,NONE,0,0.0,0.117
FL001414,2025-08-20,Sikkim,South Sikkim,27.3011,88.3089,136.4,11.98,0.35,1331,1,CRITICAL,1,88.9,0.716
FL001415,2025-08-20,Nagaland,Kohima,25.7187,94.2302,86.2,5.96,1.98,1384,0,NONE,0,0.0,0.211
FL001416,2025-08-20,Nagaland,Dimapur,26.0391,93.7847,133.5,10.68,0.81,235,1,CRITICAL,1,27.3,0.962
FL001417,2025-08-20,Nagaland,Mokokchung,26.2904,94.5617,163.9,3.98,2.38,1349,0,NONE,0,0.0,0.034
FL001418,2025-08-20,Manipur,Imphal West,24.7036,94.0469,103.2,11.74,0.26,834,1,HIGH,1,28.5,0.734
FL001419,2025-08-21,Manipur,Bishnupur,24.7706,93.8928,112.0,4.19,0.11,827,0,NONE,0,0.0,0.183
FL001420,2025-08-21,Manipur,Senapati,25.3568,93.9306,78.1,3.8,1.25,1216,0,NONE,0,0.0,0.356
FL001421,2025-08-21,Mizoram,Aizawl,23.7088,92.6628,85.6,5.03,2.01,1173,0,NONE,0,0.0,0.134
FL001422,2025-08-21,Mizoram,Kolasib,24.0802,92.7899,116.7,6.32,1.27,655,0,NONE,0,0.0,0.203
FL001423,2025-08-21,Mizoram,Lunglei,22.9511,92.8679,144.7,5.99,2.82,1002,0,NONE,0,0.0,0.035
FL001424,2025-08-21,Tripura,West Tripura,23.9276,91.3841,124.8,10.73,0.99,64,1,CRITICAL,1,44.1,0.742
FL001425,2025-08-21,Tripura,Sipahijala,23.6113,91.3808,56.3,5.9,2.84,42,0,NONE,0,0.0,0.375
FL001426,2025-08-21,Tripura,Dhalai,23.7082,91.7156,65.8,2.64,1.64,162,0,NONE,0,0.0,0.367
FL001427,2025-08-21,Arunachal Pradesh,Tawang,27.6284,91.7103,121.7,3.3,5.15,2865,0,NONE,0,0.0,0.022
FL001428,2025-08-21,Arunachal Pradesh,West Kameng,27.1392,92.3132,109.1,6.09,4.75,2206,0,NONE,0,0.0,0.363
FL001429,2025-08-22,Arunachal Pradesh,Papum Pare,27.1452,93.5056,62.0,3.25,1.47,336,0,NONE,0,0.0,0.25
FL001430,2025-08-22,Arunachal Pradesh,East Siang,28.0118,95.3195,51.9,2.53,0.26,189,0,NONE,0,0.0,0.332
FL001431,2025-08-22,Arunachal Pradesh,Lower Subansiri,27.5779,93.7783,50.1,3.08,2.82,1536,0,NONE,0,0.0,0.184
FL001432,2025-08-22,Assam,Kamrup Metropolitan,26.0491,91.8491,148.1,15.13,0.92,115,1,CRITICAL,1,61.5,0.844
FL001433,2025-08-22,Assam,Kamrup Rural,26.0412,91.4189,130.6,10.51,0.76,69,1,CRITICAL,1,75.1,0.837
FL001434,2025-08-22,Assam,Darrang,26.5741,92.1732,136.7,4.7,0.6,20,0,NONE,0,0.0,0.26
FL001435,2025-08-22,Assam,Sonitpur,26.4987,92.828,144.3,13.72,0.31,94,1,CRITICAL,1,80.1,0.739
FL001436,2025-08-22,Assam,Dibrugarh,27.4332,95.0462,146.1,11.31,0.49,63,1,CRITICAL,1,65.1,0.708
FL001437,2025-08-22,Assam,Cachar,24.9153,92.9074,143.7,5.75,0.05,70,0,NONE,0,0.0,0.131
FL001438,2025-08-22,Assam,Nagaon,26.4093,92.5912,150.1,9.59,0.62,114,1,CRITICAL,1,27.5,0.897
FL001439,2025-08-23,Meghalaya,East Khasi Hills,25.6527,91.8579,193.3,6.22,2.34,1485,0,NONE,0,0.0,0.093
FL001440,2025-08-23,Meghalaya,West Khasi Hills,25.6586,91.1949,103.7,5.44,1.67,1306,0,NONE,0,0.0,0.262
FL001441,2025-08-23,Meghalaya,Ri-Bhoi,25.9877,91.7386,188.8,4.95,1.54,523,0,NONE,0,0.0,0.369
FL001442,2025-08-23,Meghalaya,West Jaintia Hills,25.3745,92.2249,244.2,3.45,0.86,1352,0,NONE,0,0.0,0.054
FL001443,2025-08-23,Sikkim,East Sikkim,27.2289,88.5535,142.5,15.1,0.05,1678,1,CRITICAL,1,86.2,0.888
FL001444,2025-08-23,Sikkim,North Sikkim,27.465,88.527,119.8,5.32,0.11,2466,0,NONE,0,0.0,0.18
FL001445,2025-08-23,Sikkim,South Sikkim,27.0376,88.2999,88.2,3.58,0.38,1270,0,NONE,0,0.0,0.333
FL001446,2025-08-23,Nagaland,Kohima,25.707,94.1598,111.7,2.74,2.04,1482,0,NONE,0,0.0,0.084
FL001447,2025-08-23,Nagaland,Dimapur,25.7705,93.6536,96.9,5.75,1.29,214,0,NONE,0,0.0,0.269
FL001448,2025-08-23,Nagaland,Mokokchung,26.3764,94.4097,100.0,4.94,2.23,1374,0,NONE,0,0.0,0.322
FL001449,2025-08-24,Manipur,Imphal West,24.7451,93.9379,90.2,4.52,0.55,844,0,NONE,0,0.0,0.36
FL001450,2025-08-24,Manipur,Bishnupur,24.5093,93.8276,31.1,3.16,0.13,765,0,NONE,0,0.0,0.266
FL001451,2025-08-24,Manipur,Senapati,25.1232,93.8984,153.9,5.38,1.33,1301,0,NONE,0,0.0,0.199
FL001452,2025-08-24,Mizoram,Aizawl,23.6853,92.6966,143.3,5.0,2.15,1185,0,NONE,0,0.0,0.242
FL001453,2025-08-24,Mizoram,Kolasib,24.2985,92.6091,97.1,6.27,1.06,590,0,NONE,0,0.0,0.333
FL001454,2025-08-24,Mizoram,Lunglei,22.9511,92.7374,75.9,2.94,2.85,979,0,NONE,0,0.0,0.225
FL001455,2025-08-24,Tripura,West Tripura,23.8725,91.2688,143.1,3.04,1.1,20,0,NONE,0,0.0,0.031
FL001456,2025-08-24,Tripura,Sipahijala,23.4958,91.2401,75.8,5.3,2.63,62,0,NONE,0,0.0,0.355
FL001457,2025-08-24,Tripura,Dhalai,23.9686,91.8485,55.4,5.67,1.81,136,0,NONE,0,0.0,0.268
FL001458,2025-08-24,Arunachal Pradesh,Tawang,27.5817,91.8573,79.4,3.24,5.05,2948,0,NONE,0,0.0,0.264
FL001459,2025-08-25,Arunachal Pradesh,West Kameng,27.2194,92.327,194.0,4.58,4.36,2176,0,NONE,0,0.0,0.098
FL001460,2025-08-25,Arunachal Pradesh,Papum Pare,27.103,93.5484,181.9,5.93,1.09,374,0,NONE,0,0.0,0.257
FL001461,2025-08-25,Arunachal Pradesh,East Siang,28.2154,95.1772,177.6,13.55,0.42,193,1,CRITICAL,1,25.8,0.81
FL001462,2025-08-25,Arunachal Pradesh,Lower Subansiri,27.4231,93.9105,192.7,5.95,2.76,1586,0,NONE,0,0.0,0.254
FL001463,2025-08-25,Assam,Kamrup Metropolitan,26.0798,91.8806,155.3,11.53,0.93,20,1,CRITICAL,1,31.4,0.73
FL001464,2025-08-25,Assam,Kamrup Rural,26.3204,91.6631,122.0,11.39,0.65,20,1,CRITICAL,1,42.6,0.884
FL001465,2025-08-25,Assam,Darrang,26.5143,92.025,81.7,10.99,0.44,72,1,HIGH,1,50.8,0.98
FL001466,2025-08-25,Assam,Sonitpur,26.4855,92.9335,138.7,14.84,0.54,101,1,CRITICAL,1,38.5,0.713
FL001467,2025-08-25,Assam,Dibrugarh,27.607,95.0619,147.6,11.74,0.52,164,1,CRITICAL,1,65.2,0.974
FL001468,2025-08-25,Assam,Cachar,24.7467,92.6435,56.4,4.25,0.47,47,0,NONE,0,0.0,0.166
FL001469,2025-08-26,Assam,Nagaon,26.4183,92.6981,116.3,9.97,0.71,81,1,CRITICAL,1,24.8,0.944
FL001470,2025-08-26,Meghalaya,East Khasi Hills,25.4822,92.0328,162.3,3.84,1.96,1540,0,NONE,0,0.0,0.302
FL001471,2025-08-26,Meghalaya,West Khasi Hills,25.4225,91.2266,153.4,6.31,2.04,1271,0,NONE,0,0.0,0.224
FL001472,2025-08-26,Meghalaya,Ri-Bhoi,25.9462,91.7662,194.8,3.18,1.73,552,0,NONE,0,0.0,0.286
FL001473,2025-08-26,Meghalaya,West Jaintia Hills,25.5765,92.3211,140.0,5.06,1.28,1347,0,NONE,0,0.0,0.336
FL001474,2025-08-26,Sikkim,East Sikkim,27.4385,88.6103,59.0,3.04,0.1,1652,0,NONE,0,0.0,0.165
FL001475,2025-08-26,Sikkim,North Sikkim,27.4305,88.5801,83.5,6.01,0.58,2401,0,NONE,0,0.0,0.138
FL001476,2025-08-26,Sikkim,South Sikkim,27.2042,88.3302,136.7,3.09,0.48,1294,0,NONE,0,0.0,0.26
FL001477,2025-08-26,Nagaland,Kohima,25.8171,94.1615,68.6,3.58,1.65,1462,0,NONE,0,0.0,0.311
FL001478,2025-08-26,Nagaland,Dimapur,25.9054,93.7664,66.6,11.93,0.95,202,1,MEDIUM,0,0.0,0.913
FL001479,2025-08-27,Nagaland,Mokokchung,26.1988,94.6105,144.9,4.38,1.93,1298,0,NONE,0,0.0,0.307
FL001480,2025-08-27,Manipur,Imphal West,24.9379,94.0393,88.3,4.97,0.62,791,0,NONE,0,0.0,0.177
FL001481,2025-08-27,Manipur,Bishnupur,24.6477,93.8897,60.5,3.43,0.33,775,0,NONE,0,0.0,0.314
FL001482,2025-08-27,Manipur,Senapati,25.1383,94.0583,126.8,4.04,1.38,1262,0,NONE,0,0.0,0.063
FL001483,2025-08-27,Mizoram,Aizawl,23.7528,92.7982,37.2,4.34,2.18,1072,0,NONE,0,0.0,0.216
FL001484,2025-08-27,Mizoram,Kolasib,24.1239,92.5847,111.9,2.77,1.22,600,0,NONE,0,0.0,0.022
FL001485,2025-08-27,Mizoram,Lunglei,22.9413,92.6842,147.1,4.47,2.69,1052,0,NONE,0,0.0,0.137
FL001486,2025-08-27,Tripura,West Tripura,23.8686,91.2163,65.6,4.54,1.07,92,0,NONE,0,0.0,0.152
FL001487,2025-08-27,Tripura,Sipahijala,23.5405,91.3861,128.8,6.06,2.99,49,0,NONE,0,0.0,0.163
FL001488,2025-08-27,Tripura,Dhalai,23.8301,91.7054,93.7,3.51,1.46,130,0,NONE,0,0.0,0.27
FL001489,2025-08-28,Arunachal Pradesh,Tawang,27.5792,91.9169,211.3,2.72,5.43,2951,0,NONE,0,0.0,0.16
FL001490,2025-08-28,Arunachal Pradesh,West Kameng,27.3323,92.3567,189.0,4.94,4.48,2244,0,NONE,0,0.0,0.182
FL001491,2025-08-28,Arunachal Pradesh,Papum Pare,27.1525,93.6737,60.2,3.39,1.01,310,0,NONE,0,0.0,0.106
FL001492,2025-08-28,Arunachal Pradesh,East Siang,27.9565,95.2332,136.5,14.41,0.78,199,1,CRITICAL,1,74.4,0.805
FL001493,2025-08-28,Arunachal Pradesh,Lower Subansiri,27.6577,93.7428,188.3,3.38,2.71,1583,0,NONE,0,0.0,0.102
FL001494,2025-08-28,Assam,Kamrup Metropolitan,26.2471,91.8437,119.4,11.53,0.75,63,1,CRITICAL,1,27.4,0.72
FL001495,2025-08-28,Assam,Kamrup Rural,26.174,91.5542,163.5,10.53,0.94,20,1,CRITICAL,1,24.2,0.869
FL001496,2025-08-28,Assam,Darrang,26.5236,92.0146,128.1,9.98,0.61,54,1,CRITICAL,1,52.9,0.887
FL001497,2025-08-28,Assam,Sonitpur,26.6594,92.703,137.8,9.59,0.5,90,1,CRITICAL,1,68.9,0.873
FL001498,2025-08-28,Assam,Dibrugarh,27.423,94.7928,93.1,10.36,0.79,156,1,HIGH,1,94.1,0.83
FL001499,2025-08-29,Assam,Cachar,24.9379,92.85,136.6,3.8,0.6,41,0,NONE,0,0.0,0.157
FL001500,2025-08-29,Assam,Nagaon,26.2063,92.6539,155.0,13.17,0.85,69,1,CRITICAL,1,30.7,0.942
FL001501,2025-08-29,Meghalaya,East Khasi Hills,25.6324,91.9883,61.8,6.0,1.99,1492,0,NONE,0,0.0,0.207
FL001502,2025-08-29,Meghalaya,West Khasi Hills,25.3657,91.2829,236.8,2.73,2.13,1290,0,NONE,0,0.0,0.193
FL001503,2025-08-29,Meghalaya,Ri-Bhoi,25.8751,91.872,148.6,5.23,1.67,553,0,NONE,0,0.0,0.029
FL001504,2025-08-29,Meghalaya,West Jaintia Hills,25.4345,92.1809,148.1,6.16,0.97,1290,0,NONE,0,0.0,0.143
FL001505,2025-08-29,Sikkim,East Sikkim,27.2921,88.5261,103.9,13.92,0.3,1618,1,HIGH,1,64.6,0.806
FL001506,2025-08-29,Sikkim,North Sikkim,27.6265,88.656,111.9,5.9,0.14,2481,0,NONE,0,0.0,0.164
FL001507,2025-08-29,Sikkim,South Sikkim,27.108,88.4134,41.1,2.58,0.59,1293,0,NONE,0,0.0,0.229
FL001508,2025-08-29,Nagaland,Kohima,25.7455,94.1974,85.7,3.58,1.66,1482,0,NONE,0,0.0,0.212
FL001509,2025-08-30,Nagaland,Dimapur,25.819,93.7847,30.3,5.19,0.73,146,0,NONE,0,0.0,0.239
FL001510,2025-08-30,Nagaland,Mokokchung,26.2348,94.5517,63.8,5.0,2.46,1272,0,NONE,0,0.0,0.295
FL001511,2025-08-30,Manipur,Imphal West,24.8151,93.8572,159.0,3.22,0.26,796,0,NONE,0,0.0,0.313
FL001512,2025-08-30,Manipur,Bishnupur,24.7467,93.7216,156.7,5.12,0.61,730,0,NONE,0,0.0,0.279
FL001513,2025-08-30,Manipur,Senapati,25.261,94.102,46.0,6.28,1.55,1233,0,NONE,0,0.0,0.364
FL001514,2025-08-30,Mizoram,Aizawl,23.6133,92.6348,79.1,4.41,2.26,1103,0,NONE,0,0.0,0.027
FL001515,2025-08-30,Mizoram,Kolasib,24.3008,92.761,162.9,6.09,1.05,621,0,NONE,0,0.0,0.09
FL001516,2025-08-30,Mizoram,Lunglei,22.937,92.7446,51.2,3.37,2.28,1045,0,NONE,0,0.0,0.023
FL001517,2025-08-30,Tripura,West Tripura,23.9654,91.3765,142.5,4.15,1.58,82,0,NONE,0,0.0,0.253
FL001518,2025-08-30,Tripura,Sipahijala,23.7195,91.3449,140.3,5.6,3.09,81,0,NONE,0,0.0,0.343
FL001519,2025-08-31,Tripura,Dhalai,23.7126,91.7316,104.3,4.17,1.48,160,0,NONE,0,0.0,0.108
FL001520,2025-08-31,Arunachal Pradesh,Tawang,27.5446,91.9279,99.9,6.05,5.28,2930,0,NONE,0,0.0,0.354
FL001521,2025-08-31,Arunachal Pradesh,West Kameng,27.3343,92.2957,76.3,3.33,4.78,2222,0,NONE,0,0.0,0.042
FL001522,2025-08-31,Arunachal Pradesh,Papum Pare,26.9873,93.5272,106.2,5.76,0.95,313,0,NONE,0,0.0,0.356
FL001523,2025-08-31,Arunachal Pradesh,East Siang,28.1664,95.3181,143.3,9.75,0.21,131,1,CRITICAL,1,93.7,0.798
FL001524,2025-08-31,Arunachal Pradesh,Lower Subansiri,27.5117,93.9065,147.6,4.06,2.71,1546,0,NONE,0,0.0,0.057
FL001525,2025-08-31,Assam,Kamrup Metropolitan,26.2205,91.7451,139.2,11.94,1.07,95,1,CRITICAL,1,95.8,0.836
FL001526,2025-08-31,Assam,Kamrup Rural,26.159,91.5348,47.5,5.67,0.69,56,0,NONE,0,0.0,0.112
FL001527,2025-08-31,Assam,Darrang,26.5067,92.1641,66.8,3.86,0.06,48,0,NONE,0,0.0,0.123
FL001528,2025-08-31,Assam,Sonitpur,26.7257,92.9257,148.5,13.2,0.51,28,1,CRITICAL,1,69.1,0.786
FL001529,2025-09-01,Assam,Dibrugarh,27.5545,94.8922,95.1,13.37,0.58,98,1,HIGH,1,90.0,0.925
FL001530,2025-09-01,Assam,Cachar,24.8757,92.8997,55.4,2.71,0.59,20,0,NONE,0,0.0,0.214
FL001531,2025-09-01,Assam,Nagaon,26.4349,92.7967,124.0,13.04,1.03,41,1,CRITICAL,1,51.6,0.787
FL001532,2025-09-01,Meghalaya,East Khasi Hills,25.639,92.0054,104.0,3.94,2.54,1522,0,NONE,0,0.0,0.24
FL001533,2025-09-01,Meghalaya,West Khasi Hills,25.3624,91.1939,52.6,5.27,1.65,1287,0,NONE,0,0.0,0.278
FL001534,2025-09-01,Meghalaya,Ri-Bhoi,25.8712,91.9232,141.1,4.86,1.76,603,0,NONE,0,0.0,0.118
FL001535,2025-09-01,Meghalaya,West Jaintia Hills,25.4956,92.2592,102.3,4.52,1.27,1383,0,NONE,0,0.0,0.169
FL001536,2025-09-01,Sikkim,East Sikkim,27.4215,88.7208,144.9,14.99,0.07,1600,1,CRITICAL,1,94.7,0.734
FL001537,2025-09-01,Sikkim,North Sikkim,27.5675,88.622,75.3,6.06,0.4,2406,0,NONE,0,0.0,0.085
FL001538,2025-09-01,Sikkim,South Sikkim,27.0841,88.3535,148.4,6.21,0.64,1279,0,NONE,0,0.0,0.265
FL001539,2025-09-02,Nagaland,Kohima,25.5731,93.967,110.5,3.75,1.72,1481,0,NONE,0,0.0,0.085
FL001540,2025-09-02,Nagaland,Dimapur,26.0065,93.6687,93.4,11.14,0.72,189,1,HIGH,1,63.6,0.847
FL001541,2025-09-02,Nagaland,Mokokchung,26.193,94.4819,150.1,2.77,1.93,1340,0,NONE,0,0.0,0.275
FL001542,2025-09-02,Manipur,Imphal West,24.894,94.0692,76.1,3.01,0.73,782,0,NONE,0,0.0,0.058
FL001543,2025-09-02,Manipur,Bishnupur,24.6183,93.9094,55.1,3.34,0.43,813,0,NONE,0,0.0,0.224
FL001544,2025-09-02,Manipur,Senapati,25.3244,94.1413,94.9,2.76,1.54,1275,0,NONE,0,0.0,0.112
FL001545,2025-09-02,Mizoram,Aizawl,23.6822,92.653,62.3,2.69,2.12,1170,0,NONE,0,0.0,0.367
FL001546,2025-09-02,Mizoram,Kolasib,24.112,92.6433,64.2,2.55,1.16,644,0,NONE,0,0.0,0.194
FL001547,2025-09-02,Mizoram,Lunglei,22.9047,92.8369,58.0,3.22,2.35,1006,0,NONE,0,0.0,0.31
FL001548,2025-09-02,Tripura,West Tripura,23.8092,91.2604,135.1,5.04,1.53,20,0,NONE,0,0.0,0.218
FL001549,2025-09-03,Tripura,Sipahijala,23.6279,91.2958,79.1,6.31,2.81,20,0,NONE,0,0.0,0.036
FL001550,2025-09-03,Tripura,Dhalai,23.8677,91.9336,132.8,4.94,1.67,191,0,NONE,0,0.0,0.248
FL001551,2025-09-03,Arunachal Pradesh,Tawang,27.5631,91.8414,79.0,2.67,5.43,2959,0,NONE,0,0.0,0.363
FL001552,2025-09-03,Arunachal Pradesh,West Kameng,27.2396,92.3148,160.1,4.1,4.71,2204,0,NONE,0,0.0,0.237
FL001553,2025-09-03,Arunachal Pradesh,Papum Pare,26.9892,93.678,40.7,4.83,1.4,370,0,NONE,0,0.0,0.315
FL001554,2025-09-03,Arunachal Pradesh,East Siang,28.0526,95.1858,180.0,4.52,0.39,115,0,NONE,0,0.0,0.338
FL001555,2025-09-03,Arunachal Pradesh,Lower Subansiri,27.6855,93.8605,127.2,5.47,2.79,1552,0,NONE,0,0.0,0.102
FL001556,2025-09-03,Assam,Kamrup Metropolitan,26.0814,91.743,72.6,4.95,1.19,20,0,NONE,0,0.0,0.096
FL001557,2025-09-03,Assam,Kamrup Rural,26.126,91.5578,149.8,12.47,0.86,99,1,CRITICAL,1,51.4,0.871
FL001558,2025-09-03,Assam,Darrang,26.4285,92.162,46.8,4.94,0.19,31,0,NONE,0,0.0,0.168
FL001559,2025-09-04,Assam,Sonitpur,26.7295,92.7892,118.9,10.03,0.29,33,1,CRITICAL,1,83.7,0.935
FL001560,2025-09-04,Assam,Dibrugarh,27.3362,94.9064,78.4,14.95,0.74,87,1,HIGH,1,62.8,0.952
FL001561,2025-09-04,Assam,Cachar,24.9177,92.7715,110.1,12.23,0.05,57,1,HIGH,1,29.0,0.799
FL001562,2025-09-04,Assam,Nagaon,26.2368,92.7249,154.8,15.02,0.74,101,1,CRITICAL,1,48.2,0.766
FL001563,2025-09-04,Meghalaya,East Khasi Hills,25.6887,91.8409,239.3,6.49,2.36,1532,0,NONE,0,0.0,0.301
FL001564,2025-09-04,Meghalaya,West Khasi Hills,25.4762,91.3801,205.1,5.66,2.17,1263,0,NONE,0,0.0,0.119
FL001565,2025-09-04,Meghalaya,Ri-Bhoi,26.017,91.9508,72.5,3.62,1.36,572,0,NONE,0,0.0,0.316
FL001566,2025-09-04,Meghalaya,West Jaintia Hills,25.3074,92.239,106.7,5.8,1.21,1368,0,NONE,0,0.0,0.173
FL001567,2025-09-04,Sikkim,East Sikkim,27.226,88.6243,57.6,3.86,0.2,1614,0,NONE,0,0.0,0.26
FL001568,2025-09-04,Sikkim,North Sikkim,27.5773,88.6872,62.0,5.98,0.36,2456,0,NONE,0,0.0,0.054
FL001569,2025-09-05,Sikkim,South Sikkim,27.2891,88.2361,133.2,5.45,0.78,1359,0,NONE,0,0.0,0.245
FL001570,2025-09-05,Nagaland,Kohima,25.6076,94.0203,98.1,2.92,2.13,1486,0,NONE,0,0.0,0.183
FL001571,2025-09-05,Nagaland,Dimapur,25.8901,93.8196,119.3,3.92,1.03,212,0,NONE,0,0.0,0.231
FL001572,2025-09-05,Nagaland,Mokokchung,26.3224,94.6502,87.1,6.26,2.12,1303,0,NONE,0,0.0,0.08
FL001573,2025-09-05,Manipur,Imphal West,24.9249,93.882,43.9,5.94,0.89,757,0,NONE,0,0.0,0.285
FL001574,2025-09-05,Manipur,Bishnupur,24.6449,93.7001,45.5,6.07,0.11,733,0,NONE,0,0.0,0.331
FL001575,2025-09-05,Manipur,Senapati,25.202,93.9822,126.1,4.98,1.77,1211,0,NONE,0,0.0,0.098
FL001576,2025-09-05,Mizoram,Aizawl,23.6315,92.7816,76.8,2.71,1.96,1108,0,NONE,0,0.0,0.054
FL001577,2025-09-05,Mizoram,Kolasib,24.1938,92.6273,40.5,4.65,1.53,598,0,NONE,0,0.0,0.029
FL001578,2025-09-05,Mizoram,Lunglei,22.7456,92.6619,90.3,5.79,2.57,1036,0,NONE,0,0.0,0.251
FL001579,2025-09-06,Tripura,West Tripura,23.9072,91.2523,68.3,14.67,1.16,20,1,MEDIUM,0,0.0,0.87
FL001580,2025-09-06,Tripura,Sipahijala,23.6509,91.1816,139.5,6.29,2.7,20,0,NONE,0,0.0,0.217
FL001581,2025-09-06,Tripura,Dhalai,23.9658,91.7807,150.5,2.74,1.51,155,0,NONE,0,0.0,0.104
FL001582,2025-09-06,Arunachal Pradesh,Tawang,27.6025,91.945,85.5,4.2,5.24,2878,0,NONE,0,0.0,0.161
FL001583,2025-09-06,Arunachal Pradesh,West Kameng,27.3684,92.416,113.0,3.66,4.49,2240,0,NONE,0,0.0,0.234
FL001584,2025-09-06,Arunachal Pradesh,Papum Pare,27.246,93.7012,68.6,4.22,1.57,328,0,NONE,0,0.0,0.199
FL001585,2025-09-06,Arunachal Pradesh,East Siang,28.0825,95.1885,66.2,5.9,0.69,199,0,NONE,0,0.0,0.376
FL001586,2025-09-06,Arunachal Pradesh,Lower Subansiri,27.4868,93.9716,204.3,6.03,3.15,1500,0,NONE,0,0.0,0.069
FL001587,2025-09-06,Assam,Kamrup Metropolitan,26.0765,91.6615,116.0,10.66,0.78,82,1,CRITICAL,1,47.9,0.895
FL001588,2025-09-06,Assam,Kamrup Rural,26.2247,91.5875,78.0,6.27,0.45,63,0,NONE,0,0.0,0.166
FL001589,2025-09-07,Assam,Darrang,26.4622,91.902,163.9,3.49,0.13,20,0,NONE,0,0.0,0.174
