landslide_id,date,state,district,latitude,longitude,rainfall_mm,elevation_m,slope_percent,soil_type,landslide_occurred,severity,road_blocked,duration_hours
LS001344,2025-08-13,Assam,Cachar,24.727,92.8528,139.8,20,4.0,Barak_Valley_Alluvium,0,NONE,0,0.0
LS001345,2025-08-13,Assam,Nagaon,26.2434,92.6842,97.1,97,1.6,Alluvial_Clay,0,NONE,0,0.0
LS001346,2025-08-13,Meghalaya,East Khasi Hills,25.4493,91.9892,47.5,1527,28.1,Sandstone_Silt,0,NONE,0,0.0
LS001347,2025-08-13,Meghalaya,West Khasi Hills,25.4175,91.1946,66.3,1335,29.3,Red_Loam,0,NONE,0,0.0
LS001348,2025-08-13,Meghalaya,Ri-Bhoi,25.9676,92.0073,81.2,607,16.5,Laterite_Clay,0,NONE,0,0.0
LS001349,2025-08-14,Meghalaya,West Jaintia Hills,25.4099,92.2268,77.6,1326,26.9,Limestone_Clay,0,NONE,0,0.0
LS001350,2025-08-14,Sikkim,East Sikkim,27.4393,88.7509,164.7,1644,40.6,Loose_Phyllite,1,CRITICAL,1,29.6
LS001351,2025-08-14,Sikkim,North Sikkim,27.3839,88.6954,133.8,2405,48.3,Schist_Shale,0,NONE,0,0.0
LS001352,2025-08-14,Sikkim,South Sikkim,27.1687,88.3084,110.2,1276,36.5,Loose_Phyllite,1,HIGH,1,14.1
LS001353,2025-08-14,Nagaland,Kohima,25.6235,93.9933,99.1,1416,35.6,Disang_Shale,0,NONE,0,0.0
LS001354,2025-08-14,Nagaland,Dimapur,25.9629,93.8298,52.2,163,4.1,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS001355,2025-08-14,Nagaland,Mokokchung,26.4316,94.4266,61.7,1268,33.0,Disang_Shale,0,NONE,0,0.0
LS001356,2025-08-14,Manipur,Imphal West,24.9487,93.897,89.4,726,4.7,Lacustrine_Alluvium,0,NONE,0,0.0
LS001357,2025-08-14,Manipur,Bishnupur,24.514,93.7459,120.9,794,4.4,Lacustrine_Alluvium,0,NONE,0,0.0
LS001358,2025-08-14,Manipur,Senapati,25.2284,94.0685,67.3,1203,30.7,Clayey_Loam,0,NONE,0,0.0
LS001359,2025-08-15,Mizoram,Aizawl,23.6277,92.6767,107.9,1095,32.2,Siltstone_Shale,1,HIGH,1,45.1
LS001360,2025-08-15,Mizoram,Kolasib,24.3672,92.5668,38.2,657,24.1,Red_Loam,0,NONE,0,0.0
LS001361,2025-08-15,Mizoram,Lunglei,22.9594,92.8198,130.3,1035,30.4,Siltstone_Shale,0,NONE,0,0.0
LS001362,2025-08-15,Tripura,West Tripura,23.8746,91.2569,62.6,35,2.9,Sandy_Clay,0,NONE,0,0.0
LS001363,2025-08-15,Tripura,Sipahijala,23.7813,91.3154,134.7,20,4.3,Sandy_Clay,0,NONE,0,0.0
LS001364,2025-08-15,Tripura,Dhalai,23.7752,91.8492,66.7,160,14.2,Red_Laterite,0,NONE,0,0.0
LS001365,2025-08-15,Arunachal Pradesh,Tawang,27.6574,91.9585,150.1,2903,45.4,Gneissic_Debris,1,CRITICAL,1,32.7
LS001366,2025-08-15,Arunachal Pradesh,West Kameng,27.2293,92.4697,165.9,2159,37.0,Schist_Shale,1,CRITICAL,1,20.0
LS001367,2025-08-15,Arunachal Pradesh,Papum Pare,27.1785,93.6649,84.3,326,19.8,Colluvial_Soil,0,NONE,0,0.0
LS001368,2025-08-15,Arunachal Pradesh,East Siang,27.9766,95.3746,120.7,157,9.2,Alluvial_Gravel,0,NONE,0,0.0
LS001369,2025-08-16,Arunachal Pradesh,Lower Subansiri,27.6428,93.8422,140.7,1502,34.7,Schist_Shale,1,CRITICAL,1,45.2
LS001370,2025-08-16,Assam,Kamrup Metropolitan,26.1236,91.8607,149.5,44,1.0,Alluvial_Clay,0,NONE,0,0.0
LS001371,2025-08-16,Assam,Kamrup Rural,26.1678,91.4228,57.6,20,1.2,Alluvial_Silt,0,NONE,0,0.0
LS001372,2025-08-16,Assam,Darrang,26.3929,92.0928,114.6,54,0.8,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS001373,2025-08-16,Assam,Sonitpur,26.6005,92.8718,47.3,90,3.0,Alluvial_Silt,0,NONE,0,0.0
LS001374,2025-08-16,Assam,Dibrugarh,27.5284,94.9337,110.0,108,1.1,Alluvial_Clay,0,NONE,0,0.0
LS001375,2025-08-16,Assam,Cachar,24.7,92.7079,86.8,40,4.2,Barak_Valley_Alluvium,0,NONE,0,0.0
LS001376,2025-08-16,Assam,Nagaon,26.301,92.8273,125.3,45,0.4,Alluvial_Clay,0,NONE,0,0.0
LS001377,2025-08-16,Meghalaya,East Khasi Hills,25.4673,91.8532,212.1,1533,31.7,Sandstone_Silt,0,NONE,0,0.0
LS001378,2025-08-16,Meghalaya,West Khasi Hills,25.6274,91.2124,218.9,1232,27.6,Red_Loam,0,NONE,0,0.0
LS001379,2025-08-17,Meghalaya,Ri-Bhoi,25.8736,91.7469,101.5,521,15.2,Laterite_Clay,0,NONE,0,0.0
LS001380,2025-08-17,Meghalaya,West Jaintia Hills,25.4778,92.3231,142.1,1278,27.8,Limestone_Clay,1,CRITICAL,1,26.1
LS001381,2025-08-17,Sikkim,East Sikkim,27.2398,88.618,40.8,1594,41.8,Loose_Phyllite,0,NONE,0,0.0
LS001382,2025-08-17,Sikkim,North Sikkim,27.5204,88.6704,86.8,2424,46.1,Schist_Shale,1,HIGH,1,33.9
LS001383,2025-08-17,Sikkim,South Sikkim,27.0267,88.295,83.5,1313,35.7,Loose_Phyllite,0,NONE,0,0.0
LS001384,2025-08-17,Nagaland,Kohima,25.7676,93.9886,117.2,1466,34.3,Disang_Shale,1,HIGH,1,45.4
LS001385,2025-08-17,Nagaland,Dimapur,26.0002,93.7777,121.6,156,4.4,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS001386,2025-08-17,Nagaland,Mokokchung,26.3058,94.5191,61.2,1368,33.4,Disang_Shale,0,NONE,0,0.0
LS001387,2025-08-17,Manipur,Imphal West,24.9221,93.851,106.4,758,0.4,Lacustrine_Alluvium,0,NONE,0,0.0
LS001388,2025-08-17,Manipur,Bishnupur,24.603,93.6823,110.5,805,5.8,Lacustrine_Alluvium,0,NONE,0,0.0
LS001389,2025-08-18,Manipur,Senapati,25.2835,94.0376,136.4,1224,27.3,Clayey_Loam,0,NONE,0,0.0
LS001390,2025-08-18,Mizoram,Aizawl,23.7197,92.6305,99.3,1171,30.9,Siltstone_Shale,0,NONE,0,0.0
LS001391,2025-08-18,Mizoram,Kolasib,24.2214,92.62,157.6,634,24.7,Red_Loam,0,NONE,0,0.0
LS001392,2025-08-18,Mizoram,Lunglei,22.8507,92.7775,82.7,1018,32.4,Siltstone_Shale,0,NONE,0,0.0
LS001393,2025-08-18,Tripura,West Tripura,23.9458,91.3252,153.9,41,3.9,Sandy_Clay,0,NONE,0,0.0
LS001394,2025-08-18,Tripura,Sipahijala,23.5489,91.4506,43.0,67,5.2,Sandy_Clay,0,NONE,0,0.0
LS001395,2025-08-18,Tripura,Dhalai,23.8914,91.9427,33.1,189,13.3,Red_Laterite,0,NONE,0,0.0
LS001396,2025-08-18,Arunachal Pradesh,Tawang,27.6059,91.8974,174.8,2906,43.0,Gneissic_Debris,0,NONE,0,0.0
LS001397,2025-08-18,Arunachal Pradesh,West Kameng,27.1866,92.4898,149.6,2237,37.0,Schist_Shale,1,CRITICAL,1,44.0
LS001398,2025-08-18,Arunachal Pradesh,Papum Pare,27.046,93.7157,144.2,268,19.2,Colluvial_Soil,0,NONE,0,0.0
LS001399,2025-08-19,Arunachal Pradesh,East Siang,27.9961,95.2621,151.1,115,8.0,Alluvial_Gravel,0,NONE,0,0.0
LS001400,2025-08-19,Arunachal Pradesh,Lower Subansiri,27.5218,93.7141,115.4,1524,30.0,Schist_Shale,1,HIGH,1,22.9
LS001401,2025-08-19,Assam,Kamrup Metropolitan,26.0877,91.7318,102.8,50,0.8,Alluvial_Clay,0,NONE,0,0.0
LS001402,2025-08-19,Assam,Kamrup Rural,26.0956,91.4938,97.7,20,0.4,Alluvial_Silt,0,NONE,0,0.0
LS001403,2025-08-19,Assam,Darrang,26.4996,91.9338,89.7,101,0.4,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS001404,2025-08-19,Assam,Sonitpur,26.7185,92.6592,97.8,132,0.4,Alluvial_Silt,0,NONE,0,0.0
LS001405,2025-08-19,Assam,Dibrugarh,27.583,95.0322,73.1,100,2.8,Alluvial_Clay,0,NONE,0,0.0
LS001406,2025-08-19,Assam,Cachar,24.949,92.748,146.2,72,2.9,Barak_Valley_Alluvium,0,NONE,0,0.0
LS001407,2025-08-19,Assam,Nagaon,26.2288,92.7543,65.8,123,0.4,Alluvial_Clay,0,NONE,0,0.0
LS001408,2025-08-19,Meghalaya,East Khasi Hills,25.6029,91.9758,255.1,1497,29.3,Sandstone_Silt,1,CRITICAL,1,15.2
LS001409,2025-08-20,Meghalaya,West Khasi Hills,25.4314,91.1467,47.6,1323,27.1,Red_Loam,0,NONE,0,0.0
LS001410,2025-08-20,Meghalaya,Ri-Bhoi,25.9712,91.9718,235.8,585,15.2,Laterite_Clay,0,NONE,0,0.0
LS001411,2025-08-20,Meghalaya,West Jaintia Hills,25.3433,92.1025,237.8,1305,25.7,Limestone_Clay,0,NONE,0,0.0
LS001412,2025-08-20,Sikkim,East Sikkim,27.3657,88.6036,36.0,1637,43.0,Loose_Phyllite,0,NONE,0,0.0
LS001413,2025-08-20,Sikkim,North Sikkim,27.5137,88.5425,136.5,2421,50.8,Schist_Shale,0,NONE,0,0.0
LS001414,2025-08-20,Sikkim,South Sikkim,27.3011,88.3089,136.4,1331,35.5,Loose_Phyllite,1,CRITICAL,1,20.9
LS001415,2025-08-20,Nagaland,Kohima,25.7187,94.2302,86.2,1384,37.5,Disang_Shale,0,NONE,0,0.0
LS001416,2025-08-20,Nagaland,Dimapur,26.0391,93.7847,133.5,235,4.7,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS001417,2025-08-20,Nagaland,Mokokchung,26.2904,94.5617,163.9,1349,30.3,Disang_Shale,1,CRITICAL,1,49.7
LS001418,2025-08-20,Manipur,Imphal West,24.7036,94.0469,103.2,834,1.9,Lacustrine_Alluvium,0,NONE,0,0.0
LS001419,2025-08-21,Manipur,Bishnupur,24.7706,93.8928,112.0,827,2.3,Lacustrine_Alluvium,0,NONE,0,0.0
LS001420,2025-08-21,Manipur,Senapati,25.3568,93.9306,78.1,1216,31.3,Clayey_Loam,1,HIGH,1,27.8
LS001421,2025-08-21,Mizoram,Aizawl,23.7088,92.6628,85.6,1173,34.3,Siltstone_Shale,1,HIGH,1,25.4
LS001422,2025-08-21,Mizoram,Kolasib,24.0802,92.7899,116.7,655,25.9,Red_Loam,1,HIGH,1,38.1
LS001423,2025-08-21,Mizoram,Lunglei,22.9511,92.8679,144.7,1002,32.6,Siltstone_Shale,1,CRITICAL,1,51.0
LS001424,2025-08-21,Tripura,West Tripura,23.9276,91.3841,124.8,64,0.9,Sandy_Clay,0,NONE,0,0.0
LS001425,2025-08-21,Tripura,Sipahijala,23.6113,91.3808,56.3,42,4.2,Sandy_Clay,0,NONE,0,0.0
LS001426,2025-08-21,Tripura,Dhalai,23.7082,91.7156,65.8,162,10.4,Red_Laterite,0,NONE,0,0.0
LS001427,2025-08-21,Arunachal Pradesh,Tawang,27.6284,91.7103,121.7,2865,45.1,Gneissic_Debris,1,CRITICAL,1,39.3
LS001428,2025-08-21,Arunachal Pradesh,West Kameng,27.1392,92.3132,109.1,2206,39.1,Schist_Shale,1,HIGH,1,42.7
LS001429,2025-08-22,Arunachal Pradesh,Papum Pare,27.1452,93.5056,62.0,336,19.4,Colluvial_Soil,0,NONE,0,0.0
LS001430,2025-08-22,Arunachal Pradesh,East Siang,28.0118,95.3195,51.9,189,7.4,Alluvial_Gravel,0,NONE,0,0.0
LS001431,2025-08-22,Arunachal Pradesh,Lower Subansiri,27.5779,93.7783,50.1,1536,30.9,Schist_Shale,0,NONE,0,0.0
LS001432,2025-08-22,Assam,Kamrup Metropolitan,26.0491,91.8491,148.1,115,2.9,Alluvial_Clay,0,NONE,0,0.0
LS001433,2025-08-22,Assam,Kamrup Rural,26.0412,91.4189,130.6,69,1.6,Alluvial_Silt,0,NONE,0,0.0
LS001434,2025-08-22,Assam,Darrang,26.5741,92.1732,136.7,20,0.4,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS001435,2025-08-22,Assam,Sonitpur,26.4987,92.828,144.3,94,0.9,Alluvial_Silt,0,NONE,0,0.0
LS001436,2025-08-22,Assam,Dibrugarh,27.4332,95.0462,146.1,63,0.4,Alluvial_Clay,0,NONE,0,0.0
LS001437,2025-08-22,Assam,Cachar,24.9153,92.9074,143.7,70,2.7,Barak_Valley_Alluvium,0,NONE,0,0.0
LS001438,2025-08-22,Assam,Nagaon,26.4093,92.5912,150.1,114,2.6,Alluvial_Clay,0,NONE,0,0.0
LS001439,2025-08-23,Meghalaya,East Khasi Hills,25.6527,91.8579,193.3,1485,32.3,Sandstone_Silt,0,NONE,0,0.0
LS001440,2025-08-23,Meghalaya,West Khasi Hills,25.6586,91.1949,103.7,1306,26.4,Red_Loam,0,NONE,0,0.0
LS001441,2025-08-23,Meghalaya,Ri-Bhoi,25.9877,91.7386,188.8,523,15.2,Laterite_Clay,0,NONE,0,0.0
LS001442,2025-08-23,Meghalaya,West Jaintia Hills,25.3745,92.2249,244.2,1352,25.8,Limestone_Clay,0,NONE,0,0.0
LS001443,2025-08-23,Sikkim,East Sikkim,27.2289,88.5535,142.5,1678,41.5,Loose_Phyllite,0,NONE,0,0.0
LS001444,2025-08-23,Sikkim,North Sikkim,27.465,88.527,119.8,2466,47.3,Schist_Shale,1,HIGH,1,26.0
LS001445,2025-08-23,Sikkim,South Sikkim,27.0376,88.2999,88.2,1270,36.1,Loose_Phyllite,1,HIGH,1,41.2
LS001446,2025-08-23,Nagaland,Kohima,25.707,94.1598,111.7,1482,36.3,Disang_Shale,0,NONE,0,0.0
LS001447,2025-08-23,Nagaland,Dimapur,25.7705,93.6536,96.9,214,3.2,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS001448,2025-08-23,Nagaland,Mokokchung,26.3764,94.4097,100.0,1374,31.3,Disang_Shale,0,NONE,0,0.0
LS001449,2025-08-24,Manipur,Imphal West,24.7451,93.9379,90.2,844,1.4,Lacustrine_Alluvium,0,NONE,0,0.0
LS001450,2025-08-24,Manipur,Bishnupur,24.5093,93.8276,31.1,765,1.7,Lacustrine_Alluvium,0,NONE,0,0.0
LS001451,2025-08-24,Manipur,Senapati,25.1232,93.8984,153.9,1301,31.9,Clayey_Loam,1,CRITICAL,1,35.7
LS001452,2025-08-24,Mizoram,Aizawl,23.6853,92.6966,143.3,1185,34.9,Siltstone_Shale,1,CRITICAL,1,15.1
LS001453,2025-08-24,Mizoram,Kolasib,24.2985,92.6091,97.1,590,24.2,Red_Loam,0,NONE,0,0.0
LS001454,2025-08-24,Mizoram,Lunglei,22.9511,92.7374,75.9,979,31.8,Siltstone_Shale,1,HIGH,1,28.4
LS001455,2025-08-24,Tripura,West Tripura,23.8725,91.2688,143.1,20,0.4,Sandy_Clay,0,NONE,0,0.0
LS001456,2025-08-24,Tripura,Sipahijala,23.4958,91.2401,75.8,62,2.8,Sandy_Clay,0,NONE,0,0.0
LS001457,2025-08-24,Tripura,Dhalai,23.9686,91.8485,55.4,136,11.3,Red_Laterite,0,NONE,0,0.0
LS001458,2025-08-24,Arunachal Pradesh,Tawang,27.5817,91.8573,79.4,2948,45.6,Gneissic_Debris,1,HIGH,1,47.4
LS001459,2025-08-25,Arunachal Pradesh,West Kameng,27.2194,92.327,194.0,2176,36.4,Schist_Shale,0,NONE,0,0.0
LS001460,2025-08-25,Arunachal Pradesh,Papum Pare,27.103,93.5484,181.9,374,19.3,Colluvial_Soil,0,NONE,0,0.0
LS001461,2025-08-25,Arunachal Pradesh,East Siang,28.2154,95.1772,177.6,193,9.6,Alluvial_Gravel,0,NONE,0,0.0
LS001462,2025-08-25,Arunachal Pradesh,Lower Subansiri,27.4231,93.9105,192.7,1586,30.4,Schist_Shale,0,NONE,0,0.0
LS001463,2025-08-25,Assam,Kamrup Metropolitan,26.0798,91.8806,155.3,20,0.7,Alluvial_Clay,0,NONE,0,0.0
LS001464,2025-08-25,Assam,Kamrup Rural,26.3204,91.6631,122.0,20,0.4,Alluvial_Silt,0,NONE,0,0.0
LS001465,2025-08-25,Assam,Darrang,26.5143,92.025,81.7,72,3.4,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS001466,2025-08-25,Assam,Sonitpur,26.4855,92.9335,138.7,101,2.7,Alluvial_Silt,0,NONE,0,0.0
LS001467,2025-08-25,Assam,Dibrugarh,27.607,95.0619,147.6,164,3.1,Alluvial_Clay,0,NONE,0,0.0
LS001468,2025-08-25,Assam,Cachar,24.7467,92.6435,56.4,47,0.7,Barak_Valley_Alluvium,0,NONE,0,0.0
LS001469,2025-08-26,Assam,Nagaon,26.4183,92.6981,116.3,81,0.4,Alluvial_Clay,0,NONE,0,0.0
LS001470,2025-08-26,Meghalaya,East Khasi Hills,25.4822,92.0328,162.3,1540,30.0,Sandstone_Silt,1,CRITICAL,1,21.4
LS001471,2025-08-26,Meghalaya,West Khasi Hills,25.4225,91.2266,153.4,1271,26.9,Red_Loam,1,CRITICAL,1,28.4
LS001472,2025-08-26,Meghalaya,Ri-Bhoi,25.9462,91.7662,194.8,552,18.0,Laterite_Clay,0,NONE,0,0.0
LS001473,2025-08-26,Meghalaya,West Jaintia Hills,25.5765,92.3211,140.0,1347,24.2,Limestone_Clay,1,CRITICAL,1,40.3
LS001474,2025-08-26,Sikkim,East Sikkim,27.4385,88.6103,59.0,1652,41.7,Loose_Phyllite,0,NONE,0,0.0
LS001475,2025-08-26,Sikkim,North Sikkim,27.4305,88.5801,83.5,2401,49.8,Schist_Shale,1,HIGH,1,40.4
LS001476,2025-08-26,Sikkim,South Sikkim,27.2042,88.3302,136.7,1294,34.2,Loose_Phyllite,1,CRITICAL,1,31.6
LS001477,2025-08-26,Nagaland,Kohima,25.8171,94.1615,68.6,1462,36.7,Disang_Shale,0,NONE,0,0.0
LS001478,2025-08-26,Nagaland,Dimapur,25.9054,93.7664,66.6,202,1.7,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS001479,2025-08-27,Nagaland,Mokokchung,26.1988,94.6105,144.9,1298,29.2,Disang_Shale,1,CRITICAL,1,33.4
LS001480,2025-08-27,Manipur,Imphal West,24.9379,94.0393,88.3,791,1.8,Lacustrine_Alluvium,0,NONE,0,0.0
LS001481,2025-08-27,Manipur,Bishnupur,24.6477,93.8897,60.5,775,1.5,Lacustrine_Alluvium,0,NONE,0,0.0
LS001482,2025-08-27,Manipur,Senapati,25.1383,94.0583,126.8,1262,31.1,Clayey_Loam,1,CRITICAL,1,22.7
LS001483,2025-08-27,Mizoram,Aizawl,23.7528,92.7982,37.2,1072,31.1,Siltstone_Shale,0,NONE,0,0.0
LS001484,2025-08-27,Mizoram,Kolasib,24.1239,92.5847,111.9,600,22.2,Red_Loam,0,NONE,0,0.0
LS001485,2025-08-27,Mizoram,Lunglei,22.9413,92.6842,147.1,1052,31.3,Siltstone_Shale,0,NONE,0,0.0
LS001486,2025-08-27,Tripura,West Tripura,23.8686,91.2163,65.6,92,4.0,Sandy_Clay,0,NONE,0,0.0
LS001487,2025-08-27,Tripura,Sipahijala,23.5405,91.3861,128.8,49,1.8,Sandy_Clay,0,NONE,0,0.0
LS001488,2025-08-27,Tripura,Dhalai,23.8301,91.7054,93.7,130,10.1,Red_Laterite,0,NONE,0,0.0
LS001489,2025-08-28,Arunachal Pradesh,Tawang,27.5792,91.9169,211.3,2951,45.3,Gneissic_Debris,1,CRITICAL,1,37.6
LS001490,2025-08-28,Arunachal Pradesh,West Kameng,27.3323,92.3567,189.0,2244,40.4,Schist_Shale,1,CRITICAL,1,31.4
LS001491,2025-08-28,Arunachal Pradesh,Papum Pare,27.1525,93.6737,60.2,310,20.0,Colluvial_Soil,0,NONE,0,0.0
LS001492,2025-08-28,Arunachal Pradesh,East Siang,27.9565,95.2332,136.5,199,6.8,Alluvial_Gravel,0,NONE,0,0.0
LS001493,2025-08-28,Arunachal Pradesh,Lower Subansiri,27.6577,93.7428,188.3,1583,30.6,Schist_Shale,0,NONE,0,0.0
LS001494,2025-08-28,Assam,Kamrup Metropolitan,26.2471,91.8437,119.4,63,0.4,Alluvial_Clay,0,NONE,0,0.0
LS001495,2025-08-28,Assam,Kamrup Rural,26.174,91.5542,163.5,20,0.4,Alluvial_Silt,0,NONE,0,0.0
LS001496,2025-08-28,Assam,Darrang,26.5236,92.0146,128.1,54,1.0,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS001497,2025-08-28,Assam,Sonitpur,26.6594,92.703,137.8,90,3.7,Alluvial_Silt,0,NONE,0,0.0
LS001498,2025-08-28,Assam,Dibrugarh,27.423,94.7928,93.1,156,1.9,Alluvial_Clay,0,NONE,0,0.0
LS001499,2025-08-29,Assam,Cachar,24.9379,92.85,136.6,41,3.0,Barak_Valley_Alluvium,0,NONE,0,0.0
LS001500,2025-08-29,Assam,Nagaon,26.2063,92.6539,155.0,69,1.5,Alluvial_Clay,0,NONE,0,0.0
LS001501,2025-08-29,Meghalaya,East Khasi Hills,25.6324,91.9883,61.8,1492,29.2,Sandstone_Silt,0,NONE,0,0.0
LS001502,2025-08-29,Meghalaya,West Khasi Hills,25.3657,91.2829,236.8,1290,25.8,Red_Loam,1,CRITICAL,1,28.9
LS001503,2025-08-29,Meghalaya,Ri-Bhoi,25.8751,91.872,148.6,553,17.1,Laterite_Clay,0,NONE,0,0.0
LS001504,2025-08-29,Meghalaya,West Jaintia Hills,25.4345,92.1809,148.1,1290,24.9,Limestone_Clay,1,CRITICAL,1,35.2
LS001505,2025-08-29,Sikkim,East Sikkim,27.2921,88.5261,103.9,1618,42.4,Loose_Phyllite,1,HIGH,1,52.0
LS001506,2025-08-29,Sikkim,North Sikkim,27.6265,88.656,111.9,2481,49.3,Schist_Shale,1,HIGH,1,28.2
LS001507,2025-08-29,Sikkim,South Sikkim,27.108,88.4134,41.1,1293,37.9,Loose_Phyllite,0,NONE,0,0.0
LS001508,2025-08-29,Nagaland,Kohima,25.7455,94.1974,85.7,1482,38.2,Disang_Shale,1,HIGH,1,33.9
LS001509,2025-08-30,Nagaland,Dimapur,25.819,93.7847,30.3,146,4.6,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS001510,2025-08-30,Nagaland,Mokokchung,26.2348,94.5517,63.8,1272,32.5,Disang_Shale,0,NONE,0,0.0
LS001511,2025-08-30,Manipur,Imphal West,24.8151,93.8572,159.0,796,0.4,Lacustrine_Alluvium,0,NONE,0,0.0
LS001512,2025-08-30,Manipur,Bishnupur,24.7467,93.7216,156.7,730,1.9,Lacustrine_Alluvium,0,NONE,0,0.0
LS001513,2025-08-30,Manipur,Senapati,25.261,94.102,46.0,1233,29.2,Clayey_Loam,0,NONE,0,0.0
LS001514,2025-08-30,Mizoram,Aizawl,23.6133,92.6348,79.1,1103,35.5,Siltstone_Shale,1,HIGH,1,37.9
LS001515,2025-08-30,Mizoram,Kolasib,24.3008,92.761,162.9,621,23.3,Red_Loam,0,NONE,0,0.0
LS001516,2025-08-30,Mizoram,Lunglei,22.937,92.7446,51.2,1045,29.5,Siltstone_Shale,0,NONE,0,0.0
LS001517,2025-08-30,Tripura,West Tripura,23.9654,91.3765,142.5,82,3.4,Sandy_Clay,0,NONE,0,0.0
LS001518,2025-08-30,Tripura,Sipahijala,23.7195,91.3449,140.3,81,5.2,Sandy_Clay,0,NONE,0,0.0
LS001519,2025-08-31,Tripura,Dhalai,23.7126,91.7316,104.3,160,10.1,Red_Laterite,0,NONE,0,0.0
LS001520,2025-08-31,Arunachal Pradesh,Tawang,27.5446,91.9279,99.9,2930,44.2,Gneissic_Debris,1,HIGH,1,30.5
LS001521,2025-08-31,Arunachal Pradesh,West Kameng,27.3343,92.2957,76.3,2222,37.3,Schist_Shale,1,HIGH,1,41.6
LS001522,2025-08-31,Arunachal Pradesh,Papum Pare,26.9873,93.5272,106.2,313,19.8,Colluvial_Soil,0,NONE,0,0.0
LS001523,2025-08-31,Arunachal Pradesh,East Siang,28.1664,95.3181,143.3,131,9.2,Alluvial_Gravel,0,NONE,0,0.0
LS001524,2025-08-31,Arunachal Pradesh,Lower Subansiri,27.5117,93.9065,147.6,1546,33.0,Schist_Shale,1,CRITICAL,1,43.7
LS001525,2025-08-31,Assam,Kamrup Metropolitan,26.2205,91.7451,139.2,95,0.4,Alluvial_Clay,0,NONE,0,0.0
LS001526,2025-08-31,Assam,Kamrup Rural,26.159,91.5348,47.5,56,3.2,Alluvial_Silt,0,NONE,0,0.0
LS001527,2025-08-31,Assam,Darrang,26.5067,92.1641,66.8,48,0.4,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS001528,2025-08-31,Assam,Sonitpur,26.7257,92.9257,148.5,28,1.3,Alluvial_Silt,0,NONE,0,0.0
LS001529,2025-09-01,Assam,Dibrugarh,27.5545,94.8922,95.1,98,2.1,Alluvial_Clay,0,NONE,0,0.0
LS001530,2025-09-01,Assam,Cachar,24.8757,92.8997,55.4,20,4.2,Barak_Valley_Alluvium,0,NONE,0,0.0
LS001531,2025-09-01,Assam,Nagaon,26.4349,92.7967,124.0,41,0.6,Alluvial_Clay,0,NONE,0,0.0
LS001532,2025-09-01,Meghalaya,East Khasi Hills,25.639,92.0054,104.0,1522,31.7,Sandstone_Silt,0,NONE,0,0.0
LS001533,2025-09-01,Meghalaya,West Khasi Hills,25.3624,91.1939,52.6,1287,28.6,Red_Loam,0,NONE,0,0.0
LS001534,2025-09-01,Meghalaya,Ri-Bhoi,25.8712,91.9232,141.1,603,16.7,Laterite_Clay,0,NONE,0,0.0
LS001535,2025-09-01,Meghalaya,West Jaintia Hills,25.4956,92.2592,102.3,1383,27.6,Limestone_Clay,0,NONE,0,0.0
LS001536,2025-09-01,Sikkim,East Sikkim,27.4215,88.7208,144.9,1600,39.7,Loose_Phyllite,0,NONE,0,0.0
LS001537,2025-09-01,Sikkim,North Sikkim,27.5675,88.622,75.3,2406,48.6,Schist_Shale,1,HIGH,1,31.7
LS001538,2025-09-01,Sikkim,South Sikkim,27.0841,88.3535,148.4,1279,36.3,Loose_Phyllite,1,CRITICAL,1,35.1
LS001539,2025-09-02,Nagaland,Kohima,25.5731,93.967,110.5,1481,36.0,Disang_Shale,1,HIGH,1,25.0
LS001540,2025-09-02,Nagaland,Dimapur,26.0065,93.6687,93.4,189,6.2,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS001541,2025-09-02,Nagaland,Mokokchung,26.193,94.4819,150.1,1340,31.0,Disang_Shale,1,CRITICAL,1,29.9
LS001542,2025-09-02,Manipur,Imphal West,24.894,94.0692,76.1,782,1.2,Lacustrine_Alluvium,0,NONE,0,0.0
LS001543,2025-09-02,Manipur,Bishnupur,24.6183,93.9094,55.1,813,4.7,Lacustrine_Alluvium,0,NONE,0,0.0
LS001544,2025-09-02,Manipur,Senapati,25.3244,94.1413,94.9,1275,29.7,Clayey_Loam,1,HIGH,1,25.6
LS001545,2025-09-02,Mizoram,Aizawl,23.6822,92.653,62.3,1170,34.6,Siltstone_Shale,0,NONE,0,0.0
LS001546,2025-09-02,Mizoram,Kolasib,24.112,92.6433,64.2,644,23.2,Red_Loam,0,NONE,0,0.0
LS001547,2025-09-02,Mizoram,Lunglei,22.9047,92.8369,58.0,1006,31.3,Siltstone_Shale,0,NONE,0,0.0
LS001548,2025-09-02,Tripura,West Tripura,23.8092,91.2604,135.1,20,0.4,Sandy_Clay,0,NONE,0,0.0
