travel_id,road_id,timestamp,state,district,distance_km,speed_limit_kmph,average_speed_kmph,traffic_level,weather_condition,road_condition,travel_time_minutes,delay_minutes
T001303,NH-13,2026-06-20 01:24:00,Arunachal Pradesh,Tawang,15.7,35,19.2,HIGH,LIGHT_RAIN,POOR,49.1,22.2
T001304,NH-13,2026-06-20 01:26:00,Arunachal Pradesh,West Kameng,19.6,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,294.0,264.6
T001305,NH-415,2026-06-20 01:28:00,Arunachal Pradesh,Papum Pare,14.3,50,11.0,HIGH,TORRENTIAL_RAIN,FAIR,78.0,60.8
T001306,NH-515,2026-06-20 01:30:00,Arunachal Pradesh,East Siang,18.3,60,31.2,MODERATE,HEAVY_RAIN,GOOD,35.2,16.9
T001307,NH-13,2026-06-20 01:32:00,Arunachal Pradesh,Lower Subansiri,19.8,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,156.3,126.6
T001308,NH-27,2026-06-20 01:34:00,Assam,Kamrup Metropolitan,19.2,80,60.0,LOW,MODERATE_RAIN,GOOD,19.2,4.8
T001309,NH-27,2026-06-20 01:36:00,Assam,Kamrup Rural,21.7,80,17.6,HIGH,TORRENTIAL_RAIN,GOOD,74.0,57.7
T001310,NH-15,2026-06-20 01:38:00,Assam,Darrang,18.1,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,75.9,59.2
T001311,NH-15,2026-06-20 01:40:00,Assam,Sonitpur,13.1,70,36.4,MODERATE,HEAVY_RAIN,GOOD,21.6,10.4
T001312,NH-37,2026-06-20 01:42:00,Assam,Dibrugarh,14.4,70,61.6,LOW,LIGHT_RAIN,GOOD,14.0,1.7
T001313,NH-37,2026-06-20 01:44:00,Assam,Cachar,11.9,60,13.2,HIGH,TORRENTIAL_RAIN,GOOD,54.1,42.2
T001314,NH-27,2026-06-20 01:46:00,Assam,Nagaon,7.1,75,75.0,LOW,CLEAR,GOOD,5.7,0.0
T001315,NH-206,2026-06-20 01:48:00,Meghalaya,East Khasi Hills,13.1,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,196.5,176.8
T001316,NH-127B,2026-06-20 01:50:00,Meghalaya,West Khasi Hills,11.6,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,70.3,54.8
T001317,NH-06,2026-06-20 01:52:00,Meghalaya,Ri-Bhoi,6.4,65,33.8,MODERATE,HEAVY_RAIN,FAIR,11.4,5.5
T001318,NH-06,2026-06-20 01:54:00,Meghalaya,West Jaintia Hills,15.2,45,39.6,MODERATE,LIGHT_RAIN,FAIR,23.0,2.7
T001319,NH-10,2026-06-20 01:56:00,Sikkim,East Sikkim,17.0,35,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,255.0,225.9
T001320,NH-310,2026-06-20 01:58:00,Sikkim,North Sikkim,13.6,30,12.6,HIGH,MODERATE_RAIN,POOR,64.8,37.6
T001321,NH-510,2026-06-20 02:00:00,Sikkim,South Sikkim,5.3,40,22.0,MODERATE,LIGHT_RAIN,POOR,14.5,6.5
T001322,NH-29,2026-06-20 02:02:00,Nagaland,Kohima,16.2,40,16.8,HIGH,MODERATE_RAIN,POOR,57.9,33.6
T001323,NH-29,2026-06-20 02:04:00,Nagaland,Dimapur,13.6,65,57.2,LOW,LIGHT_RAIN,GOOD,14.3,1.7
T001324,NH-02,2026-06-20 02:06:00,Nagaland,Mokokchung,12.0,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,180.0,162.0
T001325,NH-02,2026-06-20 02:08:00,Manipur,Imphal West,5.5,60,31.2,MODERATE,HEAVY_RAIN,GOOD,10.6,5.1
T001326,NH-02,2026-06-20 02:10:00,Manipur,Bishnupur,15.4,55,28.6,MODERATE,HEAVY_RAIN,GOOD,32.3,15.5
T001327,NH-02,2026-06-20 02:12:00,Manipur,Senapati,9.0,45,24.8,MODERATE,LIGHT_RAIN,POOR,21.8,9.8
T001328,NH-54,2026-06-20 02:14:00,Mizoram,Aizawl,6.9,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,103.5,93.2
T001329,NH-54,2026-06-20 02:16:00,Mizoram,Kolasib,12.8,45,23.4,MODERATE,HEAVY_RAIN,FAIR,32.8,15.7
T001330,NH-54,2026-06-20 02:18:00,Mizoram,Lunglei,12.7,40,16.8,HIGH,MODERATE_RAIN,POOR,45.4,26.3
T001331,NH-08,2026-06-20 02:20:00,Tripura,West Tripura,7.9,65,48.8,LOW,MODERATE_RAIN,GOOD,9.7,2.4
T001332,NH-08,2026-06-20 02:22:00,Tripura,Sipahijala,10.3,65,57.2,LOW,LIGHT_RAIN,GOOD,10.8,1.3
T001333,NH-08,2026-06-20 02:24:00,Tripura,Dhalai,18.8,55,28.6,MODERATE,HEAVY_RAIN,GOOD,39.4,18.9
T001334,NH-13,2026-06-20 02:26:00,Arunachal Pradesh,Tawang,21.8,35,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,327.0,289.6
T001335,NH-13,2026-06-20 02:28:00,Arunachal Pradesh,West Kameng,5.0,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,75.0,67.5
T001336,NH-415,2026-06-20 02:30:00,Arunachal Pradesh,Papum Pare,14.7,50,50.0,LOW,CLEAR,FAIR,17.6,0.0
T001337,NH-515,2026-06-20 02:32:00,Arunachal Pradesh,East Siang,11.7,60,31.2,MODERATE,HEAVY_RAIN,GOOD,22.5,10.8
T001338,NH-13,2026-06-20 02:34:00,Arunachal Pradesh,Lower Subansiri,14.8,40,26.8,MODERATE,CLEAR,POOR,33.1,10.9
T001339,NH-27,2026-06-20 02:36:00,Assam,Kamrup Metropolitan,19.1,80,41.6,MODERATE,HEAVY_RAIN,GOOD,27.5,13.2
T001340,NH-27,2026-06-20 02:38:00,Assam,Kamrup Rural,15.1,80,41.6,MODERATE,HEAVY_RAIN,GOOD,21.8,10.5
T001341,NH-15,2026-06-20 02:40:00,Assam,Darrang,10.3,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,43.2,33.7
T001342,NH-15,2026-06-20 02:42:00,Assam,Sonitpur,14.4,70,61.6,LOW,LIGHT_RAIN,GOOD,14.0,1.7
T001343,NH-37,2026-06-20 02:44:00,Assam,Dibrugarh,8.5,70,36.4,MODERATE,HEAVY_RAIN,GOOD,14.0,6.7
T001344,NH-37,2026-06-20 02:46:00,Assam,Cachar,7.7,60,45.0,LOW,MODERATE_RAIN,GOOD,10.3,2.6
T001345,NH-27,2026-06-20 02:48:00,Assam,Nagaon,17.0,75,56.2,LOW,MODERATE_RAIN,GOOD,18.1,4.5
T001346,NH-206,2026-06-20 02:50:00,Meghalaya,East Khasi Hills,9.6,40,8.8,HIGH,TORRENTIAL_RAIN,FAIR,65.5,51.1
T001347,NH-127B,2026-06-20 02:52:00,Meghalaya,West Khasi Hills,12.7,45,39.6,MODERATE,LIGHT_RAIN,FAIR,19.2,2.3
T001348,NH-06,2026-06-20 02:54:00,Meghalaya,Ri-Bhoi,7.9,65,57.2,LOW,LIGHT_RAIN,FAIR,8.3,1.0
T001349,NH-06,2026-06-20 02:56:00,Meghalaya,West Jaintia Hills,6.7,45,39.6,MODERATE,LIGHT_RAIN,FAIR,10.2,1.3
T001350,NH-10,2026-06-20 02:58:00,Sikkim,East Sikkim,20.2,35,14.7,HIGH,MODERATE_RAIN,POOR,82.4,47.8
T001351,NH-310,2026-06-20 03:00:00,Sikkim,North Sikkim,20.5,30,20.1,HIGH,CLEAR,POOR,61.2,20.2
T001352,NH-510,2026-06-20 03:02:00,Sikkim,South Sikkim,5.1,40,16.8,HIGH,MODERATE_RAIN,POOR,18.2,10.5
T001353,NH-29,2026-06-20 03:04:00,Nagaland,Kohima,21.1,40,22.0,MODERATE,LIGHT_RAIN,POOR,57.5,25.8
T001354,NH-29,2026-06-20 03:06:00,Nagaland,Dimapur,17.5,65,48.8,LOW,MODERATE_RAIN,GOOD,21.5,5.3
T001355,NH-02,2026-06-20 03:08:00,Nagaland,Mokokchung,21.3,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,168.2,136.2
T001356,NH-02,2026-06-20 03:10:00,Manipur,Imphal West,21.4,60,52.8,LOW,LIGHT_RAIN,GOOD,24.3,2.9
T001357,NH-02,2026-06-20 03:12:00,Manipur,Bishnupur,10.6,55,55.0,LOW,CLEAR,GOOD,11.6,0.0
T001358,NH-02,2026-06-20 03:14:00,Manipur,Senapati,10.1,45,18.9,HIGH,MODERATE_RAIN,POOR,32.1,18.6
T001359,NH-54,2026-06-20 03:16:00,Mizoram,Aizawl,8.3,40,16.8,HIGH,MODERATE_RAIN,POOR,29.6,17.1
T001360,NH-54,2026-06-20 03:18:00,Mizoram,Kolasib,5.8,45,33.8,MODERATE,MODERATE_RAIN,FAIR,10.3,2.6
T001361,NH-54,2026-06-20 03:20:00,Mizoram,Lunglei,7.7,40,26.8,MODERATE,CLEAR,POOR,17.2,5.6
T001362,NH-08,2026-06-20 03:22:00,Tripura,West Tripura,8.6,65,57.2,LOW,LIGHT_RAIN,GOOD,9.0,1.1
T001363,NH-08,2026-06-20 03:24:00,Tripura,Sipahijala,5.1,65,33.8,MODERATE,HEAVY_RAIN,GOOD,9.1,4.4
T001364,NH-08,2026-06-20 03:26:00,Tripura,Dhalai,21.9,55,55.0,LOW,CLEAR,GOOD,23.9,0.0
T001365,NH-13,2026-06-20 03:28:00,Arunachal Pradesh,Tawang,8.8,35,19.2,HIGH,LIGHT_RAIN,POOR,27.5,12.4
T001366,NH-13,2026-06-20 03:30:00,Arunachal Pradesh,West Kameng,11.8,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,177.0,159.3
T001367,NH-415,2026-06-20 03:32:00,Arunachal Pradesh,Papum Pare,14.2,50,11.0,HIGH,TORRENTIAL_RAIN,FAIR,77.5,60.5
T001368,NH-515,2026-06-20 03:34:00,Arunachal Pradesh,East Siang,9.7,60,52.8,LOW,LIGHT_RAIN,GOOD,11.0,1.3
T001369,NH-13,2026-06-20 03:36:00,Arunachal Pradesh,Lower Subansiri,10.0,40,26.8,MODERATE,CLEAR,POOR,22.4,7.4
T001370,NH-27,2026-06-20 03:38:00,Assam,Kamrup Metropolitan,7.5,80,80.0,LOW,CLEAR,GOOD,5.6,0.0
T001371,NH-27,2026-06-20 03:40:00,Assam,Kamrup Rural,14.6,80,60.0,LOW,MODERATE_RAIN,GOOD,14.6,3.7
T001372,NH-15,2026-06-20 03:42:00,Assam,Darrang,9.6,65,65.0,LOW,CLEAR,GOOD,8.9,0.0
T001373,NH-15,2026-06-20 03:44:00,Assam,Sonitpur,8.8,70,61.6,LOW,LIGHT_RAIN,GOOD,8.6,1.1
T001374,NH-37,2026-06-20 03:46:00,Assam,Dibrugarh,12.0,70,61.6,LOW,LIGHT_RAIN,GOOD,11.7,1.4
T001375,NH-37,2026-06-20 03:48:00,Assam,Cachar,13.7,60,13.2,HIGH,TORRENTIAL_RAIN,GOOD,62.3,48.6
T001376,NH-27,2026-06-20 03:50:00,Assam,Nagaon,6.6,75,16.5,HIGH,TORRENTIAL_RAIN,GOOD,24.0,18.7
T001377,NH-206,2026-06-20 03:52:00,Meghalaya,East Khasi Hills,11.0,40,26.8,MODERATE,CLEAR,POOR,24.6,8.1
T001378,NH-127B,2026-06-20 03:54:00,Meghalaya,West Khasi Hills,5.5,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,33.3,26.0
T001379,NH-06,2026-06-20 03:56:00,Meghalaya,Ri-Bhoi,6.7,65,14.3,HIGH,TORRENTIAL_RAIN,FAIR,28.1,21.9
T001380,NH-06,2026-06-20 03:58:00,Meghalaya,West Jaintia Hills,20.9,45,23.4,MODERATE,HEAVY_RAIN,FAIR,53.6,25.7
T001381,NH-10,2026-06-20 04:00:00,Sikkim,East Sikkim,10.7,35,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,160.5,142.2
T001382,NH-310,2026-06-20 04:02:00,Sikkim,North Sikkim,10.0,30,20.1,HIGH,CLEAR,POOR,29.9,9.9
T001383,NH-510,2026-06-20 04:04:00,Sikkim,South Sikkim,18.4,40,26.8,MODERATE,CLEAR,POOR,41.2,13.6
T001384,NH-29,2026-06-20 04:06:00,Nagaland,Kohima,8.2,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,123.0,110.7
T001385,NH-29,2026-06-20 04:08:00,Nagaland,Dimapur,13.4,65,65.0,LOW,CLEAR,GOOD,12.4,0.0
T001386,NH-02,2026-06-20 04:10:00,Nagaland,Mokokchung,18.1,40,26.8,MODERATE,CLEAR,POOR,40.5,13.3
T001387,NH-02,2026-06-20 04:12:00,Manipur,Imphal West,17.6,60,60.0,LOW,CLEAR,GOOD,17.6,0.0
T001388,NH-02,2026-06-20 04:14:00,Manipur,Bishnupur,14.1,55,28.6,MODERATE,HEAVY_RAIN,GOOD,29.6,14.2
T001389,NH-02,2026-06-20 04:16:00,Manipur,Senapati,20.8,45,39.6,MODERATE,LIGHT_RAIN,FAIR,31.5,3.8
T001390,NH-54,2026-06-20 04:18:00,Mizoram,Aizawl,7.6,40,22.0,MODERATE,LIGHT_RAIN,POOR,20.7,9.3
T001391,NH-54,2026-06-20 04:20:00,Mizoram,Kolasib,13.7,45,33.8,MODERATE,MODERATE_RAIN,FAIR,24.3,6.0
T001392,NH-54,2026-06-20 04:22:00,Mizoram,Lunglei,10.0,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,78.9,63.9
T001393,NH-08,2026-06-20 04:24:00,Tripura,West Tripura,12.0,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,50.3,39.2
T001394,NH-08,2026-06-20 04:26:00,Tripura,Sipahijala,9.4,65,33.8,MODERATE,HEAVY_RAIN,GOOD,16.7,8.0
T001395,NH-08,2026-06-20 04:28:00,Tripura,Dhalai,13.2,55,55.0,LOW,CLEAR,GOOD,14.4,0.0
T001396,NH-13,2026-06-20 04:30:00,Arunachal Pradesh,Tawang,16.7,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,151.8,123.2
T001397,NH-13,2026-06-20 04:32:00,Arunachal Pradesh,West Kameng,20.6,40,16.8,HIGH,MODERATE_RAIN,POOR,73.6,42.7
T001398,NH-415,2026-06-20 04:34:00,Arunachal Pradesh,Papum Pare,9.3,50,50.0,LOW,CLEAR,FAIR,11.2,0.0
T001399,NH-515,2026-06-20 04:36:00,Arunachal Pradesh,East Siang,14.9,60,45.0,LOW,MODERATE_RAIN,GOOD,19.9,5.0
T001400,NH-13,2026-06-20 04:38:00,Arunachal Pradesh,Lower Subansiri,10.1,40,20.8,HIGH,HEAVY_RAIN,FAIR,29.1,14.0
T001401,NH-27,2026-06-20 04:40:00,Assam,Kamrup Metropolitan,9.5,80,41.6,MODERATE,HEAVY_RAIN,GOOD,13.7,6.6
T001402,NH-27,2026-06-20 04:42:00,Assam,Kamrup Rural,11.9,80,60.0,LOW,MODERATE_RAIN,GOOD,11.9,3.0
T001403,NH-15,2026-06-20 04:44:00,Assam,Darrang,10.1,65,65.0,LOW,CLEAR,GOOD,9.3,0.0
T001404,NH-15,2026-06-20 04:46:00,Assam,Sonitpur,5.8,70,36.4,MODERATE,HEAVY_RAIN,GOOD,9.6,4.6
T001405,NH-37,2026-06-20 04:48:00,Assam,Dibrugarh,7.1,70,61.6,LOW,LIGHT_RAIN,GOOD,6.9,0.8
T001406,NH-37,2026-06-20 04:50:00,Assam,Cachar,5.8,60,13.2,HIGH,TORRENTIAL_RAIN,GOOD,26.4,20.6
T001407,NH-27,2026-06-20 04:52:00,Assam,Nagaon,18.3,75,56.2,LOW,MODERATE_RAIN,GOOD,19.5,4.9
T001408,NH-206,2026-06-20 04:54:00,Meghalaya,East Khasi Hills,17.8,40,35.2,MODERATE,LIGHT_RAIN,FAIR,30.3,3.6
T001409,NH-127B,2026-06-20 04:56:00,Meghalaya,West Khasi Hills,7.4,45,45.0,LOW,CLEAR,FAIR,9.9,0.0
T001410,NH-06,2026-06-20 04:58:00,Meghalaya,Ri-Bhoi,20.1,65,57.2,LOW,LIGHT_RAIN,FAIR,21.1,2.5
T001411,NH-06,2026-06-20 05:00:00,Meghalaya,West Jaintia Hills,17.5,45,23.4,MODERATE,HEAVY_RAIN,FAIR,44.9,21.6
T001412,NH-10,2026-06-20 05:02:00,Sikkim,East Sikkim,16.6,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,150.9,122.4
T001413,NH-310,2026-06-20 05:04:00,Sikkim,North Sikkim,12.7,30,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,190.5,165.1
T001414,NH-510,2026-06-20 05:06:00,Sikkim,South Sikkim,17.4,40,22.0,MODERATE,LIGHT_RAIN,POOR,47.5,21.4
T001415,NH-29,2026-06-20 05:08:00,Nagaland,Kohima,14.9,40,26.8,MODERATE,CLEAR,POOR,33.4,11.0
T001416,NH-29,2026-06-20 05:10:00,Nagaland,Dimapur,13.7,65,33.8,MODERATE,HEAVY_RAIN,GOOD,24.3,11.7
T001417,NH-02,2026-06-20 05:12:00,Nagaland,Mokokchung,18.0,40,22.0,MODERATE,LIGHT_RAIN,POOR,49.1,22.1
T001418,NH-02,2026-06-20 05:14:00,Manipur,Imphal West,7.4,60,13.2,HIGH,TORRENTIAL_RAIN,GOOD,33.6,26.2
T001419,NH-02,2026-06-20 05:16:00,Manipur,Bishnupur,6.8,55,12.1,HIGH,TORRENTIAL_RAIN,GOOD,33.7,26.3
T001420,NH-02,2026-06-20 05:18:00,Manipur,Senapati,7.3,45,18.9,HIGH,MODERATE_RAIN,POOR,23.2,13.5
T001421,NH-54,2026-06-20 05:20:00,Mizoram,Aizawl,16.4,40,26.8,MODERATE,CLEAR,POOR,36.7,12.1
T001422,NH-54,2026-06-20 05:22:00,Mizoram,Kolasib,17.6,45,33.8,MODERATE,MODERATE_RAIN,FAIR,31.2,7.7
T001423,NH-54,2026-06-20 05:24:00,Mizoram,Lunglei,17.5,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,138.2,111.9
T001424,NH-08,2026-06-20 05:26:00,Tripura,West Tripura,21.1,65,48.8,LOW,MODERATE_RAIN,GOOD,25.9,6.4
T001425,NH-08,2026-06-20 05:28:00,Tripura,Sipahijala,9.0,65,65.0,LOW,CLEAR,GOOD,8.3,0.0
T001426,NH-08,2026-06-20 05:30:00,Tripura,Dhalai,7.8,55,48.4,LOW,LIGHT_RAIN,GOOD,9.7,1.2
T001427,NH-13,2026-06-20 05:32:00,Arunachal Pradesh,Tawang,11.7,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,106.4,86.3
T001428,NH-13,2026-06-20 05:34:00,Arunachal Pradesh,West Kameng,13.4,40,22.0,MODERATE,LIGHT_RAIN,POOR,36.5,16.4
T001429,NH-415,2026-06-20 05:36:00,Arunachal Pradesh,Papum Pare,6.8,50,26.0,MODERATE,HEAVY_RAIN,FAIR,15.7,7.5
T001430,NH-515,2026-06-20 05:38:00,Arunachal Pradesh,East Siang,14.1,60,45.0,LOW,MODERATE_RAIN,GOOD,18.8,4.7
T001431,NH-13,2026-06-20 05:40:00,Arunachal Pradesh,Lower Subansiri,5.5,40,22.0,MODERATE,LIGHT_RAIN,POOR,15.0,6.8
T001432,NH-27,2026-06-20 05:42:00,Assam,Kamrup Metropolitan,13.4,80,60.0,LOW,MODERATE_RAIN,GOOD,13.4,3.3
T001433,NH-27,2026-06-20 05:44:00,Assam,Kamrup Rural,9.9,80,80.0,LOW,CLEAR,GOOD,7.4,0.0
T001434,NH-15,2026-06-20 05:46:00,Assam,Darrang,17.7,65,33.8,MODERATE,HEAVY_RAIN,GOOD,31.4,15.1
T001435,NH-15,2026-06-20 05:48:00,Assam,Sonitpur,16.8,70,52.5,LOW,MODERATE_RAIN,GOOD,19.2,4.8
T001436,NH-37,2026-06-20 05:50:00,Assam,Dibrugarh,7.3,70,15.4,HIGH,TORRENTIAL_RAIN,GOOD,28.4,22.1
T001437,NH-37,2026-06-20 05:52:00,Assam,Cachar,12.7,60,52.8,LOW,LIGHT_RAIN,GOOD,14.4,1.7
T001438,NH-27,2026-06-20 05:54:00,Assam,Nagaon,13.7,75,75.0,LOW,CLEAR,GOOD,11.0,0.0
T001439,NH-206,2026-06-20 05:56:00,Meghalaya,East Khasi Hills,17.2,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,258.0,232.2
T001440,NH-127B,2026-06-20 05:58:00,Meghalaya,West Khasi Hills,13.4,45,33.8,MODERATE,MODERATE_RAIN,FAIR,23.8,5.9
T001441,NH-06,2026-06-20 06:00:00,Meghalaya,Ri-Bhoi,17.5,65,14.3,HIGH,TORRENTIAL_RAIN,FAIR,73.4,57.2
T001442,NH-06,2026-06-20 06:02:00,Meghalaya,West Jaintia Hills,9.3,45,39.6,MODERATE,LIGHT_RAIN,FAIR,14.1,1.7
T001443,NH-10,2026-06-20 06:04:00,Sikkim,East Sikkim,16.2,35,23.5,MODERATE,CLEAR,POOR,41.4,13.6
T001444,NH-310,2026-06-20 06:06:00,Sikkim,North Sikkim,11.1,30,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,166.5,144.3
T001445,NH-510,2026-06-20 06:08:00,Sikkim,South Sikkim,12.7,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,100.3,81.2
T001446,NH-29,2026-06-20 06:10:00,Nagaland,Kohima,15.2,40,16.8,HIGH,MODERATE_RAIN,POOR,54.3,31.5
T001447,NH-29,2026-06-20 06:12:00,Nagaland,Dimapur,14.4,65,65.0,LOW,CLEAR,GOOD,13.3,0.0
T001448,NH-02,2026-06-20 06:14:00,Nagaland,Mokokchung,16.8,40,22.0,MODERATE,LIGHT_RAIN,POOR,45.8,20.6
T001449,NH-02,2026-06-20 06:16:00,Manipur,Imphal West,21.9,60,13.2,HIGH,TORRENTIAL_RAIN,GOOD,99.5,77.6
T001450,NH-02,2026-06-20 06:18:00,Manipur,Bishnupur,13.8,55,48.4,LOW,LIGHT_RAIN,GOOD,17.1,2.0
T001451,NH-02,2026-06-20 06:20:00,Manipur,Senapati,14.9,45,30.2,MODERATE,CLEAR,POOR,29.6,9.7
T001452,NH-54,2026-06-20 06:22:00,Mizoram,Aizawl,15.7,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,235.5,211.9
T001453,NH-54,2026-06-20 06:24:00,Mizoram,Kolasib,11.7,45,33.8,MODERATE,MODERATE_RAIN,FAIR,20.8,5.2
T001454,NH-54,2026-06-20 06:26:00,Mizoram,Lunglei,9.6,40,26.8,MODERATE,CLEAR,POOR,21.5,7.1
T001455,NH-08,2026-06-20 06:28:00,Tripura,West Tripura,10.9,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,45.7,35.6
T001456,NH-08,2026-06-20 06:30:00,Tripura,Sipahijala,8.8,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,36.9,28.8
T001457,NH-08,2026-06-20 06:32:00,Tripura,Dhalai,10.6,55,12.1,HIGH,TORRENTIAL_RAIN,GOOD,52.6,41.0
T001458,NH-13,2026-06-20 06:34:00,Arunachal Pradesh,Tawang,14.1,35,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,211.5,187.3
T001459,NH-13,2026-06-20 06:36:00,Arunachal Pradesh,West Kameng,6.1,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,91.5,82.3
T001460,NH-415,2026-06-20 06:38:00,Arunachal Pradesh,Papum Pare,11.4,50,11.0,HIGH,TORRENTIAL_RAIN,FAIR,62.2,48.5
T001461,NH-515,2026-06-20 06:40:00,Arunachal Pradesh,East Siang,12.1,60,45.0,LOW,MODERATE_RAIN,GOOD,16.1,4.0
T001462,NH-13,2026-06-20 06:42:00,Arunachal Pradesh,Lower Subansiri,16.0,40,22.0,MODERATE,LIGHT_RAIN,POOR,43.6,19.6
T001463,NH-27,2026-06-20 06:44:00,Assam,Kamrup Metropolitan,9.1,80,41.6,MODERATE,HEAVY_RAIN,GOOD,13.1,6.3
T001464,NH-27,2026-06-20 06:46:00,Assam,Kamrup Rural,6.6,80,60.0,LOW,MODERATE_RAIN,GOOD,6.6,1.7
T001465,NH-15,2026-06-20 06:48:00,Assam,Darrang,21.6,65,33.8,MODERATE,HEAVY_RAIN,GOOD,38.3,18.4
T001466,NH-15,2026-06-20 06:50:00,Assam,Sonitpur,17.4,70,61.6,LOW,LIGHT_RAIN,GOOD,16.9,2.0
T001467,NH-37,2026-06-20 06:52:00,Assam,Dibrugarh,8.9,70,52.5,LOW,MODERATE_RAIN,GOOD,10.2,2.6
T001468,NH-37,2026-06-20 06:54:00,Assam,Cachar,8.5,60,45.0,LOW,MODERATE_RAIN,GOOD,11.3,2.8
T001469,NH-27,2026-06-20 06:56:00,Assam,Nagaon,6.2,75,16.5,HIGH,TORRENTIAL_RAIN,GOOD,22.5,17.5
T001470,NH-206,2026-06-20 06:58:00,Meghalaya,East Khasi Hills,8.0,40,30.0,MODERATE,MODERATE_RAIN,FAIR,16.0,4.0
T001471,NH-127B,2026-06-20 07:00:00,Meghalaya,West Khasi Hills,19.1,45,45.0,LOW,CLEAR,FAIR,25.5,0.0
T001472,NH-06,2026-06-20 07:02:00,Meghalaya,Ri-Bhoi,20.8,65,48.8,LOW,MODERATE_RAIN,FAIR,25.6,6.4
T001473,NH-06,2026-06-20 07:04:00,Meghalaya,West Jaintia Hills,20.9,45,23.4,MODERATE,HEAVY_RAIN,FAIR,53.6,25.7
T001474,NH-10,2026-06-20 07:06:00,Sikkim,East Sikkim,17.6,35,14.7,HIGH,MODERATE_RAIN,POOR,71.8,41.6
T001475,NH-310,2026-06-20 07:08:00,Sikkim,North Sikkim,5.5,30,16.5,HIGH,LIGHT_RAIN,POOR,20.0,9.0
T001476,NH-510,2026-06-20 07:10:00,Sikkim,South Sikkim,7.8,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,117.0,105.3
T001477,NH-29,2026-06-20 07:12:00,Nagaland,Kohima,9.5,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,142.5,128.2
T001478,NH-29,2026-06-20 07:14:00,Nagaland,Dimapur,9.1,65,57.2,LOW,LIGHT_RAIN,GOOD,9.5,1.1
T001479,NH-02,2026-06-20 07:16:00,Nagaland,Mokokchung,21.0,40,35.2,MODERATE,LIGHT_RAIN,FAIR,35.8,4.3
T001480,NH-02,2026-06-20 07:18:00,Manipur,Imphal West,5.1,60,45.0,LOW,MODERATE_RAIN,GOOD,6.8,1.7
T001481,NH-02,2026-06-20 07:20:00,Manipur,Bishnupur,13.8,55,48.4,LOW,LIGHT_RAIN,GOOD,17.1,2.0
T001482,NH-02,2026-06-20 07:22:00,Manipur,Senapati,13.9,45,18.9,HIGH,MODERATE_RAIN,POOR,44.1,25.6
T001483,NH-54,2026-06-20 07:24:00,Mizoram,Aizawl,16.3,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,244.5,220.1
T001484,NH-54,2026-06-20 07:26:00,Mizoram,Kolasib,20.7,45,39.6,MODERATE,LIGHT_RAIN,FAIR,31.4,3.8
T001485,NH-54,2026-06-20 07:28:00,Mizoram,Lunglei,16.7,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,250.5,225.4
T001486,NH-08,2026-06-20 07:30:00,Tripura,West Tripura,21.4,65,57.2,LOW,LIGHT_RAIN,GOOD,22.4,2.6
T001487,NH-08,2026-06-20 07:32:00,Tripura,Sipahijala,7.0,65,65.0,LOW,CLEAR,GOOD,6.5,0.0
T001488,NH-08,2026-06-20 07:34:00,Tripura,Dhalai,20.5,55,41.2,MODERATE,MODERATE_RAIN,GOOD,29.9,7.5
T001489,NH-13,2026-06-20 07:36:00,Arunachal Pradesh,Tawang,6.4,35,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,96.0,85.0
